Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,AS,Last5AwayOver2.5Perc,HS,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AST,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgAwayGoalsConceded,Over2.5
2022-08-13,E0,17:30,Brentford,Man United,H,H,S Attwell,2022/2023,100.0,15,100.0,13,47.37,4.0,42.11,4.0,4,0.0,0.0,1.8,2.1,1.74,1
2022-08-27,E0,12:30,Southampton,Man United,A,D,A Madley,2022/2023,50.0,11,50.0,17,47.37,2.0,42.11,1.0,6,1.5,0.5,1.65,2.37,1.74,0
2022-09-01,E0,20:00,Leicester,Man United,A,A,C Pawson,2022/2023,66.67,9,33.33,10,63.16,1.33,42.11,1.0,2,1.67,0.67,1.73,2.3,1.74,0
2022-10-02,E0,14:00,Man City,Man United,H,H,M Oliver,2022/2023,100.0,12,50.0,22,84.21,2.5,42.11,5.0,8,1.25,1.25,1.51,2.75,1.74,1
2022-10-09,E0,19:00,Everton,Man United,A,A,D Coote,2022/2023,20.0,12,60.0,11,42.11,2.2,42.11,0.6,4,0.8,1.4,1.91,2.05,1.74,1
2022-10-22,E0,17:30,Chelsea,Man United,D,D,S Attwell,2022/2023,80.0,13,40.0,6,36.84,1.6,42.11,2.0,6,1.0,1.6,1.93,2.01,1.74,0
2022-11-06,E0,14:00,Aston Villa,Man United,H,H,A Taylor,2022/2023,40.0,8,60.0,6,57.89,2.2,42.11,1.8,3,0.8,1.6,1.94,1.97,1.74,1
2022-11-13,E0,16:30,Fulham,Man United,A,A,P Tierney,2022/2023,80.0,14,80.0,14,73.68,2.4,42.11,1.4,9,1.6,1.8,1.83,2.1,1.74,1
2022-12-31,E0,12:30,Wolves,Man United,A,D,R Jones,2022/2023,40.0,16,60.0,10,26.32,1.2,42.11,0.6,6,2.0,1.4,1.95,1.99,1.74,0
2023-01-18,E0,20:00,Crystal Palace,Man United,D,A,R Jones,2022/2023,60.0,15,40.0,10,42.11,1.2,42.11,0.8,4,1.8,1.2,1.96,1.96,1.74,0
2023-01-22,E0,16:30,Arsenal,Man United,H,D,A Taylor,2022/2023,80.0,6,60.0,25,89.47,1.6,42.11,2.8,4,1.0,1.4,1.81,2.1,1.74,1
2023-02-12,E0,14:00,Leeds,Man United,A,D,P Tierney,2022/2023,60.0,11,40.0,16,63.16,1.0,42.11,1.4,5,2.0,1.6,1.7,2.2,1.74,0
2023-03-05,E0,16:30,Liverpool,Man United,H,H,A Madley,2022/2023,40.0,8,40.0,18,52.63,2.2,42.11,2.6,4,0.2,1.2,1.8,2.1,1.74,1
2023-04-02,E0,16:30,Newcastle,Man United,H,D,S Attwell,2022/2023,20.0,6,40.0,22,36.84,2.6,42.11,1.2,1,0.8,1.0,1.99,2.05,1.74,0
2023-04-16,E0,16:30,Nott'm Forest,Man United,A,A,S Hooper,2022/2023,40.0,22,40.0,6,36.84,2.4,42.11,1.0,8,1.6,1.2,1.85,2.0,1.74,0
2023-04-27,E0,20:15,Tottenham,Man United,D,A,A Taylor,2022/2023,80.0,17,40.0,18,57.89,2.2,42.11,2.2,8,1.4,1.2,1.62,2.38,1.74,1
2023-05-04,E0,20:00,Brighton,Man United,H,D,A Marriner,2022/2023,60.0,16,40.0,22,52.63,2.4,42.11,3.0,5,0.6,0.8,1.57,2.5,1.74,0
2023-05-07,E0,19:00,West Ham,Man United,H,H,P Bankes,2022/2023,60.0,19,20.0,15,36.84,1.2,42.11,1.2,4,1.8,0.8,1.8,2.1,1.74,0
2023-05-20,E0,15:00,Bournemouth,Man United,A,A,C Kavanagh,2022/2023,60.0,20,20.0,10,47.37,0.8,42.11,1.0,5,2.2,1.0,1.53,2.75,1.74,0
2023-08-19,E0,17:30,Tottenham,Man United,H,D,M Oliver,2023/2024,0.0,22,0.0,17,84.21,2.0,57.89,2.0,6,0.0,0.0,1.55,2.5,1.58,0
2023-09-03,E0,16:30,Arsenal,Man United,H,D,A Taylor,2023/2024,100.0,10,50.0,17,73.68,2.5,57.89,2.33,2,1.33,0.5,1.53,2.75,1.58,1
2023-09-23,E0,20:00,Burnley,Man United,A,A,T Harrington,2023/2024,75.0,11,33.33,12,57.89,1.67,57.89,0.75,4,3.0,0.67,1.75,2.1,1.58,0
2023-10-21,E0,20:00,Sheffield United,Man United,A,D,M Oliver,2023/2024,80.0,14,50.0,12,84.21,1.5,57.89,0.8,5,3.0,1.0,1.53,2.7,1.58,1
2023-11-04,E0,12:30,Fulham,Man United,A,D,J Brooks,2023/2024,40.0,12,40.0,18,63.16,1.2,57.89,0.8,5,1.4,1.0,1.9,2.05,1.58,0
2023-11-26,E0,16:30,Everton,Man United,A,A,J Brooks,2023/2024,60.0,9,60.0,24,36.84,0.8,57.89,1.0,4,1.4,1.6,1.96,1.96,1.58,1
2023-12-02,E0,20:00,Newcastle,Man United,H,D,R Jones,2023/2024,40.0,8,40.0,22,68.42,0.4,57.89,2.4,1,0.2,1.4,1.81,2.08,1.58,0
2023-12-17,E0,16:30,Liverpool,Man United,D,D,M Oliver,2023/2024,60.0,6,40.0,34,68.42,0.4,57.89,2.4,1,0.6,1.2,1.45,3.1,1.58,0
2023-12-23,E0,12:30,West Ham,Man United,H,D,S Hooper,2023/2024,40.0,11,20.0,12,52.63,0.6,57.89,1.8,3,0.8,0.8,1.69,2.3,1.58,0
2023-12-30,E0,17:30,Nott'm Forest,Man United,H,D,T Robinson,2023/2024,60.0,10,40.0,8,52.63,1.0,57.89,1.2,5,2.0,0.8,1.79,2.08,1.58,1
2024-02-01,E0,20:15,Wolves,Man United,A,A,J Gillett,2023/2024,60.0,21,40.0,16,63.16,1.6,57.89,2.0,8,1.2,1.0,1.92,2.0,1.58,1
2024-02-11,E0,16:30,Aston Villa,Man United,A,A,R Jones,2023/2024,60.0,17,60.0,23,78.95,1.6,57.89,1.4,5,1.6,1.4,1.53,2.5,1.58,1
2024-02-18,E0,16:30,Luton,Man United,A,A,D Coote,2023/2024,80.0,21,80.0,22,68.42,1.8,57.89,1.8,9,1.6,1.8,1.59,2.5,1.58,1
2024-03-03,E0,15:30,Man City,Man United,H,A,A Madley,2023/2024,40.0,3,100.0,27,57.89,2.0,57.89,2.0,1,0.6,2.0,1.38,3.1,1.58,1
2024-03-30,E0,20:00,Brentford,Man United,D,D,S Hooper,2023/2024,80.0,11,80.0,31,68.42,1.8,57.89,1.6,5,2.4,2.0,1.46,2.7,1.58,0
2024-04-04,E0,20:15,Chelsea,Man United,H,D,J Gillett,2023/2024,80.0,19,80.0,28,63.16,2.0,57.89,2.4,5,2.2,1.8,1.44,3.0,1.58,1
2024-04-13,E0,17:30,Bournemouth,Man United,D,H,T Harrington,2023/2024,80.0,8,80.0,20,63.16,2.2,57.89,2.2,2,1.6,1.8,1.41,3.2,1.58,1
2024-05-06,E0,20:00,Crystal Palace,Man United,H,H,J Gillett ,2023/2024,60.0,7,80.0,18,63.16,2.8,57.89,2.8,2,1.4,1.4,1.57,2.5,1.58,1
2024-05-19,E0,16:00,Brighton,Man United,A,D,C Pawson,2023/2024,60.0,11,60.0,17,57.89,2.2,57.89,0.4,4,2.2,1.6,1.35,3.5,1.58,0
2024-08-24,E0,12:30,Brighton,Man United,H,H,C Pawson,2024/2025,100.0,11,100.0,14,68.42,2.0,47.37,2.0,4,1.0,1.0,1.6,2.5,1.37,1
2024-09-14,E0,12:30,Southampton,Man United,A,A,S Attwell,2024/2025,50.0,20,100.0,6,68.42,1.0,47.37,0.0,10,2.0,2.0,1.6,2.5,1.37,1
2024-09-21,E0,17:30,Crystal Palace,Man United,D,D,D Coote,2024/2025,33.33,15,66.67,9,47.37,0.67,47.37,0.67,6,1.33,1.33,1.71,2.2,1.37,0
2024-10-06,E0,14:00,Aston Villa,Man United,D,D,R Jones,2024/2025,50.0,10,50.0,11,57.89,0.5,47.37,1.5,4,1.25,1.0,1.5,2.75,1.37,0
2024-10-27,E0,14:00,West Ham,Man United,H,D,D Coote,2024/2025,100.0,18,60.0,12,57.89,0.8,47.37,1.6,5,2.0,1.0,1.69,2.3,1.37,1
2024-11-24,E0,16:30,Ipswich,Man United,D,D,A Taylor,2024/2025,20.0,11,40.0,11,52.63,0.6,47.37,1.0,4,1.4,1.0,1.68,2.2,1.37,0
2024-12-04,E0,20:15,Arsenal,Man United,H,D,S Barrott,2024/2025,80.0,5,20.0,14,52.63,1.0,47.37,2.8,2,1.0,0.4,1.7,2.3,1.37,0
2024-12-15,E0,16:30,Man City,Man United,A,H,A Taylor,2024/2025,80.0,10,40.0,10,73.68,1.2,47.37,1.6,3,1.6,0.8,1.5,2.75,1.37,1
2024-12-26,E0,17:30,Wolves,Man United,H,D,T Harrington,2024/2025,60.0,11,40.0,7,57.89,1.6,47.37,1.8,4,1.6,0.8,1.77,2.1,1.37,0
2025-01-05,E0,16:30,Liverpool,Man United,D,D,M Oliver,2024/2025,60.0,13,40.0,19,63.16,1.6,47.37,2.2,4,1.0,1.0,1.54,2.63,1.37,1
2025-01-26,E0,19:00,Fulham,Man United,A,D,A Taylor,2024/2025,40.0,4,40.0,9,63.16,1.4,47.37,1.0,1,1.2,1.0,1.9,2.02,1.37,0
2025-02-16,E0,16:30,Tottenham,Man United,H,H,P Bankes,2024/2025,80.0,16,40.0,22,73.68,1.2,47.37,1.6,6,2.4,1.0,1.57,2.63,1.37,0
2025-02-22,E0,12:30,Everton,Man United,D,H,A Madley,2024/2025,80.0,9,40.0,9,47.37,1.4,47.37,2.2,3,1.4,1.0,2.34,1.67,1.37,1
2025-03-16,E0,19:00,Leicester,Man United,A,A,T Bramall,2024/2025,40.0,18,60.0,11,47.37,1.0,47.37,0.0,5,2.6,1.6,1.95,1.95,1.37,1
2025-04-01,E0,20:00,Nott'm Forest,Man United,H,H,J Gillett,2024/2025,40.0,23,40.0,8,31.58,0.8,47.37,2.4,6,0.4,1.2,2.06,1.87,1.37,0
2025-04-13,E0,16:30,Newcastle,Man United,H,D,C Kavanagh,2024/2025,100.0,9,60.0,13,63.16,1.6,47.37,2.4,5,2.2,1.2,1.65,2.3,1.37,1
2025-04-27,E0,14:00,Bournemouth,Man United,D,H,P Bankes,2024/2025,40.0,25,60.0,8,31.58,1.6,47.37,0.8,6,1.2,1.4,1.82,2.1,1.37,0
2025-05-04,E0,14:00,Brentford,Man United,H,H,A Taylor,2024/2025,40.0,14,60.0,12,63.16,2.0,47.37,1.8,5,1.4,1.6,1.58,2.5,1.37,1
2025-05-16,E0,20:15,Chelsea,Man United,H,D,C Kavanagh,2024/2025,40.0,4,40.0,11,57.89,2.2,47.37,1.6,1,0.6,1.0,1.61,2.5,1.37,0
2022-08-13,E0,15:00,Brighton,Newcastle,D,D,G Scott,2022/2023,0.0,4,0.0,13,52.63,0.0,57.89,0.0,1,0.0,0.0,2.2,1.72,1.0,0
2022-08-28,E0,14:00,Wolves,Newcastle,D,H,P Bankes,2022/2023,0.0,21,0.0,10,26.32,0.5,57.89,0.5,6,0.5,0.5,2.13,1.72,1.0,0
2022-08-31,E0,20:00,Liverpool,Newcastle,H,A,A Marriner,2022/2023,66.67,5,33.33,23,52.63,1.0,57.89,4.0,2,0.67,0.67,1.45,3.0,1.0,1
2022-10-01,E0,15:00,Fulham,Newcastle,A,A,D England,2022/2023,100.0,19,50.0,3,73.68,1.0,57.89,2.0,10,2.25,1.5,1.95,1.99,1.0,1
2022-10-16,E0,14:00,Man United,Newcastle,D,D,C Pawson,2022/2023,75.0,9,40.0,15,57.89,0.8,57.89,1.5,2,1.0,1.2,1.77,2.1,1.0,0
2022-10-23,E0,16:30,Tottenham,Newcastle,A,A,J Gillett,2022/2023,60.0,13,60.0,17,57.89,1.0,57.89,2.4,5,1.0,1.6,2.0,1.96,1.0,1
2022-11-06,E0,14:00,Southampton,Newcastle,A,A,S Attwell,2022/2023,60.0,7,80.0,16,47.37,1.0,57.89,1.2,4,1.8,2.2,1.99,1.96,1.0,1
2022-12-26,E0,15:00,Leicester,Newcastle,A,A,J Gillett,2022/2023,40.0,12,80.0,8,63.16,0.6,57.89,1.2,5,0.8,2.6,2.02,1.91,1.0,1
2023-01-03,E0,19:45,Arsenal,Newcastle,D,D,A Madley,2022/2023,80.0,8,60.0,17,89.47,0.4,57.89,2.8,1,0.8,1.8,1.95,1.99,1.0,0
2023-01-21,E0,17:30,Crystal Palace,Newcastle,D,D,C Pawson,2022/2023,40.0,16,60.0,6,42.11,0.4,57.89,0.4,7,1.6,1.8,2.26,1.73,1.0,0
2023-02-11,E0,17:30,Bournemouth,Newcastle,D,D,S Attwell,2022/2023,40.0,15,40.0,11,47.37,0.4,57.89,1.4,7,1.4,1.6,2.02,1.93,1.0,0
2023-03-04,E0,12:30,Man City,Newcastle,H,H,S Hooper,2022/2023,60.0,5,20.0,11,84.21,0.6,57.89,2.6,2,0.8,0.8,1.78,2.1,1.0,0
2023-03-17,E0,20:00,Nott'm Forest,Newcastle,A,D,P Tierney,2022/2023,40.0,15,20.0,5,36.84,0.8,57.89,1.4,4,1.0,0.6,2.2,1.73,1.0,1
2023-04-05,E0,20:00,West Ham,Newcastle,A,A,C Pawson,2022/2023,40.0,15,40.0,7,36.84,1.0,57.89,1.6,8,1.4,1.6,2.38,1.62,1.0,1
2023-04-08,E0,15:00,Brentford,Newcastle,A,H,C Kavanagh,2022/2023,60.0,10,60.0,12,47.37,1.2,57.89,1.8,4,1.2,2.0,2.21,1.73,1.0,1
2023-04-15,E0,12:30,Aston Villa,Newcastle,H,H,J Brooks,2022/2023,60.0,8,80.0,16,57.89,1.6,57.89,2.2,2,0.8,1.8,2.05,1.89,1.0,1
2023-04-27,E0,19:45,Everton,Newcastle,A,A,A Marriner,2022/2023,40.0,15,100.0,13,42.11,1.4,57.89,0.8,8,2.0,2.6,2.07,1.85,1.0,1
2023-05-13,E0,12:30,Leeds,Newcastle,D,D,S Hooper,2022/2023,80.0,18,100.0,9,63.16,1.6,57.89,1.4,5,3.0,2.6,1.6,2.5,1.0,1
2023-05-28,E0,16:30,Chelsea,Newcastle,D,D,J Gillett,2022/2023,40.0,13,80.0,22,36.84,1.6,57.89,0.8,4,1.4,1.8,1.58,2.5,1.0,0
2023-08-19,E0,20:00,Man City,Newcastle,H,H,R Jones,2023/2024,0.0,7,0.0,14,57.89,1.0,73.68,1.0,1,0.0,0.0,1.89,2.05,2.11,0
2023-09-02,E0,17:30,Brighton,Newcastle,H,H,S Attwell,2023/2024,100.0,9,50.0,15,57.89,2.0,73.68,2.67,2,1.67,0.5,1.57,2.63,2.11,1
2023-09-24,E0,16:30,Sheffield United,Newcastle,A,A,S Attwell,2023/2024,75.0,22,66.67,9,84.21,1.33,73.68,0.75,15,3.25,3.0,1.87,2.05,2.11,1
2023-10-08,E0,14:00,West Ham,Newcastle,D,H,P Bankes,2023/2024,75.0,10,75.0,5,52.63,1.5,73.68,2.0,3,1.5,2.75,1.84,2.08,2.11,1
2023-10-28,E0,17:30,Wolves,Newcastle,D,A,A Taylor,2023/2024,80.0,13,80.0,11,63.16,1.6,73.68,1.4,5,2.2,2.6,1.91,2.02,2.11,1
2023-11-11,E0,17:30,Bournemouth,Newcastle,H,D,C Kavanagh,2023/2024,60.0,8,80.0,19,63.16,1.8,73.68,1.0,5,1.4,2.6,1.9,2.07,2.11,0
2023-12-07,E0,19:30,Everton,Newcastle,H,D,T Robinson,2023/2024,80.0,13,80.0,21,36.84,1.8,73.68,1.6,3,1.2,2.4,2.04,1.86,2.11,1
2023-12-10,E0,16:30,Tottenham,Newcastle,H,H,C Kavanagh,2023/2024,80.0,9,80.0,23,84.21,2.6,73.68,1.8,3,1.8,1.0,1.55,2.5,2.11,1
2023-12-23,E0,15:00,Luton,Newcastle,H,H,D England,2023/2024,60.0,15,60.0,16,68.42,2.4,73.68,1.6,2,1.6,0.6,1.91,2.03,2.11,0
2024-01-01,E0,20:00,Liverpool,Newcastle,H,D,A Taylor,2023/2024,60.0,5,60.0,34,68.42,2.8,73.68,2.4,3,1.2,0.6,1.41,3.1,2.11,1
2024-01-30,E0,20:15,Aston Villa,Newcastle,A,A,J Brooks,2023/2024,40.0,14,80.0,12,78.95,2.6,73.68,1.4,5,1.2,1.2,1.61,2.35,2.11,1
2024-02-10,E0,17:30,Nott'm Forest,Newcastle,A,D,A Taylor,2023/2024,80.0,7,80.0,13,52.63,2.4,73.68,1.4,5,2.2,1.8,1.69,2.25,2.11,1
2024-02-24,E0,20:00,Arsenal,Newcastle,H,H,P Tierney,2023/2024,60.0,3,80.0,18,73.68,2.4,73.68,2.8,2,0.8,1.8,1.5,2.7,2.11,1
2024-03-11,E0,20:00,Chelsea,Newcastle,H,D,J Brooks,2023/2024,60.0,11,100.0,12,63.16,2.8,73.68,2.0,3,1.4,2.2,1.46,2.7,2.11,1
2024-04-06,E0,15:00,Fulham,Newcastle,A,D,S Allison,2023/2024,80.0,12,80.0,14,63.16,2.0,73.68,2.0,5,0.8,2.0,1.64,2.3,2.11,0
2024-04-24,E0,20:00,Crystal Palace,Newcastle,H,D,T Bramall,2023/2024,60.0,7,60.0,20,63.16,2.2,73.68,2.6,2,1.4,1.4,1.7,2.2,2.11,0
2024-05-04,E0,15:00,Burnley,Newcastle,A,A,A Taylor,2023/2024,40.0,23,60.0,17,57.89,2.0,73.68,1.0,11,1.8,1.6,1.45,2.75,2.11,1
2024-05-15,E0,20:00,Man United,Newcastle,H,H,R Jones,2023/2024,60.0,21,60.0,17,68.42,1.8,73.68,2.0,8,1.6,1.8,1.4,3.2,2.11,1
2024-05-19,E0,16:00,Brentford,Newcastle,A,A,S Hooper,2023/2024,20.0,12,60.0,10,68.42,1.6,73.68,1.0,7,1.0,2.2,1.4,3.2,2.11,1
2024-08-25,E0,14:00,Bournemouth,Newcastle,D,H,D Coote,2024/2025,0.0,14,0.0,16,31.58,1.0,57.89,1.0,5,1.0,1.0,1.66,2.38,1.42,0
2024-09-15,E0,16:30,Wolves,Newcastle,A,H,C Kavanagh,2024/2025,100.0,14,50.0,12,57.89,1.0,57.89,1.5,6,4.0,1.5,1.68,2.3,1.42,1
2024-09-21,E0,15:00,Fulham,Newcastle,H,H,P Bankes,2024/2025,66.67,15,66.67,22,63.16,1.67,57.89,2.0,4,1.0,1.33,1.71,2.2,1.42,1
2024-10-05,E0,17:30,Everton,Newcastle,D,D,C Pawson,2024/2025,75.0,14,50.0,8,47.37,1.25,57.89,1.0,3,1.75,1.0,1.73,2.1,1.42,0
2024-10-27,E0,14:00,Chelsea,Newcastle,H,D,S Hooper,2024/2025,40.0,11,60.0,17,57.89,1.4,57.89,1.6,3,1.4,1.0,1.53,2.63,1.42,1
2024-11-10,E0,14:00,Nott'm Forest,Newcastle,A,H,A Taylor,2024/2025,40.0,17,80.0,9,31.58,1.4,57.89,1.2,6,1.0,1.4,1.98,1.93,1.42,1
2024-11-30,E0,15:00,Crystal Palace,Newcastle,D,D,D England,2024/2025,0.0,1,60.0,16,47.37,1.4,57.89,0.4,0,0.8,1.2,1.93,2.02,1.42,0
2024-12-07,E0,15:00,Brentford,Newcastle,H,D,T Robinson,2024/2025,100.0,16,60.0,11,63.16,1.6,57.89,4.0,3,2.2,1.4,1.64,2.38,1.42,1
2024-12-21,E0,15:00,Ipswich,Newcastle,A,A,S Attwell,2024/2025,40.0,15,80.0,10,52.63,1.6,57.89,0.6,7,1.8,2.2,1.66,2.38,1.42,1
2024-12-30,E0,20:00,Man United,Newcastle,A,A,S Hooper,2024/2025,80.0,12,60.0,10,52.63,1.2,57.89,1.8,4,1.6,2.4,1.69,2.2,1.42,0
2025-01-04,E0,12:30,Tottenham,Newcastle,A,A,A Madley,2024/2025,80.0,14,60.0,13,73.68,1.2,57.89,2.0,4,3.0,2.2,1.3,4.0,1.42,1
2025-01-25,E0,15:00,Southampton,Newcastle,A,A,S Barrott,2024/2025,80.0,17,80.0,12,68.42,1.2,57.89,0.4,9,3.8,2.6,1.52,2.75,1.42,1
2025-02-15,E0,15:00,Man City,Newcastle,H,H,A Madley,2024/2025,80.0,3,80.0,11,73.68,1.2,57.89,2.6,1,1.0,2.2,1.42,3.2,1.42,1
2025-02-26,E0,20:15,Liverpool,Newcastle,H,H,C Kavanagh,2024/2025,80.0,3,60.0,12,63.16,1.6,57.89,2.6,0,1.0,1.4,1.47,3.0,1.42,0
2025-03-10,E0,20:00,West Ham,Newcastle,A,D,M Salisbury,2024/2025,20.0,9,60.0,9,57.89,1.6,57.89,1.0,3,1.2,1.2,1.99,1.99,1.42,0
2025-04-07,E0,20:00,Leicester,Newcastle,A,A,R Jones,2024/2025,60.0,16,60.0,7,47.37,1.4,57.89,0.0,5,2.8,1.4,1.73,2.2,1.42,1
2025-04-19,E0,17:30,Aston Villa,Newcastle,H,D,J Gillett,2024/2025,80.0,10,60.0,23,57.89,2.0,57.89,2.2,3,1.2,1.0,1.65,2.3,1.42,1
2025-05-04,E0,14:00,Brighton,Newcastle,D,H,C Pawson,2024/2025,80.0,13,40.0,5,68.42,1.4,57.89,1.6,5,1.8,1.2,1.61,2.38,1.42,0
2025-05-18,E0,16:30,Arsenal,Newcastle,H,D,S Hooper,2024/2025,60.0,14,40.0,12,52.63,1.2,57.89,1.4,5,1.2,1.2,1.76,2.1,1.42,0
2022-08-06,E0,15:00,Newcastle,Nott'm Forest,H,D,S Hooper,2022/2023,0.0,5,0.0,23,36.84,2.0,52.63,2.0,0,0.0,0.0,2.06,1.96,2.32,0
2022-08-20,E0,15:00,Everton,Nott'm Forest,D,D,A Marriner,2022/2023,0.0,14,0.0,19,42.11,1.5,52.63,0.5,5,1.0,0.5,2.2,1.72,2.32,0
2022-08-31,E0,19:30,Man City,Nott'm Forest,H,H,P Tierney,2022/2023,100.0,8,33.33,17,84.21,3.0,52.63,4.67,1,0.67,0.33,1.27,4.0,2.32,1
2022-10-03,E0,20:00,Leicester,Nott'm Forest,H,H,R Jones,2022/2023,75.0,10,50.0,17,63.16,3.25,52.63,1.75,3,1.25,0.25,1.76,2.2,2.32,1
2022-10-15,E0,15:00,Wolves,Nott'm Forest,H,D,T Bramall,2022/2023,20.0,10,40.0,9,26.32,2.8,52.63,0.6,2,0.8,0.2,2.13,1.91,2.32,0
2022-10-18,E0,19:30,Brighton,Nott'm Forest,D,D,D England,2022/2023,20.0,3,40.0,19,52.63,2.4,52.63,1.2,0,0.6,0.2,1.78,2.1,2.32,0
2022-10-30,E0,14:00,Arsenal,Nott'm Forest,H,H,S Hooper,2022/2023,100.0,5,60.0,24,89.47,3.2,52.63,3.0,2,1.0,0.0,1.58,2.5,2.32,1
2022-12-27,E0,20:00,Man United,Nott'm Forest,H,H,A Taylor,2022/2023,40.0,8,60.0,17,57.89,2.6,52.63,1.8,3,0.2,0.0,1.57,2.63,2.32,1
2023-01-04,E0,19:30,Southampton,Nott'm Forest,A,A,T Bramall,2022/2023,40.0,11,40.0,8,47.37,1.8,52.63,0.8,1,2.0,0.2,2.21,1.73,2.32,0
2023-01-21,E0,15:00,Bournemouth,Nott'm Forest,D,H,A Madley,2022/2023,40.0,20,40.0,16,47.37,1.8,52.63,1.2,5,1.4,0.4,2.38,1.67,2.32,0
2023-02-11,E0,15:00,Fulham,Nott'm Forest,H,H,A Madley,2022/2023,60.0,10,40.0,16,73.68,2.2,52.63,1.4,1,1.0,0.4,2.13,1.82,2.32,0
2023-02-25,E0,15:00,West Ham,Nott'm Forest,H,D,J Gillett,2022/2023,20.0,8,40.0,18,36.84,2.0,52.63,1.4,3,1.0,0.4,2.19,1.73,2.32,1
2023-03-11,E0,15:00,Tottenham,Nott'm Forest,H,H,C Pawson,2022/2023,20.0,9,40.0,15,57.89,2.0,52.63,1.6,5,0.6,0.6,1.96,1.98,2.32,1
2023-04-04,E0,19:45,Leeds,Nott'm Forest,H,H,R Jones,2022/2023,40.0,13,60.0,21,63.16,2.4,52.63,1.0,1,1.0,0.6,1.99,1.96,2.32,1
2023-04-08,E0,15:00,Aston Villa,Nott'm Forest,H,D,A Taylor,2022/2023,60.0,6,60.0,8,57.89,2.6,52.63,2.0,2,1.6,0.4,1.99,1.99,2.32,0
2023-04-22,E0,15:00,Liverpool,Nott'm Forest,H,D,M Oliver,2022/2023,60.0,11,80.0,18,52.63,2.8,52.63,3.2,5,0.8,0.8,1.47,3.0,2.32,1
2023-04-29,E0,15:00,Brentford,Nott'm Forest,H,A,P Bankes,2022/2023,60.0,5,80.0,14,47.37,2.4,52.63,1.6,3,1.4,1.0,2.08,1.86,2.32,1
2023-05-13,E0,15:00,Chelsea,Nott'm Forest,D,A,P Tierney,2022/2023,40.0,11,80.0,14,36.84,2.2,52.63,0.6,2,1.6,1.2,1.87,2.0,2.32,1
2023-05-28,E0,16:30,Crystal Palace,Nott'm Forest,D,A,T Bramall,2022/2023,40.0,7,60.0,16,42.11,2.0,52.63,1.8,4,1.0,1.2,1.9,2.06,2.32,0
2023-08-12,E0,12:30,Arsenal,Nott'm Forest,H,H,M Oliver,2023/2024,100.0,6,100.0,15,73.68,2.0,57.89,2.0,2,1.0,1.0,1.52,2.63,1.95,1
2023-08-26,E0,15:00,Man United,Nott'm Forest,H,A,S Attwell,2023/2024,50.0,9,100.0,18,68.42,2.5,57.89,2.0,4,1.0,1.5,1.68,2.38,1.95,1
2023-09-02,E0,15:00,Chelsea,Nott'm Forest,A,D,T Robinson,2023/2024,33.33,7,66.67,21,63.16,1.67,57.89,1.33,3,0.67,1.33,1.8,2.1,1.95,0
2023-09-23,E0,15:00,Man City,Nott'm Forest,H,H,A Taylor,2023/2024,33.33,10,50.0,7,57.89,1.75,57.89,2.67,3,0.33,1.0,1.55,2.63,1.95,0
2023-10-07,E0,17:30,Crystal Palace,Nott'm Forest,D,D,C Pawson,2023/2024,25.0,16,40.0,8,63.16,1.4,57.89,0.75,5,0.75,0.8,2.51,1.57,1.95,0
2023-10-29,E0,14:00,Liverpool,Nott'm Forest,H,H,C Kavanagh,2023/2024,80.0,9,40.0,21,68.42,1.6,57.89,2.8,1,0.4,0.6,1.5,2.7,1.95,1
2023-11-12,E0,14:00,West Ham,Nott'm Forest,H,D,M Salisbury,2023/2024,60.0,10,40.0,16,52.63,1.6,57.89,1.6,5,1.6,0.6,1.99,1.95,1.95,1
2023-12-06,E0,19:30,Fulham,Nott'm Forest,H,H,J Smith,2023/2024,60.0,4,60.0,14,63.16,2.6,57.89,2.2,1,1.2,0.4,2.23,1.7,1.95,1
2023-12-09,E0,15:00,Wolves,Nott'm Forest,D,D,S Barrott,2023/2024,40.0,8,60.0,10,63.16,2.4,57.89,1.4,2,1.0,0.6,2.53,1.53,1.95,0
2023-12-26,E0,12:30,Newcastle,Nott'm Forest,A,D,C Kavanagh,2023/2024,60.0,15,80.0,19,68.42,2.6,57.89,2.0,6,0.8,1.2,1.78,2.25,1.95,1
2024-01-20,E0,17:30,Brentford,Nott'm Forest,H,D,D England,2023/2024,80.0,12,80.0,11,68.42,2.6,57.89,1.6,3,2.0,1.6,1.98,1.95,1.95,1
2024-02-04,E0,14:00,Bournemouth,Nott'm Forest,D,D,R Welch,2023/2024,60.0,8,60.0,9,63.16,2.2,57.89,1.6,6,1.4,1.4,1.67,2.35,1.95,0
2024-02-24,E0,15:00,Aston Villa,Nott'm Forest,H,H,S Barrott,2023/2024,80.0,10,60.0,16,78.95,2.0,57.89,2.0,3,2.0,1.8,1.56,2.5,1.95,1
2024-03-10,E0,14:00,Brighton,Nott'm Forest,H,H,M Salisbury,2023/2024,40.0,9,60.0,10,57.89,2.0,57.89,2.0,4,0.8,1.6,1.61,2.35,1.95,0
