Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Referee,Season,Last5HomeOver2.5Perc,AS,Last5AwayOver2.5Perc,HS,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AwayOver2.5Perc,AvgLast5HomeGoalsScored,AST,AvgLast5HomeGoalsConceded,AvgLast5AwayGoalsScored,MaxC>2.5,B365C<2.5,AvgAwayGoalsConceded,Over2.5
2024-03-03,E0,13:00,Burnley,Bournemouth,A,A,D Coote,2023/2024,40.0,10,60.0,20,57.89,1.8,78.95,0.6,3,2.4,1.4,1.71,2.15,2.05,0
2024-04-06,E0,15:00,Luton,Bournemouth,H,D,A Madley,2023/2024,80.0,8,60.0,19,68.42,1.6,78.95,1.4,1,2.0,1.4,1.59,2.5,2.05,1
2024-04-21,E0,15:00,Aston Villa,Bournemouth,H,D,T Robinson,2023/2024,80.0,14,80.0,14,78.95,2.0,78.95,2.4,6,2.0,1.4,1.51,2.63,2.05,1
2024-04-24,E0,19:45,Wolves,Bournemouth,A,A,S Attwell,2023/2024,40.0,21,60.0,15,63.16,1.4,78.95,0.8,6,1.2,1.4,1.71,2.2,2.05,0
2024-05-04,E0,12:30,Arsenal,Bournemouth,H,H,D Coote,2023/2024,60.0,7,60.0,25,73.68,1.6,78.95,2.4,2,0.6,1.0,1.35,3.4,2.05,1
2024-05-19,E0,16:00,Chelsea,Bournemouth,H,H,A Taylor,2023/2024,80.0,22,80.0,16,63.16,2.0,78.95,3.8,5,0.8,0.8,1.33,3.5,2.05,1
2024-08-17,E0,15:00,Nott'm Forest,Bournemouth,D,H,M Oliver,2024/2025,0.0,13,0.0,14,31.58,1.0,78.95,1.0,4,1.0,1.0,1.93,2.01,1.58,0
2024-08-31,E0,15:00,Everton,Bournemouth,A,D,S Attwell,2024/2025,100.0,17,50.0,18,47.37,1.5,78.95,1.0,7,3.0,2.0,1.9,2.03,1.58,1
2024-09-21,E0,15:00,Liverpool,Bournemouth,H,H,T Harrington,2024/2025,33.33,19,66.67,19,63.16,2.0,78.95,1.67,6,0.33,1.33,1.35,3.5,1.58,1
2024-10-05,E0,15:00,Leicester,Bournemouth,H,H,D Bond,2024/2025,25.0,17,50.0,6,47.37,1.75,78.95,1.0,2,1.0,1.0,1.67,2.3,1.58,0
2024-10-26,E0,15:00,Aston Villa,Bournemouth,D,D,A Madley,2024/2025,40.0,11,40.0,18,57.89,1.6,78.95,1.4,3,1.2,1.0,1.68,2.3,1.58,0
2024-11-09,E0,15:00,Brentford,Bournemouth,H,D,D Bond,2024/2025,80.0,15,60.0,12,63.16,2.0,78.95,3.2,3,2.0,1.2,1.75,2.2,1.58,1
2024-11-30,E0,15:00,Wolves,Bournemouth,A,A,P Bankes,2024/2025,80.0,12,60.0,10,57.89,2.0,78.95,1.6,8,2.0,1.4,1.82,2.1,1.58,1
2024-12-08,E0,14:00,Ipswich,Bournemouth,A,H,M Salisbury,2024/2025,20.0,22,60.0,18,52.63,1.6,78.95,0.6,6,1.4,1.8,1.7,2.2,1.58,1
2024-12-22,E0,14:00,Man United,Bournemouth,A,A,C Pawson,2024/2025,80.0,10,80.0,23,52.63,1.4,78.95,2.0,5,1.4,2.4,1.75,2.1,1.58,1
2024-12-29,E0,15:00,Fulham,Bournemouth,D,H,R Jones,2024/2025,60.0,16,100.0,11,63.16,1.6,78.95,1.4,9,1.6,2.6,1.87,2.0,1.58,1
2025-01-14,E0,19:30,Chelsea,Bournemouth,D,H,R Jones,2024/2025,80.0,7,100.0,26,57.89,1.4,78.95,1.8,3,1.2,2.6,1.44,3.0,1.58,1
2025-01-18,E0,12:30,Newcastle,Bournemouth,A,A,S Attwell,2024/2025,100.0,19,100.0,13,63.16,1.2,78.95,2.8,10,1.4,2.6,1.54,2.5,1.58,1
2025-02-15,E0,15:00,Southampton,Bournemouth,A,A,J Gillett,2024/2025,80.0,14,100.0,11,68.42,1.2,78.95,0.4,7,3.4,2.8,1.53,2.63,1.58,1
2025-02-25,E0,19:30,Brighton,Bournemouth,H,H,M Oliver,2024/2025,40.0,19,100.0,11,68.42,1.6,78.95,1.2,5,0.6,2.4,1.61,2.38,1.58,1
2025-03-09,E0,14:00,Tottenham,Bournemouth,D,A,J Brooks,2024/2025,60.0,17,100.0,12,73.68,1.6,78.95,1.0,8,1.4,2.4,1.51,2.63,1.58,1
2025-04-05,E0,15:00,West Ham,Bournemouth,D,A,T Robinson,2024/2025,20.0,11,100.0,9,57.89,1.6,78.95,0.8,4,1.2,2.4,1.87,2.05,1.58,1
2025-04-19,E0,15:00,Crystal Palace,Bournemouth,D,D,S Barrott,2024/2025,60.0,15,80.0,5,47.37,1.4,78.95,1.6,4,0.8,1.6,1.8,2.1,1.58,0
2025-05-03,E0,17:30,Arsenal,Bournemouth,A,H,J Gillett,2024/2025,60.0,9,80.0,13,52.63,1.4,78.95,1.4,2,1.2,1.4,1.71,2.2,1.58,1
2025-05-20,E0,20:00,Man City,Bournemouth,H,H,T Bramall,2024/2025,60.0,8,80.0,12,73.68,1.6,78.95,2.6,2,0.8,1.4,1.51,2.63,1.58,1
2022-08-07,E0,14:00,Leicester,Brentford,D,H,J Gillett,2022/2023,100.0,8,100.0,14,63.16,2.0,42.11,2.0,3,2.0,2.0,1.96,1.96,1.47,1
2022-08-20,E0,15:00,Fulham,Brentford,H,H,P Bankes,2022/2023,100.0,13,100.0,18,73.68,2.5,42.11,2.5,5,2.0,2.0,1.94,1.99,1.47,1
2022-08-30,E0,19:30,Crystal Palace,Brentford,D,D,S Hooper,2022/2023,33.33,9,66.67,13,42.11,2.0,42.11,1.33,3,1.33,1.67,2.05,1.92,1.47,0
2022-10-01,E0,15:00,Bournemouth,Brentford,D,D,T Bramall,2022/2023,25.0,13,50.0,7,47.37,1.5,42.11,0.5,4,0.75,1.25,1.98,1.94,1.47,0
2022-10-08,E0,15:00,Newcastle,Brentford,H,H,J Brooks,2022/2023,40.0,6,60.0,16,36.84,2.2,42.11,2.2,3,1.0,1.2,1.85,2.0,1.47,1
2022-10-23,E0,14:00,Aston Villa,Brentford,H,H,D England,2022/2023,20.0,12,60.0,19,57.89,2.6,42.11,1.2,3,0.8,0.8,2.12,1.93,1.47,1
2022-11-05,E0,15:00,Nott'm Forest,Brentford,D,D,A Marriner,2022/2023,60.0,6,60.0,15,36.84,2.4,42.11,1.6,2,1.8,0.8,2.33,1.66,1.47,1
2022-11-12,E0,12:30,Man City,Brentford,A,D,P Bankes,2022/2023,100.0,10,80.0,29,84.21,2.4,42.11,3.2,8,1.4,1.0,1.42,3.0,1.47,1
2022-12-30,E0,19:45,West Ham,Brentford,A,A,D England,2022/2023,40.0,9,80.0,20,36.84,2.4,42.11,1.2,6,1.4,1.4,1.92,2.03,1.47,0
2023-01-22,E0,14:00,Leeds,Brentford,D,D,P Bankes,2022/2023,80.0,6,60.0,9,63.16,1.4,42.11,1.8,0,2.2,1.2,1.85,2.0,1.47,0
2023-02-11,E0,15:00,Arsenal,Brentford,D,D,P Bankes,2022/2023,60.0,9,40.0,23,89.47,0.8,42.11,2.4,2,0.8,1.4,1.9,2.1,1.47,0
2023-03-11,E0,15:00,Everton,Brentford,H,H,S Hooper,2022/2023,20.0,12,20.0,13,42.11,0.6,42.11,0.8,4,0.8,1.0,2.61,1.53,1.47,0
2023-03-15,E0,19:30,Southampton,Brentford,A,A,M Salisbury,2022/2023,20.0,11,0.0,7,47.37,0.4,42.11,0.4,5,1.2,1.0,2.38,1.62,1.47,0
2023-04-01,E0,15:00,Brighton,Brentford,D,D,M Oliver,2022/2023,40.0,7,20.0,33,52.63,1.0,42.11,1.8,5,0.8,1.2,1.87,2.0,1.47,1
2023-04-05,E0,20:00,Man United,Brentford,H,H,J Brooks,2022/2023,60.0,6,20.0,18,57.89,1.2,42.11,1.6,1,0.6,1.2,1.67,2.3,1.47,0
2023-04-15,E0,15:00,Wolves,Brentford,H,H,P Tierney,2022/2023,20.0,10,20.0,11,26.32,1.4,42.11,1.2,3,1.0,1.0,2.35,1.67,1.47,0
2023-04-26,E0,19:45,Chelsea,Brentford,A,A,A Madley,2022/2023,40.0,7,20.0,15,36.84,1.2,42.11,0.6,1,1.6,1.4,2.2,1.73,1.47,0
2023-05-06,E0,17:30,Liverpool,Brentford,H,H,A Taylor,2022/2023,60.0,5,20.0,15,52.63,1.4,42.11,2.2,1,1.4,1.0,1.54,2.75,1.47,0
2023-05-20,E0,12:30,Tottenham,Brentford,A,H,J Gillett,2022/2023,80.0,11,20.0,22,57.89,1.0,42.11,1.6,4,1.8,1.0,1.82,2.1,1.47,1
2023-08-19,E0,15:00,Fulham,Brentford,A,A,D Bond,2023/2024,100.0,17,100.0,10,63.16,0.0,63.16,0.0,8,3.0,3.0,2.21,1.73,1.63,1
2023-09-16,E0,17:30,Newcastle,Brentford,H,D,C Pawson,2023/2024,66.67,11,50.0,9,68.42,0.5,63.16,2.33,2,1.0,1.5,1.84,2.1,1.63,0
2023-10-01,E0,14:00,Nott'm Forest,Brentford,D,D,P Tierney,2023/2024,33.33,18,33.33,6,52.63,0.67,63.16,1.33,5,1.0,1.33,2.46,1.73,1.63,0
2023-10-07,E0,15:00,Man United,Brentford,H,A,A Madley,2023/2024,60.0,11,50.0,21,68.42,1.0,63.16,1.4,3,1.4,1.25,1.75,2.25,1.63,1
2023-10-28,E0,12:30,Chelsea,Brentford,A,D,S Hooper,2023/2024,40.0,7,40.0,17,63.16,0.8,63.16,1.0,5,1.2,1.4,1.87,2.05,1.63,0
2023-11-12,E0,14:00,Liverpool,Brentford,H,H,P Tierney,2023/2024,80.0,16,40.0,17,68.42,1.4,63.16,2.8,3,0.2,0.8,1.48,2.7,1.63,1
2023-12-06,E0,19:30,Brighton,Brentford,H,D,P Bankes,2023/2024,60.0,8,60.0,18,57.89,1.6,63.16,1.8,2,1.2,1.0,1.68,2.25,1.63,1
2023-12-09,E0,15:00,Sheffield United,Brentford,H,H,S Attwell,2023/2024,60.0,10,60.0,9,84.21,1.6,63.16,1.0,4,1.6,0.8,2.12,1.95,1.63,0
2023-12-30,E0,15:00,Crystal Palace,Brentford,H,H,R Jones,2023/2024,60.0,9,60.0,13,63.16,1.8,63.16,1.4,4,1.8,0.8,2.4,1.6,1.63,1
2024-01-31,E0,19:30,Tottenham,Brentford,H,A,D Coote,2023/2024,100.0,9,80.0,19,84.21,2.4,63.16,2.6,5,1.4,0.8,1.49,2.7,1.63,1
2024-02-10,E0,15:00,Wolves,Brentford,A,A,S Hooper,2023/2024,60.0,9,60.0,17,63.16,1.8,63.16,1.8,6,1.6,1.2,1.85,2.06,1.63,0
2024-02-20,E0,19:30,Man City,Brentford,H,D,D England,2023/2024,20.0,6,40.0,25,57.89,1.6,63.16,1.8,2,0.4,1.0,1.4,3.1,1.63,0
2024-02-26,E0,20:00,West Ham,Brentford,H,H,S Hooper,2023/2024,40.0,14,60.0,17,52.63,2.2,63.16,1.4,8,1.8,1.4,1.85,2.05,1.63,1
2024-03-09,E0,17:30,Arsenal,Brentford,H,D,R Jones,2023/2024,80.0,9,60.0,17,73.68,2.0,63.16,2.8,4,1.0,1.4,1.48,2.88,1.63,1
2024-03-16,E0,15:00,Burnley,Brentford,H,H,D Bond,2023/2024,60.0,9,60.0,17,57.89,1.8,63.16,1.0,5,2.2,1.2,1.78,2.1,1.63,1
2024-04-06,E0,15:00,Aston Villa,Brentford,D,H,M Salisbury,2023/2024,80.0,8,80.0,11,78.95,2.4,63.16,2.0,3,2.2,1.4,1.63,2.38,1.63,1
2024-04-20,E0,15:00,Luton,Brentford,A,A,J Gillett,2023/2024,80.0,21,100.0,6,68.42,2.4,63.16,1.4,9,2.4,2.4,1.78,2.1,1.63,1
2024-04-27,E0,17:30,Everton,Brentford,H,D,D England,2023/2024,20.0,10,80.0,18,36.84,1.8,63.16,1.4,4,0.6,2.0,1.95,2.01,1.63,0
2024-05-11,E0,15:00,Bournemouth,Brentford,A,D,M Donohue,2023/2024,80.0,11,80.0,13,63.16,1.6,63.16,1.8,5,1.0,2.2,1.5,2.63,1.63,1
2024-08-25,E0,16:30,Liverpool,Brentford,H,H,S Attwell,2024/2025,0.0,8,0.0,19,63.16,2.0,57.89,2.0,2,0.0,0.0,1.34,3.5,1.16,0
2024-09-14,E0,15:00,Man City,Brentford,H,H,D Bond,2024/2025,100.0,8,50.0,18,73.68,2.0,57.89,3.0,5,1.0,0.5,1.45,2.75,1.16,1
2024-09-21,E0,15:00,Tottenham,Brentford,H,H,J Brooks,2024/2025,66.67,6,66.67,23,73.68,2.33,57.89,2.33,6,0.67,0.67,1.45,3.2,1.16,1
2024-10-19,E0,15:00,Man United,Brentford,H,A,S Barrott,2024/2025,75.0,8,75.0,23,52.63,2.25,57.89,0.75,2,1.75,0.75,1.57,2.63,1.16,1
2024-11-04,E0,20:00,Fulham,Brentford,H,A,S Attwell,2024/2025,80.0,5,80.0,26,63.16,2.2,57.89,1.8,2,1.4,0.8,1.76,2.2,1.16,1
2024-11-23,E0,15:00,Everton,Brentford,D,D,C Kavanagh,2024/2025,40.0,9,80.0,27,47.37,1.8,57.89,1.0,2,1.0,0.8,1.91,2.02,1.16,0
2024-12-04,E0,20:15,Aston Villa,Brentford,H,H,L Smith,2024/2025,60.0,9,80.0,20,57.89,2.0,57.89,1.8,1,1.0,0.8,1.6,2.5,1.16,1
2024-12-15,E0,19:00,Chelsea,Brentford,H,H,P Bankes,2024/2025,60.0,9,80.0,26,57.89,1.8,57.89,1.8,4,0.8,0.8,1.4,3.4,1.16,1
2024-12-27,E0,19:30,Brighton,Brentford,D,D,A Madley,2024/2025,60.0,8,60.0,24,68.42,1.4,57.89,1.2,3,1.4,0.6,1.51,2.75,1.16,0
2025-01-04,E0,15:00,Southampton,Brentford,A,A,S Attwell,2024/2025,80.0,20,60.0,8,68.42,1.0,57.89,0.6,11,3.8,1.4,1.75,2.1,1.16,1
2025-01-26,E0,14:00,Crystal Palace,Brentford,A,D,T Harrington,2024/2025,80.0,13,80.0,16,47.37,1.2,57.89,1.4,6,2.2,1.8,1.68,2.38,1.16,1
2025-02-15,E0,15:00,West Ham,Brentford,A,A,D England,2024/2025,40.0,14,60.0,13,57.89,0.6,57.89,0.8,5,2.2,1.8,1.6,2.38,1.16,0
2025-02-21,E0,20:00,Leicester,Brentford,A,A,T Harrington,2024/2025,20.0,14,60.0,8,47.37,0.2,57.89,0.0,6,2.4,2.4,1.63,2.38,1.16,1
2025-03-15,E0,17:30,Bournemouth,Brentford,A,D,C Pawson,2024/2025,40.0,10,80.0,17,31.58,0.4,57.89,1.4,4,1.0,2.8,1.52,2.63,1.16,1
2025-04-02,E0,19:45,Newcastle,Brentford,H,H,P Bankes,2024/2025,100.0,12,80.0,21,63.16,0.8,57.89,2.2,3,2.0,2.0,1.6,2.5,1.16,1
2025-04-12,E0,17:30,Arsenal,Brentford,D,D,S Hooper,2024/2025,40.0,3,60.0,14,52.63,0.8,57.89,1.8,2,0.8,1.8,1.76,2.1,1.16,0
2025-05-01,E0,19:30,Nott'm Forest,Brentford,A,A,D England,2024/2025,0.0,11,60.0,14,31.58,0.8,57.89,0.4,3,0.6,2.0,1.82,2.1,1.16,0
2025-05-10,E0,15:00,Ipswich,Brentford,A,A,S Barrott,2024/2025,80.0,15,40.0,11,52.63,0.8,57.89,0.8,5,3.0,1.4,1.48,2.75,1.16,0
2025-05-25,E0,16:00,Wolves,Brentford,D,A,C Pawson,2024/2025,40.0,13,20.0,18,57.89,0.8,57.89,1.8,7,1.0,1.2,1.52,2.63,1.16,0
2022-08-07,E0,14:00,Man United,Brighton,A,A,P Tierney,2022/2023,100.0,15,100.0,17,57.89,1.0,78.95,1.0,4,2.0,2.0,1.96,2.01,1.68,1
2022-08-21,E0,14:00,West Ham,Brighton,A,A,A Taylor,2022/2023,0.0,11,50.0,13,36.84,0.5,78.95,0.0,2,2.0,2.0,2.12,1.91,1.68,0
2022-08-30,E0,19:30,Fulham,Brighton,H,D,T Bramall,2022/2023,100.0,7,66.67,10,73.68,1.0,78.95,2.33,4,1.67,1.67,2.25,1.66,1.68,1
2022-10-01,E0,15:00,Liverpool,Brighton,D,A,A Madley,2022/2023,75.0,6,75.0,15,52.63,1.5,78.95,3.75,6,1.25,2.0,1.64,2.37,1.68,1
2022-10-14,E0,20:00,Brentford,Brighton,H,H,M Salisbury,2022/2023,60.0,21,60.0,7,47.37,1.6,78.95,2.4,7,1.2,1.6,2.12,1.99,1.68,0
2022-10-22,E0,15:00,Man City,Brighton,H,H,C Pawson,2022/2023,100.0,8,60.0,10,84.21,2.0,78.95,4.6,2,1.2,1.4,1.53,2.62,1.68,1
2022-11-05,E0,15:00,Wolves,Brighton,A,D,G Scott,2022/2023,60.0,19,80.0,8,26.32,2.4,78.95,0.8,8,2.0,1.6,2.35,1.66,1.68,1
2022-12-26,E0,15:00,Southampton,Brighton,A,A,R Jones,2022/2023,60.0,7,80.0,14,47.37,2.2,78.95,1.0,4,2.2,2.0,2.12,1.88,1.68,1
2023-01-03,E0,19:45,Everton,Brighton,A,A,A Marriner,2022/2023,80.0,19,80.0,10,42.11,1.8,78.95,1.2,8,2.0,2.2,2.38,1.67,1.68,1
2023-01-21,E0,15:00,Leicester,Brighton,D,D,T Bramall,2022/2023,40.0,13,100.0,9,63.16,1.8,78.95,0.8,4,1.4,2.6,1.87,2.1,1.68,1
2023-02-11,E0,15:00,Crystal Palace,Brighton,D,D,M Oliver,2022/2023,40.0,17,80.0,6,42.11,1.4,78.95,0.4,7,1.8,2.6,2.24,1.73,1.68,0
2023-03-11,E0,15:00,Leeds,Brighton,D,D,P Tierney,2022/2023,40.0,14,80.0,12,63.16,1.4,78.95,1.0,2,1.2,2.4,1.96,1.98,1.68,1
2023-04-04,E0,19:45,Bournemouth,Brighton,A,A,D Bond,2022/2023,40.0,16,60.0,14,47.37,1.2,78.95,1.0,6,1.6,2.2,1.92,2.1,1.68,0
2023-04-08,E0,15:00,Tottenham,Brighton,H,D,S Attwell,2022/2023,40.0,17,60.0,9,57.89,1.4,78.95,2.0,4,0.4,1.6,1.95,2.07,1.68,1
2023-04-15,E0,15:00,Chelsea,Brighton,A,D,R Jones,2022/2023,40.0,26,60.0,8,36.84,1.2,78.95,0.8,10,1.2,1.6,2.05,1.88,1.68,1
2023-04-26,E0,19:30,Nott'm Forest,Brighton,H,D,J Gillett,2022/2023,60.0,17,80.0,12,36.84,1.6,78.95,1.4,7,1.6,1.6,1.8,2.1,1.68,1
2023-05-14,E0,16:30,Arsenal,Brighton,A,D,A Madley,2022/2023,100.0,12,80.0,14,89.47,1.2,78.95,2.8,6,1.8,1.8,1.51,2.75,1.68,1
2023-05-18,E0,19:30,Newcastle,Brighton,H,H,R Jones,2022/2023,60.0,8,100.0,22,36.84,2.0,78.95,3.0,2,1.0,1.6,1.57,2.5,1.68,1
2023-05-28,E0,16:30,Aston Villa,Brighton,H,H,D Coote,2022/2023,60.0,8,100.0,12,57.89,2.0,78.95,2.0,4,0.4,1.6,1.53,2.63,1.68,1
2023-08-19,E0,15:00,Wolves,Brighton,A,A,A Madley,2023/2024,100.0,16,100.0,16,63.16,1.0,63.16,1.0,8,4.0,4.0,1.61,2.5,1.84,1
2023-09-16,E0,15:00,Man United,Brighton,A,A,J Gillett,2023/2024,66.67,10,100.0,14,68.42,1.0,63.16,1.67,8,1.67,3.5,1.49,2.75,1.84,1
2023-09-30,E0,12:30,Aston Villa,Brighton,H,H,A Madley,2023/2024,100.0,11,100.0,19,78.95,2.67,63.16,4.33,3,0.67,2.67,1.52,2.63,1.84,1
2023-10-21,E0,15:00,Man City,Brighton,H,H,R Jones,2023/2024,50.0,5,100.0,10,57.89,2.5,63.16,2.5,3,0.5,2.25,1.43,3.4,1.84,1
2023-11-04,E0,15:00,Everton,Brighton,D,H,T Robinson,2023/2024,40.0,7,80.0,10,36.84,2.2,63.16,1.0,2,1.0,2.0,1.78,2.1,1.84,0
2023-11-25,E0,15:00,Nott'm Forest,Brighton,A,A,A Taylor,2023/2024,40.0,11,80.0,18,52.63,2.4,63.16,1.6,5,1.4,1.8,2.02,1.98,1.84,1
2023-12-03,E0,14:00,Chelsea,Brighton,H,H,C Pawson,2023/2024,60.0,18,80.0,8,63.16,2.8,63.16,1.8,9,2.2,1.6,1.7,2.2,1.84,1
2023-12-17,E0,14:00,Arsenal,Brighton,H,D,T Robinson,2023/2024,60.0,6,60.0,26,73.68,2.0,63.16,2.6,1,0.4,1.4,1.71,2.35,1.84,0
2023-12-21,E0,20:00,Crystal Palace,Brighton,D,H,J Brooks,2023/2024,60.0,18,40.0,11,63.16,1.8,63.16,1.0,6,2.0,1.4,2.17,1.7,1.84,0
2024-01-02,E0,19:30,West Ham,Brighton,D,D,S Barrott,2023/2024,40.0,22,40.0,6,52.63,1.6,63.16,1.8,8,0.6,1.2,1.74,2.1,1.84,0
2024-01-30,E0,19:45,Luton,Brighton,H,H,R Jones,2023/2024,80.0,9,40.0,18,68.42,2.0,63.16,2.2,2,1.8,0.6,1.71,2.15,1.84,1
2024-02-10,E0,15:00,Tottenham,Brighton,H,A,S Barrott,2023/2024,100.0,6,40.0,16,84.21,1.8,63.16,2.8,3,1.2,0.4,1.36,3.4,1.84,1
2024-02-18,E0,14:00,Sheffield United,Brighton,A,A,S Attwell,2023/2024,80.0,24,60.0,6,84.21,1.4,63.16,1.0,10,3.0,1.4,1.62,2.35,1.84,1
2024-03-02,E0,15:00,Fulham,Brighton,H,H,S Hooper,2023/2024,80.0,15,80.0,12,63.16,1.8,63.16,1.8,5,0.8,1.2,1.91,2.01,1.84,1
2024-03-31,E0,14:00,Liverpool,Brighton,H,D,D Coote,2023/2024,80.0,9,100.0,30,68.42,2.2,63.16,2.8,3,1.0,1.4,1.33,3.5,1.84,1
2024-04-03,E0,19:30,Brentford,Brighton,D,D,A Madley,2023/2024,60.0,24,80.0,5,68.42,1.4,63.16,1.0,6,2.0,1.4,1.61,2.38,1.84,0
2024-04-13,E0,15:00,Burnley,Brighton,D,D,S Hooper,2023/2024,40.0,20,60.0,11,57.89,1.2,63.16,0.8,8,2.0,1.4,1.61,2.5,1.84,0
2024-04-28,E0,14:00,Bournemouth,Brighton,H,H,P Tierney,2023/2024,80.0,13,60.0,15,63.16,1.8,63.16,2.4,1,1.2,0.4,1.42,3.0,1.84,1
2024-05-11,E0,15:00,Newcastle,Brighton,D,D,D England,2023/2024,60.0,15,40.0,18,68.42,1.4,63.16,3.0,4,1.2,0.6,1.41,3.2,1.84,0
2024-08-17,E0,15:00,Everton,Brighton,A,A,S Hooper,2024/2025,100.0,10,100.0,9,47.37,0.0,73.68,0.0,5,3.0,3.0,1.95,1.97,1.74,1
2024-08-31,E0,12:30,Arsenal,Brighton,D,H,C Kavanagh,2024/2025,0.0,22,50.0,11,52.63,0.5,73.68,1.5,4,0.5,2.0,1.58,2.5,1.74,0
2024-09-28,E0,15:00,Chelsea,Brighton,H,H,P Bankes,2024/2025,33.33,15,66.67,15,57.89,1.67,73.68,1.67,5,1.67,2.0,1.53,2.75,1.74,1
2024-10-19,E0,15:00,Newcastle,Brighton,A,A,P Bankes,2024/2025,25.0,10,50.0,21,63.16,1.25,73.68,1.0,5,0.75,1.75,1.55,2.5,1.74,0
2024-11-02,E0,15:00,Liverpool,Brighton,H,A,T Harrington,2024/2025,60.0,13,60.0,16,63.16,1.4,73.68,1.8,5,0.6,1.6,1.43,3.0,1.74,1
2024-11-23,E0,15:00,Bournemouth,Brighton,A,A,S Attwell,2024/2025,60.0,6,60.0,19,31.58,1.6,73.68,1.6,4,1.0,1.4,1.61,2.38,1.74,1
2024-12-05,E0,19:30,Fulham,Brighton,H,H,P Bankes,2024/2025,100.0,13,80.0,6,63.16,2.0,73.68,2.0,3,2.0,1.4,1.72,2.2,1.74,1
2024-12-08,E0,14:00,Leicester,Brighton,D,A,S Attwell,2024/2025,80.0,16,80.0,10,47.37,1.6,73.68,1.6,7,1.6,1.4,1.61,2.5,1.74,1
2024-12-21,E0,15:00,West Ham,Brighton,D,D,R Jones,2024/2025,60.0,12,80.0,11,57.89,1.8,73.68,1.4,6,1.6,1.4,1.52,2.63,1.74,0
2024-12-30,E0,19:45,Aston Villa,Brighton,D,D,C Pawson,2024/2025,80.0,13,80.0,20,57.89,1.8,73.68,2.0,4,1.2,1.6,1.7,2.3,1.74,1
2025-01-16,E0,19:30,Ipswich,Brighton,A,D,T Harrington,2024/2025,40.0,11,60.0,5,52.63,1.6,73.68,0.6,5,1.8,1.6,1.85,2.0,1.74,0
2025-01-19,E0,14:00,Man United,Brighton,A,D,P Bankes,2024/2025,80.0,6,60.0,10,52.63,1.2,73.68,1.2,3,2.4,2.0,1.84,2.0,1.74,1
2025-02-01,E0,12:30,Nott'm Forest,Brighton,H,H,S Hooper,2024/2025,60.0,10,60.0,14,31.58,2.2,73.68,2.8,5,0.8,1.6,1.97,2.06,1.74,1
2025-02-22,E0,15:00,Southampton,Brighton,A,A,D Bond,2024/2025,80.0,18,80.0,6,68.42,2.0,73.68,0.4,12,3.2,2.2,1.56,2.5,1.74,1
2025-03-15,E0,15:00,Man City,Brighton,D,H,S Hooper,2024/2025,80.0,15,80.0,11,73.68,2.0,73.68,2.6,3,1.2,2.2,1.53,2.63,1.74,1
2025-04-05,E0,15:00,Crystal Palace,Brighton,H,D,A Taylor,2024/2025,80.0,11,100.0,8,47.37,2.4,73.68,1.8,5,1.2,2.0,1.92,2.0,1.74,1
2025-04-19,E0,15:00,Brentford,Brighton,H,D,T Robinson,2024/2025,20.0,12,100.0,16,63.16,3.0,73.68,1.0,3,1.2,1.8,1.63,2.38,1.74,1
2025-05-10,E0,15:00,Wolves,Brighton,A,A,M Oliver,2024/2025,40.0,7,80.0,10,57.89,1.6,73.68,1.8,2,1.0,2.2,2.05,1.9,1.74,0
2025-05-25,E0,16:00,Tottenham,Brighton,A,H,R Jones,2024/2025,80.0,23,80.0,4,73.68,1.8,73.68,1.4,8,2.2,2.2,1.51,2.63,1.74,1
2023-09-18,E0,19:45,Nott'm Forest,Burnley,D,A,R Jones,2023/2024,50.0,10,0.0,14,52.63,1.0,63.16,1.5,3,1.0,1.0,2.1,1.84,1.84,0
2023-09-30,E0,15:00,Newcastle,Burnley,H,H,T Bramall,2023/2024,50.0,8,0.0,20,68.42,1.5,63.16,2.25,2,0.75,0.5,1.78,2.2,1.84,0
2023-10-03,E0,19:30,Luton,Burnley,A,A,P Bankes,2023/2024,66.67,14,33.33,18,68.42,1.33,63.16,1.0,4,1.67,1.0,2.35,1.65,1.84,1
2023-10-21,E0,15:00,Brentford,Burnley,H,H,J Smith,2023/2024,80.0,6,50.0,23,68.42,1.75,63.16,1.8,1,1.6,0.75,2.0,1.98,1.84,1
2023-10-28,E0,15:00,Bournemouth,Burnley,H,D,S Barrott,2023/2024,60.0,6,60.0,13,63.16,1.8,63.16,0.6,3,1.8,0.8,1.9,2.03,1.84,1
2023-11-11,E0,15:00,Arsenal,Burnley,H,H,M Oliver,2023/2024,80.0,8,80.0,16,73.68,2.2,63.16,2.8,5,0.8,0.8,1.75,2.25,1.84,1
2023-12-05,E0,19:30,Wolves,Burnley,H,H,J Gillett,2023/2024,60.0,12,80.0,7,63.16,2.0,63.16,1.6,3,1.0,0.8,2.03,1.92,1.84,0
2023-12-09,E0,15:00,Brighton,Burnley,D,A,S Hooper,2023/2024,40.0,6,60.0,29,57.89,2.0,63.16,1.4,3,1.2,0.6,1.75,2.15,1.84,0
2023-12-23,E0,15:00,Fulham,Burnley,A,D,R Welch,2023/2024,60.0,7,40.0,19,63.16,1.4,63.16,2.6,2,1.0,1.0,2.03,1.93,1.84,0
