Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AS,AvgAwayGoalsScored,Over2.5
2024-01-21,I1,17:00,Salernitana,Genoa,A,D,2023/2024,60.0,100.0,2,5,1.4,42.11,68.42,1.2,1.2,1.8,2.75,5,0.95,1
2024-02-03,I1,14:00,Empoli,Genoa,D,D,2023/2024,40.0,40.0,4,2,0.8,42.11,31.58,0.8,1.0,1.2,2.81,10,0.95,0
2024-02-17,I1,14:00,Napoli,Genoa,D,D,2023/2024,40.0,60.0,7,4,1.4,42.11,63.16,0.8,1.2,0.8,2.25,6,0.95,0
2024-03-04,I1,19:45,Inter,Genoa,H,H,2023/2024,40.0,80.0,5,2,2.6,42.11,52.63,1.0,1.0,0.4,1.78,10,0.95,1
2024-03-17,I1,11:30,Juventus,Genoa,D,D,2023/2024,40.0,40.0,2,2,1.2,42.11,26.32,0.8,0.8,1.2,2.19,5,0.95,0
2024-04-07,I1,17:00,Verona,Genoa,A,D,2023/2024,40.0,60.0,3,5,1.2,42.11,57.89,0.8,0.8,1.6,2.86,11,0.95,1
2024-04-15,I1,17:30,Fiorentina,Genoa,D,A,2023/2024,40.0,80.0,3,3,2.2,42.11,68.42,1.0,1.0,1.4,2.27,7,0.95,0
2024-05-05,I1,17:00,Milan,Genoa,D,D,2023/2024,60.0,60.0,7,2,1.8,42.11,52.63,1.4,1.4,1.2,1.61,6,0.95,1
2024-05-19,I1,19:45,Roma,Genoa,H,D,2023/2024,40.0,20.0,6,4,1.0,42.11,52.63,1.2,1.2,0.8,1.81,11,0.95,0
2024-08-24,I1,19:45,Monza,Genoa,A,A,2024/2025,0.0,0.0,2,1,0.0,36.84,47.37,0.0,1.0,1.0,2.47,11,0.84,0
2024-09-21,I1,14:00,Venezia,Genoa,H,D,2024/2025,0.0,0.0,4,0,1.0,36.84,31.58,1.0,0.5,0.5,2.31,9,0.84,0
2024-10-05,I1,17:00,Atalanta,Genoa,H,H,2024/2025,33.33,100.0,8,2,3.33,36.84,52.63,2.33,0.67,2.0,1.71,7,0.84,1
2024-10-27,I1,14:00,Lazio,Genoa,H,H,2024/2025,50.0,100.0,4,2,2.4,36.84,63.16,2.5,0.5,1.0,1.9,6,0.84,1
2024-11-04,I1,17:30,Parma,Genoa,A,D,2024/2025,40.0,60.0,0,7,1.4,36.84,52.63,2.0,0.6,1.8,1.82,15,0.84,0
2024-12-01,I1,11:30,Udinese,Genoa,A,A,2024/2025,40.0,20.0,2,5,1.0,36.84,52.63,2.0,0.8,1.4,2.29,15,0.84,0
2024-12-15,I1,19:45,Milan,Genoa,D,D,2024/2025,40.0,20.0,4,0,0.8,36.84,47.37,1.6,0.8,0.4,2.06,5,0.84,0
2024-12-28,I1,14:00,Empoli,Genoa,A,D,2024/2025,40.0,40.0,8,5,0.6,36.84,36.84,0.8,1.0,1.4,2.79,14,0.84,1
2025-01-05,I1,14:00,Lecce,Genoa,D,D,2024/2025,20.0,40.0,3,1,1.0,36.84,42.11,0.2,1.0,1.0,2.61,4,0.84,0
2025-01-17,I1,19:45,Roma,Genoa,H,D,2024/2025,40.0,60.0,7,3,2.8,36.84,52.63,0.8,1.0,0.8,2.02,7,0.84,1
2025-02-02,I1,14:00,Fiorentina,Genoa,H,H,2024/2025,60.0,60.0,6,3,1.0,36.84,63.16,1.2,0.8,1.4,2.04,17,0.84,1
2025-02-08,I1,19:45,Torino,Genoa,D,H,2024/2025,60.0,0.0,3,2,0.8,36.84,15.79,1.4,1.0,0.8,2.9,6,0.84,0
2025-02-22,I1,19:45,Inter,Genoa,H,D,2024/2025,40.0,60.0,5,2,2.0,36.84,63.16,1.4,0.6,0.8,1.82,11,0.84,0
2025-03-07,I1,19:45,Cagliari,Genoa,D,H,2024/2025,40.0,60.0,1,2,1.6,36.84,57.89,1.6,0.8,1.2,2.61,8,0.84,0
2025-03-29,I1,17:00,Juventus,Genoa,H,H,2024/2025,20.0,40.0,6,3,1.6,36.84,42.11,1.2,0.6,1.0,2.51,9,0.84,0
2025-04-13,I1,14:00,Verona,Genoa,D,D,2024/2025,0.0,40.0,2,1,0.4,36.84,57.89,0.8,0.4,1.4,3.01,4,0.84,0
2025-04-27,I1,11:30,Como,Genoa,H,D,2024/2025,0.0,20.0,3,1,1.2,36.84,47.37,0.8,0.2,0.6,2.06,4,0.84,0
2025-05-11,I1,19:45,Napoli,Genoa,D,D,2024/2025,20.0,80.0,11,2,2.2,36.84,47.37,1.0,0.6,0.8,1.9,8,0.84,1
2025-05-24,I1,17:00,Bologna,Genoa,A,A,2024/2025,40.0,40.0,5,3,1.8,36.84,47.37,1.0,1.0,1.0,2.13,5,0.84,1
2022-08-13,I1,19:45,Lecce,Inter,A,A,2022/2023,100.0,100.0,4,9,1.0,68.42,36.84,1.0,2.0,2.0,1.58,19,1.79,1
2022-08-26,I1,19:45,Lazio,Inter,H,H,2022/2023,100.0,100.0,7,7,2.5,68.42,52.63,2.0,1.5,1.0,1.75,19,1.79,1
2022-09-03,I1,17:00,Milan,Inter,H,D,2022/2023,100.0,66.67,5,5,3.0,68.42,52.63,2.33,1.67,1.33,1.99,16,1.79,1
2022-09-18,I1,11:30,Udinese,Inter,H,D,2022/2023,100.0,50.0,6,3,2.0,68.42,52.63,2.5,1.5,0.25,1.8,14,1.79,1
2022-10-08,I1,14:00,Sassuolo,Inter,A,A,2022/2023,100.0,60.0,3,4,1.6,68.42,47.37,2.2,1.6,1.0,1.71,16,1.79,1
2022-10-22,I1,19:45,Fiorentina,Inter,A,A,2022/2023,100.0,40.0,4,7,1.2,68.42,47.37,2.6,2.0,1.8,1.95,8,1.79,1
2022-11-06,I1,19:45,Juventus,Inter,H,D,2022/2023,80.0,60.0,3,4,2.6,68.42,47.37,2.4,1.8,0.4,2.09,14,1.79,0
2022-11-13,I1,11:30,Atalanta,Inter,A,D,2022/2023,80.0,60.0,7,3,1.2,68.42,57.89,2.2,2.0,1.6,1.7,14,1.79,1
2023-01-07,I1,19:45,Monza,Inter,D,A,2022/2023,80.0,60.0,4,3,2.0,68.42,42.11,2.0,2.2,0.8,1.83,11,1.79,1
2023-01-28,I1,17:00,Cremonese,Inter,A,D,2022/2023,80.0,40.0,4,10,0.6,68.42,42.11,2.0,2.2,1.2,1.85,30,1.79,1
2023-02-13,I1,19:45,Sampdoria,Inter,D,D,2022/2023,60.0,0.0,2,5,0.0,68.42,31.58,1.4,1.4,1.4,1.9,25,1.79,0
2023-02-26,I1,11:30,Bologna,Inter,H,D,2022/2023,60.0,20.0,5,4,1.0,68.42,31.58,1.2,1.4,0.8,2.02,13,1.79,0
2023-03-10,I1,19:45,Spezia,Inter,H,D,2022/2023,60.0,40.0,2,7,0.4,68.42,52.63,1.2,1.0,1.6,1.77,28,1.79,1
2023-04-07,I1,16:00,Salernitana,Inter,D,A,2022/2023,40.0,60.0,3,11,1.2,68.42,63.16,1.0,0.8,1.6,2.0,25,1.79,0
2023-04-23,I1,11:30,Empoli,Inter,A,D,2022/2023,40.0,40.0,3,4,0.6,68.42,42.11,0.8,1.0,1.6,2.0,16,1.79,1
2023-05-03,I1,20:00,Verona,Inter,A,A,2022/2023,60.0,80.0,2,10,1.0,68.42,52.63,0.8,2.2,2.4,2.13,20,1.79,1
2023-05-06,I1,17:00,Roma,Inter,A,A,2022/2023,60.0,60.0,3,4,2.0,68.42,36.84,0.6,2.6,1.4,2.44,10,1.79,0
2023-05-21,I1,17:00,Napoli,Inter,H,D,2022/2023,60.0,40.0,9,2,1.0,68.42,52.63,0.8,2.6,1.2,2.02,6,1.79,1
2023-06-03,I1,17:30,Torino,Inter,A,A,2022/2023,60.0,20.0,5,4,0.8,68.42,21.05,0.6,2.6,1.2,1.96,14,1.79,0
2023-08-28,I1,19:45,Cagliari,Inter,A,A,2023/2024,0.0,0.0,2,3,0.0,57.89,63.16,0.0,2.0,2.0,1.75,17,2.37,0
2023-09-24,I1,11:30,Empoli,Inter,A,D,2023/2024,0.0,0.0,1,6,0.0,57.89,31.58,0.0,1.5,1.33,1.6,23,2.37,0
2023-09-30,I1,19:45,Salernitana,Inter,A,D,2023/2024,33.33,50.0,3,6,0.5,57.89,68.42,0.0,2.33,2.25,1.72,16,2.37,1
2023-10-21,I1,17:00,Torino,Inter,A,D,2023/2024,50.0,20.0,3,4,0.4,57.89,26.32,0.0,2.5,0.8,2.13,14,2.37,1
2023-11-04,I1,17:00,Atalanta,Inter,A,A,2023/2024,60.0,40.0,4,4,1.6,57.89,68.42,0.2,2.4,0.4,2.0,10,2.37,1
2023-11-26,I1,19:45,Juventus,Inter,D,D,2023/2024,60.0,20.0,1,4,1.4,57.89,26.32,0.4,2.2,0.4,2.43,8,2.37,0
2023-12-03,I1,19:45,Napoli,Inter,A,A,2023/2024,80.0,80.0,4,4,1.4,57.89,63.16,0.4,2.6,2.0,1.86,11,2.37,1
2023-12-17,I1,19:45,Lazio,Inter,A,A,2023/2024,60.0,20.0,4,4,1.0,57.89,26.32,0.4,2.2,0.8,2.23,12,2.37,0
2023-12-29,I1,19:45,Genoa,Inter,D,D,2023/2024,40.0,0.0,4,6,1.0,57.89,42.11,0.6,1.8,0.6,2.47,16,2.37,0
2024-01-13,I1,19:45,Monza,Inter,A,A,2023/2024,40.0,40.0,2,7,0.8,57.89,42.11,0.6,2.4,1.8,1.74,20,2.37,1
2024-01-28,I1,19:45,Fiorentina,Inter,A,A,2023/2024,40.0,40.0,4,4,1.4,57.89,68.42,0.4,2.4,0.6,2.26,8,2.37,0
2024-02-10,I1,17:00,Roma,Inter,A,H,2023/2024,40.0,60.0,3,6,2.2,57.89,52.63,0.8,2.6,1.2,2.11,10,2.37,1
2024-02-25,I1,17:00,Lecce,Inter,A,A,2023/2024,60.0,80.0,2,7,1.2,57.89,36.84,0.8,3.0,2.2,1.97,11,2.37,1
2024-03-09,I1,17:00,Bologna,Inter,A,A,2023/2024,60.0,40.0,3,4,2.4,57.89,36.84,0.6,3.0,0.6,2.37,5,2.37,0
2024-04-08,I1,19:45,Udinese,Inter,A,H,2023/2024,60.0,20.0,1,6,0.6,57.89,47.37,0.6,2.4,1.2,1.78,23,2.37,1
2024-04-22,I1,19:45,Milan,Inter,A,A,2023/2024,80.0,40.0,6,3,1.4,57.89,52.63,0.8,2.6,0.6,1.9,11,2.37,1
2024-05-04,I1,19:45,Sassuolo,Inter,H,H,2023/2024,60.0,40.0,2,1,1.2,57.89,47.37,0.6,1.8,1.4,1.56,14,2.37,0
2024-05-10,I1,19:45,Frosinone,Inter,A,A,2023/2024,60.0,60.0,8,5,1.2,57.89,73.68,0.6,2.0,1.8,1.78,14,2.37,1
2024-05-26,I1,19:45,Verona,Inter,D,D,2023/2024,80.0,80.0,8,11,1.4,57.89,57.89,1.0,2.2,1.4,1.53,15,2.37,1
2024-08-17,I1,17:30,Genoa,Inter,D,D,2024/2025,100.0,100.0,6,9,2.0,47.37,42.11,2.0,2.0,2.0,1.92,14,2.05,1
2024-09-15,I1,19:45,Monza,Inter,D,D,2024/2025,50.0,0.0,2,2,0.5,47.37,47.37,1.5,1.5,1.0,1.85,16,2.05,0
2024-09-28,I1,14:00,Udinese,Inter,A,A,2024/2025,66.67,66.67,3,7,1.67,47.37,52.63,1.67,2.0,1.33,1.79,16,2.05,1
2024-10-20,I1,19:45,Roma,Inter,A,D,2024/2025,50.0,75.0,3,6,1.5,47.37,52.63,1.25,1.75,1.0,1.88,11,2.05,0
2024-10-30,I1,17:30,Empoli,Inter,A,D,2024/2025,60.0,20.0,1,5,0.0,47.37,36.84,1.0,2.0,0.8,1.88,15,2.05,1
2024-11-23,I1,14:00,Verona,Inter,A,A,2024/2025,60.0,100.0,2,7,1.4,47.37,57.89,0.6,2.6,2.8,1.91,12,2.05,1
2024-12-16,I1,19:45,Lazio,Inter,A,A,2024/2025,80.0,100.0,2,7,2.0,47.37,63.16,0.4,3.6,1.6,2.13,12,2.05,1
2024-12-28,I1,17:00,Cagliari,Inter,A,D,2024/2025,80.0,40.0,1,5,0.8,47.37,57.89,0.0,3.6,1.8,1.71,20,2.05,1
2025-01-12,I1,14:00,Venezia,Inter,A,A,2024/2025,80.0,40.0,2,6,1.0,47.37,31.58,0.0,3.6,1.2,1.73,17,2.05,0
2025-01-26,I1,17:00,Lecce,Inter,A,A,2024/2025,80.0,60.0,4,5,0.8,47.37,42.11,0.0,3.8,1.6,1.79,9,2.05,1
2025-02-02,I1,17:00,Milan,Inter,D,H,2024/2025,60.0,20.0,4,6,1.2,47.37,47.37,0.2,3.0,1.0,1.91,16,2.05,0
2025-02-06,I1,17:00,Fiorentina,Inter,H,D,2024/2025,60.0,80.0,6,2,1.4,47.37,63.16,0.8,1.8,1.4,2.11,11,2.05,1
2025-02-16,I1,19:45,Juventus,Inter,H,D,2024/2025,40.0,60.0,8,2,2.2,47.37,42.11,1.0,1.2,1.0,2.14,17,2.05,0
2025-03-01,I1,17:00,Napoli,Inter,D,A,2024/2025,40.0,20.0,4,1,1.4,47.37,47.37,1.2,1.2,0.6,2.27,6,2.05,0
2025-03-16,I1,19:45,Atalanta,Inter,A,D,2024/2025,20.0,20.0,3,5,0.6,47.37,52.63,1.2,0.8,1.2,2.07,14,2.05,0
2025-04-05,I1,17:00,Parma,Inter,D,A,2024/2025,40.0,60.0,4,4,1.4,47.37,52.63,1.4,1.0,1.6,1.82,20,2.05,1
2025-04-20,I1,17:00,Bologna,Inter,H,D,2024/2025,20.0,60.0,3,1,2.2,47.37,47.37,1.0,1.0,0.6,2.2,8,2.05,0
2025-05-11,I1,17:00,Torino,Inter,A,A,2024/2025,20.0,0.0,3,7,1.0,47.37,15.79,0.8,1.4,0.8,2.24,12,2.05,0
2025-05-23,I1,19:45,Como,Inter,A,A,2024/2025,20.0,20.0,4,7,1.2,47.37,47.37,0.6,1.6,0.8,1.61,11,2.05,0
2022-08-22,I1,19:45,Sampdoria,Juventus,D,D,2022/2023,0.0,0.0,1,4,0.0,21.05,31.58,0.0,0.0,1.0,2.03,10,0.95,0
2022-09-03,I1,14:00,Fiorentina,Juventus,D,D,2022/2023,0.0,33.33,5,1,1.33,21.05,47.37,0.5,0.5,1.0,2.26,4,0.95,0
2022-09-18,I1,14:00,Monza,Juventus,H,D,2022/2023,0.0,50.0,4,2,0.75,21.05,42.11,0.67,0.33,1.5,2.01,10,0.95,0
2022-10-08,I1,17:00,Milan,Juventus,H,H,2022/2023,0.0,60.0,3,3,2.4,21.05,52.63,1.0,0.25,1.2,2.3,10,0.95,0
2022-10-15,I1,17:00,Torino,Juventus,A,D,2022/2023,0.0,0.0,2,8,0.4,21.05,21.05,0.8,0.4,0.6,2.74,14,0.95,0
2022-10-29,I1,17:00,Lecce,Juventus,A,D,2022/2023,0.0,0.0,0,5,0.8,21.05,36.84,0.8,0.6,1.0,2.35,13,0.95,0
2022-11-10,I1,17:30,Verona,Juventus,A,D,2022/2023,0.0,80.0,2,3,1.0,21.05,52.63,0.6,0.6,1.8,2.0,11,0.95,0
2023-01-04,I1,17:30,Cremonese,Juventus,A,D,2022/2023,0.0,20.0,3,8,0.2,21.05,42.11,0.4,0.8,1.2,2.17,19,0.95,0
2023-01-13,I1,19:45,Napoli,Juventus,H,H,2022/2023,20.0,80.0,10,2,3.4,21.05,52.63,1.0,1.0,1.0,2.22,11,0.95,1
2023-02-07,I1,19:45,Salernitana,Juventus,A,A,2022/2023,40.0,60.0,1,5,0.8,21.05,63.16,1.0,1.4,2.0,2.02,17,0.95,1
2023-02-19,I1,17:00,Spezia,Juventus,A,A,2022/2023,40.0,40.0,7,3,0.4,21.05,52.63,1.0,1.6,1.8,2.15,15,0.95,0
2023-03-05,I1,19:45,Roma,Juventus,H,D,2022/2023,40.0,0.0,2,5,1.4,21.05,36.84,1.2,1.4,0.0,3.01,14,0.95,0
2023-03-19,I1,19:45,Inter,Juventus,A,A,2022/2023,40.0,20.0,3,3,1.2,21.05,47.37,1.2,1.4,0.6,2.38,7,0.95,0
2023-04-08,I1,19:45,Lazio,Juventus,H,D,2022/2023,40.0,20.0,4,4,1.0,21.05,52.63,0.6,1.4,0.8,2.83,11,0.95,1
2023-04-16,I1,17:00,Sassuolo,Juventus,H,D,2022/2023,20.0,20.0,4,3,1.2,21.05,47.37,0.8,0.8,1.0,2.04,13,0.95,0
2023-04-30,I1,19:45,Bologna,Juventus,D,H,2022/2023,20.0,20.0,6,5,1.2,21.05,31.58,1.0,0.6,0.4,2.65,14,0.95,0
2023-05-07,I1,11:30,Atalanta,Juventus,A,D,2022/2023,20.0,60.0,1,5,1.6,21.05,57.89,0.8,1.0,1.6,2.01,10,0.95,0
2023-05-22,I1,19:45,Empoli,Juventus,H,H,2022/2023,40.0,80.0,7,4,2.0,21.05,42.11,1.6,1.0,1.2,2.26,19,0.95,1
2023-06-04,I1,20:00,Udinese,Juventus,A,D,2022/2023,20.0,20.0,3,5,1.2,21.05,52.63,1.2,1.0,0.6,1.82,20,0.95,0
2023-08-20,I1,19:45,Udinese,Juventus,A,A,2023/2024,100.0,100.0,5,4,0.0,52.63,47.37,0.0,3.0,3.0,2.27,9,1.47,1
2023-09-03,I1,19:45,Empoli,Juventus,A,A,2023/2024,50.0,0.0,0,5,0.0,52.63,31.58,0.0,2.5,1.5,1.9,18,1.47,0
2023-09-23,I1,17:00,Sassuolo,Juventus,H,H,2023/2024,66.67,66.67,7,2,2.33,52.63,47.37,1.33,2.33,1.67,1.7,15,1.47,1
2023-10-01,I1,17:00,Atalanta,Juventus,D,D,2023/2024,50.0,33.33,2,3,1.67,52.63,68.42,1.0,1.75,0.0,2.23,5,1.47,0
2023-10-22,I1,19:45,Milan,Juventus,A,D,2023/2024,40.0,25.0,1,4,1.75,52.63,52.63,0.8,1.6,0.5,2.34,14,1.47,0
2023-11-05,I1,19:45,Fiorentina,Juventus,A,A,2023/2024,20.0,60.0,4,3,1.6,52.63,68.42,0.8,1.2,1.4,2.36,4,1.47,0
2023-12-01,I1,19:45,Monza,Juventus,A,A,2023/2024,40.0,40.0,1,7,1.2,52.63,42.11,1.0,1.2,0.8,2.31,18,1.47,1
2023-12-15,I1,19:45,Genoa,Juventus,D,A,2023/2024,20.0,0.0,3,4,0.8,52.63,42.11,0.4,1.0,0.6,3.22,11,1.47,0
2023-12-23,I1,11:30,Frosinone,Juventus,A,A,2023/2024,40.0,80.0,3,3,1.4,52.63,73.68,0.6,1.4,1.0,2.24,13,1.47,1
2024-01-07,I1,17:00,Salernitana,Juventus,A,H,2023/2024,60.0,80.0,3,3,1.2,52.63,68.42,0.8,1.6,1.8,2.11,18,1.47,1
2024-01-21,I1,19:45,Lecce,Juventus,A,D,2023/2024,80.0,60.0,3,8,1.2,52.63,36.84,0.8,2.0,1.6,2.56,15,1.47,1
2024-02-04,I1,19:45,Inter,Juventus,H,H,2023/2024,60.0,40.0,3,1,2.2,52.63,52.63,0.8,1.6,0.2,2.54,12,1.47,0
2024-02-17,I1,17:00,Verona,Juventus,D,D,2023/2024,80.0,40.0,9,4,1.4,52.63,57.89,1.0,1.8,1.0,2.5,18,1.47,1
2024-03-03,I1,19:45,Napoli,Juventus,H,H,2023/2024,80.0,60.0,7,4,1.4,52.63,63.16,1.2,1.6,0.8,2.41,18,1.47,1
2024-03-30,I1,17:00,Lazio,Juventus,H,D,2023/2024,60.0,40.0,4,3,0.6,52.63,26.32,1.2,1.2,1.0,2.56,9,1.47,0
2024-04-13,I1,17:00,Torino,Juventus,D,D,2023/2024,40.0,0.0,2,3,0.6,52.63,26.32,1.2,0.6,0.4,3.12,8,1.47,0
2024-04-19,I1,19:45,Cagliari,Juventus,D,H,2023/2024,60.0,60.0,4,3,2.0,52.63,63.16,1.4,1.0,1.4,2.4,11,1.47,1
2024-05-05,I1,19:45,Roma,Juventus,D,D,2023/2024,40.0,40.0,5,6,1.4,52.63,52.63,1.2,0.8,1.2,2.32,16,1.47,0
2024-05-20,I1,19:45,Bologna,Juventus,D,H,2023/2024,40.0,40.0,5,4,1.4,52.63,36.84,1.4,1.2,1.0,2.49,11,1.47,1
2024-08-26,I1,19:45,Verona,Juventus,A,A,2024/2025,100.0,100.0,1,5,1.5,42.11,57.89,0.0,3.0,1.5,2.4,7,1.42,1
2024-09-14,I1,17:00,Empoli,Juventus,D,D,2024/2025,50.0,0.0,3,3,0.0,42.11,36.84,0.0,1.5,0.0,2.37,15,1.42,0
2024-09-28,I1,17:00,Genoa,Juventus,A,D,2024/2025,66.67,50.0,2,3,0.75,42.11,42.11,0.0,2.0,2.0,2.73,12,1.42,1
2024-10-27,I1,17:00,Inter,Juventus,D,H,2024/2025,75.0,80.0,9,5,2.8,42.11,63.16,1.0,2.5,1.6,2.28,10,1.42,1
2024-11-02,I1,17:00,Udinese,Juventus,A,A,2024/2025,60.0,20.0,2,5,1.2,42.11,52.63,0.8,2.4,1.0,2.38,11,1.42,0
2024-11-23,I1,17:00,Milan,Juventus,D,D,2024/2025,40.0,40.0,1,2,1.6,42.11,47.37,0.8,1.8,0.4,2.21,7,1.42,0
2024-12-01,I1,19:45,Lecce,Juventus,D,D,2024/2025,40.0,40.0,6,3,1.0,42.11,42.11,1.0,2.0,2.0,2.72,14,1.42,0
2024-12-22,I1,19:45,Monza,Juventus,A,A,2024/2025,40.0,60.0,5,9,0.8,42.11,47.37,1.2,1.8,1.6,2.21,16,1.42,1
2025-01-11,I1,17:00,Torino,Juventus,D,D,2024/2025,20.0,0.0,2,9,0.4,42.11,15.79,0.6,1.2,1.0,3.06,15,1.42,0
2025-01-14,I1,19:45,Atalanta,Juventus,D,D,2024/2025,20.0,60.0,6,9,2.0,42.11,52.63,0.8,1.0,1.0,2.42,17,1.42,0
2025-01-25,I1,17:00,Napoli,Juventus,H,A,2024/2025,40.0,20.0,3,2,1.2,42.11,47.37,1.2,1.2,0.4,2.55,5,1.42,1
2025-02-07,I1,19:45,Como,Juventus,A,D,2024/2025,60.0,80.0,6,3,1.8,42.11,47.37,1.2,1.4,1.4,2.12,8,1.42,1
2025-02-23,I1,19:45,Cagliari,Juventus,A,A,2024/2025,40.0,80.0,2,7,1.4,42.11,57.89,1.0,1.2,1.6,2.19,14,1.42,0
2025-03-16,I1,17:00,Fiorentina,Juventus,H,H,2024/2025,60.0,60.0,3,2,1.8,42.11,63.16,1.4,1.0,0.6,2.41,11,1.42,1
2025-04-06,I1,19:45,Roma,Juventus,D,A,2024/2025,60.0,40.0,4,7,1.8,42.11,52.63,1.4,1.0,0.6,2.42,11,1.42,0
2025-04-23,I1,17:30,Parma,Juventus,H,H,2024/2025,40.0,40.0,3,2,1.4,42.11,52.63,1.2,0.8,1.0,1.99,16,1.42,0
2025-05-04,I1,19:45,Bologna,Juventus,D,A,2024/2025,20.0,40.0,2,3,2.0,42.11,47.37,1.2,0.6,0.6,2.57,6,1.42,0
2025-05-10,I1,17:00,Lazio,Juventus,D,D,2024/2025,20.0,20.0,6,3,1.2,42.11,63.16,1.4,0.6,1.2,2.31,8,1.42,0
2025-05-25,I1,19:45,Venezia,Juventus,A,A,2024/2025,20.0,40.0,5,5,1.0,42.11,31.58,1.2,1.2,1.4,1.61,15,1.42,1
2022-08-20,I1,17:30,Torino,Lazio,D,D,2022/2023,0.0,0.0,1,2,0.0,31.58,21.05,0.0,0.0,0.0,1.97,7,1.47,0
2022-08-31,I1,17:30,Sampdoria,Lazio,D,A,2022/2023,0.0,0.0,3,6,0.33,31.58,31.58,0.5,0.5,1.0,1.88,13,1.47,0
2022-09-18,I1,14:00,Cremonese,Lazio,A,A,2022/2023,33.33,66.67,3,6,0.33,31.58,42.11,0.33,1.67,2.0,1.82,14,1.47,1
2022-10-10,I1,19:45,Fiorentina,Lazio,A,A,2022/2023,50.0,40.0,3,6,1.2,31.58,47.37,0.25,2.25,1.4,2.02,10,1.47,1
2022-10-23,I1,17:00,Atalanta,Lazio,A,A,2022/2023,40.0,40.0,0,5,1.4,31.58,57.89,0.2,2.2,1.0,1.8,12,1.47,0
2022-11-06,I1,17:00,Roma,Lazio,A,A,2022/2023,40.0,40.0,2,3,1.0,31.58,36.84,0.2,2.4,0.8,2.25,5,1.47,0
2022-11-13,I1,19:45,Juventus,Lazio,H,H,2022/2023,60.0,80.0,9,3,2.8,31.58,47.37,0.6,2.2,0.4,2.46,10,1.47,1
2023-01-04,I1,15:30,Lecce,Lazio,H,A,2022/2023,60.0,40.0,4,2,1.2,31.58,36.84,1.0,1.6,1.0,2.27,8,1.47,1
2023-01-15,I1,11:30,Sassuolo,Lazio,A,A,2022/2023,40.0,60.0,2,3,1.0,31.58,47.37,1.0,1.2,1.6,1.68,12,1.47,0
2023-02-06,I1,17:30,Verona,Lazio,D,A,2022/2023,40.0,20.0,4,2,1.2,31.58,52.63,1.2,1.0,0.8,2.38,9,1.47,0
2023-02-19,I1,14:00,Salernitana,Lazio,A,D,2022/2023,40.0,40.0,2,7,0.4,31.58,63.16,1.2,1.2,2.0,2.08,21,1.47,0
2023-03-03,I1,19:45,Napoli,Lazio,A,D,2022/2023,20.0,80.0,2,2,2.6,31.58,52.63,0.6,1.4,1.0,2.22,5,1.47,0
2023-03-11,I1,19:45,Bologna,Lazio,D,D,2022/2023,0.0,0.0,2,2,0.8,31.58,31.58,0.2,1.2,0.4,3.0,5,1.47,0
2023-04-02,I1,14:00,Monza,Lazio,A,A,2022/2023,0.0,40.0,3,4,1.0,31.58,42.11,0.2,1.2,1.4,2.45,8,1.47,0
2023-04-14,I1,19:45,Spezia,Lazio,A,A,2022/2023,20.0,40.0,2,7,0.6,31.58,52.63,0.0,1.6,1.4,2.25,13,1.47,1
2023-04-30,I1,11:30,Inter,Lazio,H,A,2022/2023,40.0,20.0,9,5,1.0,31.58,47.37,0.6,1.4,0.8,2.24,9,1.47,1
2023-05-06,I1,14:00,Milan,Lazio,H,H,2022/2023,40.0,0.0,3,0,1.2,31.58,52.63,1.0,1.2,0.4,2.33,8,1.47,0
2023-05-21,I1,19:45,Udinese,Lazio,A,D,2022/2023,40.0,40.0,2,4,1.6,31.58,52.63,1.0,1.4,0.8,2.05,14,1.47,0
2023-06-03,I1,20:00,Empoli,Lazio,A,D,2022/2023,40.0,80.0,1,11,1.8,31.58,42.11,1.0,1.4,1.6,1.72,21,1.47,0
2023-08-20,I1,19:45,Lecce,Lazio,H,A,2023/2024,100.0,100.0,7,4,2.0,52.63,36.84,2.0,1.0,1.0,2.38,10,1.37,1
2023-09-02,I1,19:45,Napoli,Lazio,A,D,2023/2024,100.0,50.0,4,2,1.5,52.63,63.16,1.5,1.5,1.0,1.81,6,1.37,1
2023-09-16,I1,14:00,Juventus,Lazio,H,H,2023/2024,100.0,50.0,7,5,2.0,52.63,26.32,2.0,1.33,1.0,2.17,16,1.37,1
2023-09-30,I1,17:00,Milan,Lazio,H,D,2023/2024,75.0,33.33,7,4,2.33,52.63,52.63,2.0,1.0,0.33,2.02,13,1.37,0
2023-10-21,I1,19:45,Sassuolo,Lazio,A,A,2023/2024,60.0,40.0,2,6,1.4,52.63,47.37,1.6,1.2,1.6,1.76,18,1.37,0
2023-11-03,I1,19:45,Bologna,Lazio,H,D,2023/2024,40.0,60.0,2,1,1.6,52.63,36.84,1.4,1.0,0.4,2.56,11,1.37,0
2023-11-25,I1,14:00,Salernitana,Lazio,H,A,2023/2024,40.0,60.0,6,2,1.0,52.63,68.42,1.6,0.8,2.0,2.35,13,1.37,1
2023-12-09,I1,14:00,Verona,Lazio,D,A,2023/2024,20.0,60.0,1,5,1.0,52.63,57.89,1.2,0.8,2.0,2.38,14,1.37,0
