Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,HST,AST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AS,AvgAwayGoalsScored,Over2.5
2022-08-13,I1,17:30,Sampdoria,Atalanta,A,A,2022/2023,0.0,0.0,1,3,0.0,42.11,31.58,0.0,2.0,2.0,1.73,9,1.47,0
2022-08-28,I1,17:30,Verona,Atalanta,A,D,2022/2023,0.0,50.0,2,7,1.0,42.11,52.63,0.0,1.5,3.0,1.67,15,1.47,0
2022-09-05,I1,17:30,Monza,Atalanta,A,D,2022/2023,0.0,66.67,3,6,0.67,42.11,42.11,0.0,1.67,2.0,1.73,13,1.47,0
2022-09-18,I1,17:00,Roma,Atalanta,A,A,2022/2023,0.0,33.33,5,1,1.33,42.11,36.84,0.0,1.5,0.33,2.01,4,1.47,0
2022-10-09,I1,14:00,Udinese,Atalanta,D,A,2022/2023,20.0,60.0,2,5,2.0,42.11,52.63,0.4,1.6,0.6,1.9,9,1.47,1
2022-10-30,I1,11:30,Empoli,Atalanta,A,A,2022/2023,20.0,40.0,3,6,0.8,42.11,42.11,0.4,1.6,1.6,1.71,20,1.47,0
2022-11-09,I1,17:30,Lecce,Atalanta,H,H,2022/2023,40.0,20.0,3,4,1.0,42.11,36.84,0.8,1.6,1.0,2.28,12,1.47,1
2023-01-04,I1,13:30,Spezia,Atalanta,D,H,2022/2023,60.0,80.0,3,3,1.6,42.11,52.63,1.2,1.6,1.6,1.78,19,1.47,1
2023-01-09,I1,19:45,Bologna,Atalanta,A,H,2022/2023,80.0,60.0,3,3,1.8,42.11,31.58,1.4,1.8,0.8,2.13,7,1.47,1
2023-01-22,I1,19:45,Juventus,Atalanta,D,H,2022/2023,80.0,60.0,8,4,2.6,42.11,47.37,1.6,2.0,0.6,2.05,14,1.47,1
2023-02-04,I1,19:45,Sassuolo,Atalanta,H,D,2022/2023,80.0,40.0,8,2,1.0,42.11,47.37,1.8,1.6,1.2,1.64,7,1.47,0
2023-02-11,I1,19:45,Lazio,Atalanta,A,A,2022/2023,60.0,40.0,5,10,1.6,42.11,52.63,1.4,1.8,1.0,2.1,23,1.47,0
2023-02-26,I1,19:45,Milan,Atalanta,H,H,2022/2023,40.0,60.0,3,0,1.8,42.11,52.63,1.4,1.4,1.6,2.15,3,1.47,0
2023-03-11,I1,17:00,Napoli,Atalanta,H,D,2022/2023,20.0,60.0,6,3,2.4,42.11,52.63,1.6,1.0,0.6,1.96,6,1.47,0
2023-04-01,I1,14:00,Cremonese,Atalanta,A,A,2022/2023,20.0,60.0,4,4,0.8,42.11,42.11,1.2,1.0,2.0,1.89,12,1.47,1
2023-04-17,I1,19:45,Fiorentina,Atalanta,D,A,2022/2023,20.0,20.0,7,1,1.2,42.11,47.37,1.2,1.2,0.8,1.93,6,1.47,0
2023-04-29,I1,19:45,Torino,Atalanta,A,A,2022/2023,40.0,40.0,4,5,0.6,42.11,21.05,1.4,1.2,1.6,2.35,9,1.47,1
2023-05-13,I1,14:00,Salernitana,Atalanta,H,D,2022/2023,40.0,60.0,4,3,2.0,42.11,63.16,1.2,1.2,1.2,1.78,13,1.47,0
2023-05-27,I1,19:45,Inter,Atalanta,H,H,2022/2023,60.0,60.0,11,3,2.0,42.11,47.37,1.4,1.6,1.4,1.88,11,1.47,1
2023-08-20,I1,17:30,Sassuolo,Atalanta,A,D,2023/2024,0.0,0.0,3,6,0.0,63.16,47.37,0.0,2.0,2.0,1.75,16,1.58,0
2023-08-26,I1,17:30,Frosinone,Atalanta,H,H,2023/2024,50.0,100.0,5,6,1.5,63.16,73.68,1.0,1.5,2.0,1.79,18,1.58,1
2023-09-17,I1,17:00,Fiorentina,Atalanta,H,H,2023/2024,66.67,100.0,8,4,2.5,63.16,68.42,1.67,1.67,2.0,1.96,11,1.58,1
2023-09-27,I1,17:30,Verona,Atalanta,A,A,2023/2024,50.0,33.33,2,2,0.67,63.16,57.89,1.25,1.5,0.67,2.13,8,1.58,0
2023-10-08,I1,14:00,Lazio,Atalanta,H,H,2023/2024,60.0,25.0,4,4,1.5,63.16,26.32,1.6,1.6,1.0,2.23,12,1.58,1
2023-10-30,I1,17:30,Empoli,Atalanta,A,A,2023/2024,80.0,20.0,2,6,0.2,63.16,31.58,1.6,1.8,1.2,1.75,18,1.58,1
2023-11-12,I1,14:00,Udinese,Atalanta,D,H,2023/2024,60.0,20.0,4,2,0.8,63.16,47.37,1.4,1.8,1.2,2.01,8,1.58,0
2023-12-04,I1,19:45,Torino,Atalanta,H,H,2023/2024,60.0,60.0,5,4,1.2,63.16,26.32,1.4,1.4,1.0,2.35,10,1.58,1
2023-12-23,I1,14:00,Bologna,Atalanta,H,D,2023/2024,60.0,20.0,1,2,1.6,63.16,36.84,1.6,1.2,0.2,2.51,12,1.58,0
2024-01-07,I1,19:45,Roma,Atalanta,D,D,2023/2024,40.0,40.0,6,2,1.8,63.16,52.63,1.2,1.0,0.8,2.41,8,1.58,0
2024-02-11,I1,17:00,Genoa,Atalanta,A,A,2023/2024,40.0,40.0,6,9,1.0,63.16,42.11,1.4,1.2,1.4,2.38,14,1.58,1
2024-02-25,I1,19:45,Milan,Atalanta,D,D,2023/2024,40.0,40.0,7,3,1.6,63.16,52.63,1.4,1.2,0.8,1.84,8,1.58,0
2024-02-28,I1,19:45,Inter,Atalanta,H,H,2023/2024,40.0,60.0,7,1,2.6,63.16,52.63,1.6,1.2,0.2,1.78,6,1.58,1
2024-03-10,I1,17:00,Juventus,Atalanta,D,A,2023/2024,60.0,60.0,5,3,1.8,63.16,26.32,1.8,1.6,1.2,2.36,7,1.58,1
2024-03-30,I1,11:30,Napoli,Atalanta,A,A,2023/2024,80.0,60.0,6,6,1.2,63.16,63.16,1.6,2.0,1.4,1.93,12,1.58,1
2024-04-07,I1,17:00,Cagliari,Atalanta,H,D,2023/2024,80.0,60.0,3,2,1.8,63.16,63.16,1.8,1.4,1.6,1.94,7,1.58,1
2024-04-21,I1,19:45,Monza,Atalanta,A,A,2023/2024,100.0,80.0,2,6,1.8,63.16,42.11,1.8,1.6,2.4,1.94,12,1.58,1
2024-05-06,I1,17:00,Salernitana,Atalanta,A,H,2023/2024,100.0,40.0,2,4,0.6,63.16,68.42,1.2,2.0,1.8,1.54,17,1.58,1
2024-05-18,I1,17:00,Lecce,Atalanta,A,D,2023/2024,80.0,0.0,3,9,0.4,63.16,36.84,0.8,2.0,1.0,1.94,19,1.58,0
2024-08-19,I1,17:30,Lecce,Atalanta,A,A,2024/2025,100.0,100.0,5,6,0.0,57.89,42.11,0.0,4.0,4.0,2.12,10,2.21,1
2024-08-25,I1,17:30,Torino,Atalanta,H,D,2024/2025,100.0,100.0,6,8,2.0,57.89,15.79,1.0,2.5,1.0,2.2,24,2.21,1
2024-08-30,I1,19:45,Inter,Atalanta,H,H,2024/2025,100.0,50.0,5,1,3.0,57.89,63.16,2.0,1.67,0.0,1.74,11,2.21,1
2024-09-28,I1,19:45,Bologna,Atalanta,D,D,2024/2025,75.0,0.0,1,5,1.0,57.89,47.37,1.75,1.5,1.0,2.29,23,2.21,0
2024-10-20,I1,14:00,Venezia,Atalanta,A,A,2024/2025,60.0,0.0,4,7,0.67,57.89,31.58,1.4,1.6,1.0,1.61,16,2.21,0
2024-11-03,I1,11:30,Napoli,Atalanta,A,A,2024/2025,60.0,60.0,3,3,1.6,57.89,47.37,1.4,1.4,1.0,2.13,12,2.21,1
2024-11-23,I1,19:45,Parma,Atalanta,A,A,2024/2025,60.0,60.0,3,6,1.2,57.89,52.63,1.2,1.8,2.2,1.56,15,2.21,1
2024-12-02,I1,19:45,Roma,Atalanta,A,D,2024/2025,40.0,40.0,1,7,1.0,57.89,52.63,0.4,2.2,1.4,1.99,18,2.21,0
2024-12-14,I1,14:00,Cagliari,Atalanta,A,D,2024/2025,40.0,40.0,8,2,1.4,57.89,57.89,0.2,2.2,1.6,1.81,12,2.21,0
2024-12-28,I1,19:45,Lazio,Atalanta,D,H,2024/2025,40.0,80.0,5,4,1.8,57.89,63.16,0.4,2.0,1.6,2.1,14,2.21,0
2025-01-11,I1,14:00,Udinese,Atalanta,D,D,2024/2025,20.0,40.0,3,2,0.6,57.89,52.63,0.4,1.4,1.8,2.07,4,2.21,0
2025-01-25,I1,14:00,Como,Atalanta,A,H,2024/2025,20.0,60.0,5,3,2.0,57.89,47.37,0.4,1.2,1.0,1.83,5,2.21,1
2025-02-08,I1,14:00,Verona,Atalanta,A,A,2024/2025,40.0,60.0,7,7,0.2,57.89,57.89,0.4,1.8,2.6,1.85,17,2.21,1
2025-02-23,I1,17:00,Empoli,Atalanta,A,A,2024/2025,60.0,60.0,1,8,0.6,57.89,36.84,0.4,2.6,2.6,1.74,14,2.21,1
2025-03-09,I1,19:45,Juventus,Atalanta,A,A,2024/2025,80.0,40.0,2,9,1.8,57.89,42.11,0.2,3.2,1.0,2.24,19,2.21,1
2025-03-30,I1,14:00,Fiorentina,Atalanta,H,H,2024/2025,80.0,40.0,4,0,1.6,57.89,63.16,0.4,3.2,0.4,1.92,9,2.21,0
2025-04-20,I1,19:45,Milan,Atalanta,A,D,2024/2025,60.0,60.0,1,2,1.2,57.89,47.37,0.2,3.0,1.2,1.67,11,2.21,0
2025-05-04,I1,14:00,Monza,Atalanta,A,A,2024/2025,60.0,40.0,7,5,0.4,57.89,47.37,0.2,2.8,2.2,1.48,15,2.21,1
2025-05-17,I1,19:45,Genoa,Atalanta,A,H,2024/2025,60.0,60.0,5,6,1.2,57.89,42.11,0.6,2.4,1.6,2.13,13,2.21,1
2022-08-14,I1,17:30,Lazio,Bologna,H,A,2022/2023,100.0,100.0,6,3,2.0,73.68,52.63,2.0,1.0,1.0,1.73,11,1.53,1
2022-08-27,I1,19:45,Milan,Bologna,H,H,2022/2023,50.0,50.0,7,0,3.0,73.68,52.63,2.0,0.5,1.0,1.64,8,1.53,0
2022-09-04,I1,14:00,Spezia,Bologna,D,D,2022/2023,66.67,66.67,5,6,1.67,73.68,52.63,2.0,1.0,1.33,2.01,13,1.53,1
2022-10-02,I1,19:45,Juventus,Bologna,H,H,2022/2023,75.0,60.0,6,1,2.2,73.68,47.37,2.25,0.75,0.6,1.97,9,1.53,1
2022-10-16,I1,17:00,Napoli,Bologna,H,D,2022/2023,80.0,60.0,11,3,2.4,73.68,52.63,2.4,1.0,0.8,1.6,16,1.53,1
2022-10-31,I1,19:45,Monza,Bologna,A,D,2022/2023,80.0,40.0,3,5,1.0,73.68,42.11,2.2,1.2,1.2,2.17,10,1.53,1
2022-11-09,I1,19:45,Inter,Bologna,H,H,2022/2023,100.0,60.0,7,4,2.6,73.68,47.37,3.0,1.4,0.6,1.7,10,1.53,1
2023-01-04,I1,15:30,Roma,Bologna,H,H,2022/2023,80.0,20.0,4,2,0.8,73.68,36.84,2.8,1.0,0.8,2.38,10,1.53,0
2023-01-15,I1,14:00,Udinese,Bologna,A,H,2022/2023,80.0,60.0,4,2,1.2,73.68,52.63,2.4,1.4,1.6,2.13,15,1.53,1
2023-02-05,I1,17:00,Fiorentina,Bologna,A,D,2022/2023,80.0,60.0,6,7,1.2,73.68,47.37,2.0,1.4,1.2,2.01,11,1.53,1
2023-02-18,I1,14:00,Sampdoria,Bologna,A,A,2022/2023,80.0,20.0,4,5,0.2,73.68,31.58,2.0,1.4,1.4,2.38,12,1.53,1
2023-03-06,I1,19:45,Torino,Bologna,H,H,2022/2023,60.0,20.0,5,1,1.0,73.68,21.05,1.0,1.2,0.8,2.84,11,1.53,0
2023-03-18,I1,17:00,Salernitana,Bologna,D,D,2022/2023,80.0,60.0,4,2,1.0,73.68,63.16,1.2,1.6,1.8,2.59,10,1.53,1
2023-04-08,I1,15:30,Atalanta,Bologna,A,D,2022/2023,60.0,40.0,6,6,1.0,73.68,57.89,1.0,1.6,1.0,1.94,13,1.53,0
2023-04-21,I1,19:45,Verona,Bologna,H,H,2022/2023,60.0,60.0,5,7,1.2,73.68,52.63,1.2,1.4,1.2,2.86,17,1.53,1
2023-05-04,I1,19:45,Empoli,Bologna,H,H,2022/2023,60.0,40.0,3,3,0.8,73.68,42.11,1.6,1.2,1.4,2.37,18,1.53,1
2023-05-08,I1,19:45,Sassuolo,Bologna,D,D,2022/2023,60.0,20.0,2,3,1.2,73.68,47.37,1.6,1.4,0.6,1.88,12,1.53,0
2023-05-20,I1,14:00,Cremonese,Bologna,A,A,2022/2023,60.0,40.0,2,9,1.2,73.68,42.11,1.4,2.0,1.8,2.16,19,1.53,1
2023-06-04,I1,20:00,Lecce,Bologna,A,H,2022/2023,80.0,20.0,7,7,0.8,73.68,36.84,1.8,2.2,1.0,2.06,11,1.53,1
2023-08-27,I1,17:30,Juventus,Bologna,D,A,2023/2024,0.0,0.0,3,4,1.0,47.37,26.32,1.0,1.0,1.0,2.04,9,1.11,0
2023-09-18,I1,19:45,Verona,Bologna,D,D,2023/2024,0.0,50.0,1,4,1.0,47.37,57.89,0.5,0.5,0.5,2.07,11,1.11,0
2023-09-28,I1,17:30,Monza,Bologna,D,D,2023/2024,0.0,0.0,3,5,1.0,47.37,42.11,0.33,0.33,0.33,2.07,7,1.11,0
2023-10-07,I1,14:00,Inter,Bologna,D,H,2023/2024,25.0,80.0,5,3,2.8,47.37,52.63,0.75,0.75,1.0,1.65,8,1.11,1
2023-10-28,I1,14:00,Sassuolo,Bologna,D,D,2023/2024,20.0,40.0,6,5,1.6,47.37,47.37,0.8,0.8,1.4,1.83,9,1.11,0
2023-11-12,I1,14:00,Fiorentina,Bologna,H,D,2023/2024,40.0,60.0,4,4,1.6,47.37,68.42,1.0,0.8,1.2,2.24,11,1.11,1
2023-12-03,I1,11:30,Lecce,Bologna,D,D,2023/2024,40.0,40.0,4,4,0.8,47.37,36.84,1.2,1.0,1.8,2.65,11,1.11,0
2023-12-10,I1,17:00,Salernitana,Bologna,A,A,2023/2024,60.0,80.0,2,5,1.0,47.37,68.42,1.4,1.4,2.2,2.35,10,1.11,1
2023-12-30,I1,14:00,Udinese,Bologna,H,H,2023/2024,60.0,60.0,7,5,2.0,47.37,47.37,1.6,1.0,1.4,2.63,14,1.11,1
2024-01-14,I1,14:00,Cagliari,Bologna,H,D,2023/2024,80.0,60.0,2,4,1.4,47.37,63.16,1.8,1.0,0.8,2.7,11,1.11,1
2024-01-27,I1,19:45,Milan,Bologna,D,D,2023/2024,80.0,80.0,4,4,2.4,47.37,52.63,1.8,1.2,0.8,2.2,15,1.11,1
2024-02-18,I1,11:30,Lazio,Bologna,A,D,2023/2024,100.0,40.0,7,3,1.0,47.37,26.32,1.8,1.4,1.0,2.7,11,1.11,1
2024-03-03,I1,17:00,Atalanta,Bologna,A,H,2023/2024,100.0,80.0,2,6,2.8,47.37,68.42,1.8,1.4,0.6,2.09,11,1.11,1
2024-03-15,I1,19:45,Empoli,Bologna,A,D,2023/2024,80.0,20.0,1,9,0.8,47.37,31.58,1.2,1.6,0.6,2.49,20,1.11,0
2024-04-07,I1,11:30,Frosinone,Bologna,D,D,2023/2024,60.0,60.0,5,5,1.0,47.37,73.68,0.8,1.4,2.0,2.06,13,1.11,0
2024-04-22,I1,17:30,Roma,Bologna,A,A,2023/2024,60.0,60.0,5,3,1.6,47.37,52.63,0.6,1.6,1.8,2.72,11,1.11,1
2024-05-03,I1,19:45,Torino,Bologna,D,D,2023/2024,40.0,0.0,1,1,0.2,47.37,26.32,0.4,1.2,0.0,2.87,5,1.11,0
2024-05-11,I1,17:00,Napoli,Bologna,A,A,2023/2024,20.0,60.0,6,4,1.0,47.37,63.16,0.2,1.2,2.0,2.02,11,1.11,0
2024-05-24,I1,19:45,Genoa,Bologna,H,H,2023/2024,20.0,40.0,3,1,1.6,47.37,42.11,0.6,1.0,0.6,2.01,11,1.11,0
2024-08-25,I1,19:45,Napoli,Bologna,H,H,2024/2025,100.0,100.0,5,2,3.0,57.89,47.37,3.0,0.0,0.0,2.31,9,1.26,1
2024-09-14,I1,14:00,Como,Bologna,D,H,2024/2025,100.0,100.0,4,4,2.0,57.89,47.37,2.5,1.0,2.0,2.6,14,1.26,1
2024-09-22,I1,14:00,Monza,Bologna,A,D,2024/2025,100.0,33.33,3,8,0.67,57.89,47.37,2.0,1.33,1.33,2.86,15,1.26,1
2024-10-19,I1,14:00,Genoa,Bologna,D,A,2024/2025,100.0,60.0,4,7,1.0,57.89,42.11,2.0,1.5,2.0,2.38,12,1.26,1
2024-10-29,I1,17:30,Cagliari,Bologna,A,A,2024/2025,80.0,40.0,2,4,0.8,57.89,57.89,1.6,1.6,2.2,2.1,11,1.26,0
2024-11-10,I1,14:00,Roma,Bologna,A,A,2024/2025,80.0,60.0,5,4,1.6,57.89,52.63,1.4,2.2,1.0,2.43,15,1.26,1
2024-11-24,I1,19:45,Lazio,Bologna,H,D,2024/2025,80.0,100.0,4,1,2.4,57.89,63.16,1.6,1.8,0.6,2.13,3,1.26,1
2024-12-07,I1,17:00,Juventus,Bologna,D,A,2024/2025,80.0,40.0,3,4,1.6,57.89,42.11,1.8,1.8,1.0,2.66,10,1.26,1
2024-12-21,I1,14:00,Torino,Bologna,A,D,2024/2025,60.0,0.0,0,5,0.4,57.89,15.79,1.4,1.8,1.0,2.75,8,1.26,0
2025-01-15,I1,19:45,Inter,Bologna,D,H,2024/2025,80.0,40.0,6,6,1.8,57.89,63.16,1.8,1.8,0.8,1.92,14,1.26,1
2025-01-25,I1,19:45,Empoli,Bologna,D,D,2024/2025,60.0,40.0,1,8,0.8,57.89,36.84,1.6,1.4,1.6,2.49,9,1.26,0
2025-02-09,I1,17:00,Lecce,Bologna,D,D,2024/2025,40.0,60.0,1,2,0.6,57.89,42.11,1.0,1.4,1.4,2.47,8,1.26,0
2025-02-22,I1,14:00,Parma,Bologna,H,H,2024/2025,20.0,40.0,3,1,1.2,57.89,52.63,1.0,1.0,1.2,2.02,16,1.26,0
2025-03-09,I1,11:30,Verona,Bologna,A,A,2024/2025,40.0,60.0,2,6,0.4,57.89,57.89,1.2,1.0,2.0,2.33,12,1.26,1
2025-03-29,I1,14:00,Venezia,Bologna,A,D,2024/2025,20.0,0.0,3,4,0.2,57.89,31.58,0.8,0.8,0.6,2.21,13,1.26,0
2025-04-13,I1,11:30,Atalanta,Bologna,H,H,2024/2025,20.0,0.0,2,5,0.4,57.89,52.63,1.0,0.6,0.6,1.96,12,1.26,0
2025-04-28,I1,17:30,Udinese,Bologna,D,D,2024/2025,20.0,40.0,4,1,0.8,57.89,52.63,1.0,0.6,1.0,2.39,12,1.26,0
2025-05-09,I1,19:45,Milan,Bologna,H,D,2024/2025,40.0,80.0,5,4,1.6,57.89,47.37,1.2,0.8,1.4,1.99,10,1.26,1
2025-05-18,I1,19:45,Fiorentina,Bologna,H,H,2024/2025,40.0,60.0,5,3,1.8,57.89,63.16,1.6,0.8,0.6,2.42,15,1.26,1
2023-08-21,I1,17:30,Torino,Cagliari,D,D,2023/2024,0.0,0.0,2,2,0.0,52.63,26.32,0.0,0.0,0.0,2.21,8,0.74,0
2023-09-02,I1,17:30,Bologna,Cagliari,H,A,2023/2024,50.0,50.0,7,1,1.0,52.63,36.84,1.0,0.5,1.5,1.99,7,0.74,1
2023-09-24,I1,14:00,Atalanta,Cagliari,H,H,2023/2024,33.33,50.0,6,1,2.5,52.63,68.42,1.33,0.33,0.0,1.82,11,0.74,0
2023-10-02,I1,19:45,Fiorentina,Cagliari,H,H,2023/2024,50.0,100.0,2,4,2.67,52.63,68.42,1.75,0.25,1.33,1.98,6,0.74,1
2023-10-22,I1,14:00,Salernitana,Cagliari,D,D,2023/2024,60.0,60.0,2,6,0.8,52.63,68.42,1.8,0.6,2.2,2.16,13,0.74,1
2023-11-11,I1,17:00,Juventus,Cagliari,H,D,2023/2024,80.0,40.0,4,2,1.8,52.63,26.32,2.2,0.8,0.4,2.01,11,0.74,1
2023-12-02,I1,17:00,Lazio,Cagliari,H,H,2023/2024,60.0,20.0,5,2,1.4,52.63,26.32,2.0,0.6,0.4,2.07,9,0.74,0
2023-12-16,I1,17:00,Napoli,Cagliari,H,D,2023/2024,80.0,80.0,5,3,1.0,52.63,63.16,2.0,0.8,2.0,1.61,9,0.74,1
2023-12-23,I1,17:00,Verona,Cagliari,H,D,2023/2024,60.0,60.0,5,3,1.4,52.63,57.89,1.8,0.8,1.8,2.23,12,0.74,0
2024-01-06,I1,17:00,Lecce,Cagliari,D,H,2023/2024,40.0,40.0,2,2,1.2,52.63,36.84,1.6,0.6,1.2,2.32,14,0.74,0
2024-01-21,I1,11:30,Frosinone,Cagliari,H,A,2023/2024,40.0,80.0,7,4,1.6,52.63,73.68,1.8,0.6,1.4,1.98,9,0.74,1
2024-02-05,I1,19:45,Roma,Cagliari,H,H,2023/2024,60.0,40.0,6,3,2.0,52.63,52.63,2.4,0.6,0.6,1.88,12,0.74,1
2024-02-18,I1,14:00,Udinese,Cagliari,D,D,2023/2024,40.0,60.0,3,2,1.4,52.63,47.37,2.2,0.6,1.2,2.13,5,0.74,0
2024-03-03,I1,14:00,Empoli,Cagliari,A,D,2023/2024,40.0,40.0,3,4,0.8,52.63,31.58,1.8,0.8,1.0,2.13,8,0.74,0
2024-03-16,I1,14:00,Monza,Cagliari,H,H,2023/2024,40.0,40.0,3,0,1.4,52.63,42.11,1.8,0.6,1.2,2.0,10,0.74,0
2024-04-14,I1,19:45,Inter,Cagliari,D,H,2023/2024,40.0,60.0,7,6,2.2,52.63,52.63,1.6,0.8,0.8,1.56,11,0.74,1
2024-04-29,I1,19:45,Genoa,Cagliari,H,H,2023/2024,40.0,40.0,5,1,1.6,52.63,42.11,1.4,0.8,1.0,2.38,12,0.74,1
2024-05-11,I1,19:45,Milan,Cagliari,H,H,2023/2024,60.0,80.0,10,7,2.6,52.63,52.63,2.2,0.8,1.2,1.72,13,0.74,1
2024-05-19,I1,11:30,Sassuolo,Cagliari,A,D,2023/2024,60.0,40.0,0,3,1.0,52.63,47.37,2.2,1.0,1.8,2.06,13,0.74,0
2024-08-31,I1,17:30,Lecce,Cagliari,H,H,2024/2025,0.0,50.0,4,2,0.5,42.11,42.11,1.0,0.0,2.0,2.36,21,0.84,0
2024-09-30,I1,19:45,Parma,Cagliari,A,A,2024/2025,50.0,75.0,4,4,1.75,42.11,52.63,1.5,1.5,2.0,1.8,11,0.84,1
2024-10-06,I1,11:30,Juventus,Cagliari,D,H,2024/2025,33.33,25.0,9,2,1.0,42.11,42.11,1.33,1.33,0.25,1.98,9,0.84,0
2024-10-25,I1,17:30,Udinese,Cagliari,H,H,2024/2025,25.0,40.0,4,0,1.6,42.11,52.63,1.5,1.0,0.8,2.21,3,0.84,0
2024-11-04,I1,19:45,Lazio,Cagliari,H,D,2024/2025,40.0,100.0,5,1,2.2,42.11,63.16,1.6,1.0,1.0,1.82,6,0.84,1
2024-11-24,I1,11:30,Genoa,Cagliari,D,D,2024/2025,60.0,60.0,6,6,1.0,42.11,42.11,1.8,1.4,1.8,2.07,17,0.84,1
2024-12-08,I1,11:30,Fiorentina,Cagliari,H,H,2024/2025,40.0,80.0,3,1,2.6,42.11,63.16,1.6,0.8,0.8,1.78,8,0.84,0
2024-12-22,I1,14:00,Venezia,Cagliari,H,H,2024/2025,60.0,80.0,6,7,1.6,42.11,31.58,1.8,0.8,1.6,2.02,14,0.84,1
2025-01-05,I1,11:30,Monza,Cagliari,A,D,2024/2025,80.0,60.0,2,4,0.6,42.11,47.37,1.6,1.2,1.6,2.23,13,0.84,1
2025-01-11,I1,19:45,Milan,Cagliari,D,D,2024/2025,60.0,20.0,11,2,1.0,42.11,47.37,1.4,1.2,0.4,1.63,6,0.84,0
2025-01-24,I1,19:45,Torino,Cagliari,H,H,2024/2025,40.0,0.0,6,1,0.6,42.11,15.79,1.4,0.8,0.8,2.49,6,0.84,0
2025-02-15,I1,14:00,Atalanta,Cagliari,D,D,2024/2025,40.0,40.0,2,0,1.4,42.11,52.63,1.2,0.8,1.4,1.81,3,0.84,0
2025-03-02,I1,14:00,Bologna,Cagliari,H,A,2024/2025,40.0,80.0,5,1,2.4,42.11,47.37,1.2,0.8,1.0,2.27,2,0.84,1
2025-03-16,I1,15:00,Roma,Cagliari,H,D,2024/2025,20.0,60.0,1,5,2.2,42.11,52.63,1.2,0.4,0.6,2.0,11,0.84,0
2025-04-06,I1,14:00,Empoli,Cagliari,D,D,2024/2025,20.0,20.0,1,1,0.2,42.11,36.84,1.0,0.2,1.8,2.42,7,0.84,0
2025-04-12,I1,17:00,Inter,Cagliari,H,H,2024/2025,40.0,80.0,4,4,2.2,42.11,63.16,1.2,0.4,1.0,1.71,8,0.84,1
2025-04-28,I1,19:45,Verona,Cagliari,A,A,2024/2025,40.0,20.0,2,4,0.4,42.11,57.89,1.2,0.8,0.8,2.58,6,0.84,0
2025-05-10,I1,14:00,Como,Cagliari,H,H,2024/2025,40.0,20.0,5,3,1.4,42.11,47.37,1.4,0.8,0.6,1.78,9,0.84,1
2025-05-23,I1,19:45,Napoli,Cagliari,H,H,2024/2025,40.0,60.0,6,1,2.2,42.11,47.37,1.6,0.8,0.6,1.56,4,0.84,0
2024-08-19,I1,19:45,Juventus,Como,H,H,2024/2025,100.0,100.0,9,1,3.0,42.11,42.11,3.0,0.0,0.0,2.05,1,1.11,1
2024-08-26,I1,17:30,Cagliari,Como,D,H,2024/2025,50.0,0.0,5,4,0.5,42.11,57.89,2.0,0.5,0.5,2.17,13,1.11,0
2024-09-01,I1,19:45,Udinese,Como,H,H,2024/2025,33.33,50.0,3,4,1.5,42.11,52.63,1.67,0.33,0.5,2.25,21,1.11,0
2024-09-24,I1,19:45,Atalanta,Como,A,H,2024/2025,50.0,100.0,5,7,2.5,42.11,52.63,1.75,1.0,2.5,1.75,14,1.11,1
2024-10-04,I1,17:30,Napoli,Como,H,D,2024/2025,60.0,75.0,6,2,2.5,42.11,47.37,2.0,1.0,0.5,1.83,11,1.11,1
2024-10-25,I1,19:45,Torino,Como,H,D,2024/2025,40.0,50.0,2,6,1.25,42.11,15.79,1.6,1.0,1.0,2.34,20,1.11,0
2024-11-04,I1,17:30,Empoli,Como,H,D,2024/2025,40.0,20.0,4,2,0.2,42.11,36.84,1.6,0.8,0.8,2.71,12,1.11,0
2024-11-07,I1,19:45,Genoa,Como,D,A,2024/2025,40.0,40.0,4,8,0.8,42.11,42.11,1.6,1.0,1.6,2.43,18,1.11,0
2024-12-08,I1,17:00,Venezia,Como,D,H,2024/2025,40.0,60.0,4,4,1.2,42.11,31.58,1.6,0.8,1.8,1.95,10,1.11,1
2024-12-23,I1,19:45,Inter,Como,H,D,2024/2025,20.0,40.0,5,4,2.2,42.11,63.16,1.4,0.6,1.2,1.67,8,1.11,0
2025-01-10,I1,19:45,Lazio,Como,D,H,2024/2025,20.0,60.0,4,4,1.4,42.11,63.16,1.4,0.8,1.8,2.02,17,1.11,0
2025-02-01,I1,19:45,Bologna,Como,H,H,2024/2025,20.0,60.0,4,1,2.0,42.11,47.37,1.6,0.8,1.2,2.12,8,1.11,0
2025-02-16,I1,11:30,Fiorentina,Como,A,A,2024/2025,20.0,60.0,3,4,1.2,42.11,63.16,1.4,1.0,1.4,2.19,8,1.11,0
2025-03-02,I1,17:00,Roma,Como,H,A,2024/2025,20.0,60.0,4,3,2.4,42.11,52.63,1.4,0.8,0.6,2.19,10,1.11,1
2025-03-15,I1,17:00,Milan,Como,H,A,2024/2025,40.0,60.0,3,6,1.6,42.11,47.37,1.4,1.0,1.2,1.74,15,1.11,1
