Date,Div,Time,HomeTeam,AwayTeam,FTR,Season,Last5HomeOver2.5Perc,Last5AwayOver2.5Count,Last5AwayOver2.5Perc,Last5HomeOver2.5Count,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsScored,AvgLast5AwayGoalsConceded,AvgLast5HomeGoalsConceded,MaxC>2.5,B365CAHH,AvgHomeGoalsScored,AvgAwayGoalsScored,AvgAHH,Over2.5
2025-03-01,D1,14:30,Bochum,Hoffenheim,A,2024/2025,20.0,4.0,80.0,1.0,1.2,58.82,47.06,1.6,2.0,1.0,1.75,2.11,0.94,1.24,2.08,0
2025-03-14,D1,19:30,St Pauli,Hoffenheim,H,2024/2025,20.0,3.0,60.0,1.0,1.0,58.82,17.65,1.6,1.2,0.8,2.21,1.99,0.59,1.24,1.95,0
2025-04-05,D1,14:30,RB Leipzig,Hoffenheim,H,2024/2025,60.0,3.0,60.0,3.0,2.0,58.82,64.71,1.2,1.6,1.0,1.5,1.91,1.94,1.24,1.9,1
2025-04-19,D1,14:30,Freiburg,Hoffenheim,H,2024/2025,80.0,3.0,60.0,4.0,2.0,58.82,82.35,1.4,1.6,1.6,1.75,1.98,1.88,1.24,1.94,1
2025-05-03,D1,14:30,M'gladbach,Hoffenheim,D,2024/2025,80.0,3.0,60.0,4.0,1.4,58.82,58.82,1.6,2.2,2.4,1.41,2.0,1.71,1.24,1.83,1
2025-05-09,D1,19:30,Wolfsburg,Hoffenheim,D,2024/2025,40.0,4.0,80.0,2.0,1.0,58.82,58.82,1.8,2.6,1.6,1.53,1.85,1.59,1.24,1.99,1
2024-08-24,D1,14:30,Hoffenheim,Holstein Kiel,H,2024/2025,100.0,1.0,100.0,1.0,3.0,82.35,58.82,2.0,3.0,2.0,1.56,2.03,1.47,1.47,2.05,1
2024-09-21,D1,14:30,Bochum,Holstein Kiel,D,2024/2025,50.0,2.0,100.0,1.0,1.0,82.35,47.06,2.0,2.5,2.0,1.51,1.75,0.94,1.47,1.98,1
2024-10-05,D1,14:30,Leverkusen,Holstein Kiel,D,2024/2025,100.0,3.0,100.0,3.0,2.67,82.35,64.71,2.0,2.33,2.67,1.22,1.86,2.12,1.47,1.9,1
2024-10-26,D1,14:30,Stuttgart,Holstein Kiel,H,2024/2025,75.0,4.0,100.0,3.0,2.75,82.35,76.47,1.75,2.25,1.5,1.32,1.88,2.06,1.47,1.99,1
2024-11-09,D1,14:30,Werder Bremen,Holstein Kiel,H,2024/2025,60.0,5.0,100.0,3.0,0.8,82.35,52.94,1.6,2.2,1.8,1.61,2.02,1.24,1.47,2.05,1
2024-11-29,D1,19:30,St Pauli,Holstein Kiel,H,2024/2025,40.0,5.0,100.0,2.0,0.6,82.35,17.65,1.4,2.2,1.0,2.04,1.89,0.59,1.47,1.9,1
2024-12-14,D1,14:30,M'gladbach,Holstein Kiel,H,2024/2025,60.0,5.0,100.0,3.0,2.8,82.35,58.82,1.2,2.6,1.0,1.47,1.86,1.71,1.47,1.91,1
2025-01-11,D1,14:30,Freiburg,Holstein Kiel,H,2024/2025,80.0,5.0,100.0,4.0,2.4,82.35,82.35,1.2,2.8,1.2,1.59,1.99,1.88,1.47,1.83,1
2025-01-24,D1,19:30,Wolfsburg,Holstein Kiel,D,2024/2025,80.0,5.0,100.0,4.0,2.6,82.35,58.82,1.4,2.8,1.8,1.49,2.03,1.59,1.47,1.9,1
2025-02-01,D1,14:30,Bayern Munich,Holstein Kiel,H,2024/2025,100.0,5.0,100.0,5.0,4.2,82.35,82.35,1.8,3.2,1.6,1.15,1.91,3.12,1.47,1.84,1
2025-02-16,D1,16:30,Ein Frankfurt,Holstein Kiel,H,2024/2025,60.0,5.0,100.0,3.0,2.2,82.35,70.59,1.8,3.2,1.2,1.48,1.94,2.41,1.47,1.88,1
2025-03-02,D1,14:30,Union Berlin,Holstein Kiel,A,2024/2025,40.0,4.0,80.0,2.0,0.6,82.35,47.06,1.8,2.4,1.2,1.9,1.98,1.06,1.47,2.0,0
2025-03-16,D1,16:30,Heidenheim,Holstein Kiel,H,2024/2025,60.0,4.0,80.0,3.0,0.8,82.35,58.82,1.6,2.4,2.0,1.82,2.05,0.76,1.47,2.02,1
2025-04-05,D1,14:30,Mainz,Holstein Kiel,D,2024/2025,20.0,3.0,60.0,1.0,1.4,82.35,35.29,1.4,2.2,0.6,1.56,1.94,1.41,1.47,1.95,0
2025-04-19,D1,14:30,RB Leipzig,Holstein Kiel,D,2024/2025,60.0,2.0,40.0,3.0,1.8,82.35,64.71,1.0,1.6,1.2,1.48,2.03,1.94,1.47,1.86,0
2025-05-04,D1,14:30,Augsburg,Holstein Kiel,A,2024/2025,40.0,2.0,40.0,2.0,0.6,82.35,52.94,1.4,1.2,1.2,1.7,2.03,1.06,1.47,1.84,1
2025-05-17,D1,14:30,Dortmund,Holstein Kiel,H,2024/2025,80.0,3.0,60.0,4.0,2.6,82.35,76.47,1.2,1.8,0.8,1.2,1.9,2.59,1.47,1.98,1
2022-08-06,D1,17:30,Dortmund,Leverkusen,H,2022/2023,0.0,0.0,0.0,0.0,1.0,58.82,82.35,0.0,1.0,0.0,1.47,2.11,3.24,1.29,2.05,0
2022-08-27,D1,14:30,Mainz,Leverkusen,A,2022/2023,50.0,1.0,50.0,1.0,0.0,58.82,64.71,1.5,0.5,1.5,1.76,2.08,1.82,1.29,2.04,1
2022-09-10,D1,14:30,Hertha,Leverkusen,D,2022/2023,33.33,2.0,66.67,1.0,1.0,58.82,47.06,1.67,1.0,1.33,1.62,2.08,1.41,1.29,1.92,1
2022-09-30,D1,19:30,Bayern Munich,Leverkusen,H,2022/2023,50.0,3.0,75.0,2.0,2.25,58.82,64.71,1.25,1.75,0.75,1.32,1.87,3.12,1.29,1.91,1
2022-10-15,D1,14:30,Ein Frankfurt,Leverkusen,H,2022/2023,40.0,4.0,80.0,2.0,2.4,58.82,52.94,1.2,2.4,0.6,1.8,1.91,2.06,1.29,2.04,1
2022-10-29,D1,14:30,RB Leipzig,Leverkusen,H,2022/2023,60.0,4.0,80.0,3.0,2.8,58.82,76.47,1.2,2.6,0.4,1.6,1.83,2.24,1.29,2.0,0
2022-11-09,D1,17:30,FC Koln,Leverkusen,A,2022/2023,60.0,4.0,80.0,3.0,1.6,58.82,47.06,1.0,2.8,1.6,1.81,1.91,1.65,1.29,1.91,1
2023-01-22,D1,16:30,M'gladbach,Leverkusen,A,2022/2023,100.0,4.0,80.0,5.0,3.0,58.82,52.94,1.2,2.8,2.2,1.85,1.75,1.94,1.29,2.06,1
2023-02-03,D1,19:30,Augsburg,Leverkusen,H,2022/2023,40.0,3.0,60.0,2.0,1.2,58.82,41.18,1.2,2.2,1.2,1.74,1.95,0.94,1.29,2.03,0
2023-02-11,D1,14:30,Hoffenheim,Leverkusen,A,2022/2023,100.0,3.0,60.0,5.0,1.2,58.82,70.59,1.6,1.4,2.8,1.74,1.99,1.65,1.29,1.84,1
2023-02-26,D1,14:30,Freiburg,Leverkusen,D,2022/2023,60.0,3.0,60.0,3.0,2.2,58.82,41.18,1.8,1.2,1.0,1.87,2.08,1.65,1.29,1.91,0
2023-03-12,D1,16:30,Werder Bremen,Leverkusen,A,2022/2023,80.0,3.0,60.0,4.0,1.6,58.82,70.59,2.0,1.4,1.6,1.89,1.84,1.53,1.29,2.01,1
2023-04-01,D1,14:30,Schalke 04,Leverkusen,A,2022/2023,60.0,3.0,60.0,3.0,0.8,58.82,70.59,2.0,1.0,1.2,1.99,2.03,1.35,1.29,1.94,1
2023-04-16,D1,18:30,Wolfsburg,Leverkusen,D,2022/2023,60.0,3.0,60.0,3.0,1.0,58.82,76.47,2.0,0.8,1.6,1.81,2.06,2.0,1.29,2.06,0
2023-04-29,D1,14:30,Union Berlin,Leverkusen,D,2022/2023,20.0,2.0,40.0,1.0,1.2,58.82,47.06,1.4,0.6,0.2,2.32,2.05,1.76,1.29,2.08,0
2023-05-14,D1,14:30,Stuttgart,Leverkusen,D,2022/2023,60.0,2.0,40.0,3.0,1.4,58.82,47.06,1.4,0.6,1.6,1.85,1.93,1.35,1.29,1.82,0
2023-05-27,D1,14:30,Bochum,Leverkusen,H,2022/2023,80.0,2.0,40.0,4.0,2.0,58.82,64.71,0.8,0.8,2.2,1.45,2.05,1.65,1.29,1.84,1
2023-08-26,D1,17:30,M'gladbach,Leverkusen,A,2023/2024,100.0,1.0,100.0,1.0,0.0,64.71,76.47,3.0,0.0,3.0,1.63,1.89,1.59,2.47,1.95,1
2023-09-15,D1,19:30,Bayern Munich,Leverkusen,D,2023/2024,100.0,2.0,100.0,2.0,2.5,64.71,70.59,2.5,1.0,1.5,1.41,1.95,3.12,2.47,2.0,1
2023-09-30,D1,14:30,Mainz,Leverkusen,A,2023/2024,66.67,3.0,100.0,2.0,0.67,64.71,35.29,2.67,0.67,2.33,1.6,1.94,1.35,2.47,2.0,1
2023-10-21,D1,14:30,Wolfsburg,Leverkusen,A,2023/2024,50.0,4.0,100.0,2.0,1.75,64.71,64.71,2.5,0.75,0.75,1.65,1.94,1.47,2.47,1.91,1
2023-11-04,D1,14:30,Hoffenheim,Leverkusen,A,2023/2024,100.0,5.0,100.0,5.0,1.6,64.71,70.59,2.6,1.0,2.4,1.38,1.85,1.82,2.47,1.93,1
2023-11-25,D1,14:30,Werder Bremen,Leverkusen,A,2023/2024,80.0,5.0,100.0,4.0,1.6,64.71,70.59,2.6,1.0,1.8,1.46,1.91,1.71,2.47,1.93,1
2023-12-10,D1,14:30,Stuttgart,Leverkusen,D,2023/2024,60.0,4.0,80.0,3.0,2.0,64.71,76.47,2.4,0.8,1.2,1.68,1.82,2.94,2.47,1.83,0
2024-01-13,D1,14:30,Augsburg,Leverkusen,A,2023/2024,40.0,3.0,60.0,2.0,1.4,64.71,58.82,2.0,0.8,1.2,1.57,1.75,1.53,2.47,1.99,0
2024-01-20,D1,17:30,RB Leipzig,Leverkusen,A,2023/2024,80.0,3.0,60.0,4.0,2.0,64.71,58.82,2.2,1.0,1.4,1.59,1.84,2.35,2.47,1.82,1
2024-02-03,D1,14:30,Darmstadt,Leverkusen,A,2023/2024,40.0,2.0,40.0,2.0,0.4,64.71,64.71,2.0,0.6,1.8,1.64,2.03,0.88,2.47,1.85,0
2024-02-17,D1,14:30,Heidenheim,Leverkusen,A,2023/2024,60.0,2.0,40.0,3.0,1.6,64.71,58.82,1.8,0.8,1.4,1.6,2.01,1.76,2.47,1.91,1
2024-03-03,D1,14:30,FC Koln,Leverkusen,A,2023/2024,20.0,2.0,40.0,1.0,0.6,64.71,41.18,2.0,0.6,1.6,1.67,1.89,0.88,2.47,2.01,0
2024-03-17,D1,14:30,Freiburg,Leverkusen,A,2023/2024,100.0,3.0,60.0,5.0,2.2,64.71,58.82,2.4,1.0,2.6,1.7,2.09,1.65,2.47,1.92,1
2024-04-06,D1,14:30,Union Berlin,Leverkusen,A,2023/2024,40.0,2.0,40.0,2.0,1.0,64.71,58.82,2.0,0.6,1.2,2.13,2.03,1.29,2.47,1.92,0
2024-04-21,D1,16:30,Dortmund,Leverkusen,D,2023/2024,60.0,2.0,40.0,3.0,1.8,64.71,64.71,1.8,0.8,1.2,1.78,2.0,2.18,2.47,1.93,0
2024-05-05,D1,16:30,Ein Frankfurt,Leverkusen,A,2023/2024,60.0,2.0,40.0,3.0,1.6,64.71,52.94,2.4,0.8,1.6,1.8,1.73,1.71,2.47,1.92,1
2024-05-12,D1,18:30,Bochum,Leverkusen,A,2023/2024,80.0,3.0,60.0,4.0,1.4,64.71,58.82,3.0,0.8,2.4,1.62,1.92,1.53,2.47,1.95,1
2024-08-23,D1,19:30,M'gladbach,Leverkusen,A,2024/2025,100.0,1.0,100.0,1.0,2.0,58.82,58.82,3.0,2.0,3.0,1.48,1.86,1.71,2.12,1.93,1
2024-09-14,D1,14:30,Hoffenheim,Leverkusen,A,2024/2025,100.0,2.0,100.0,2.0,2.0,58.82,58.82,3.5,1.5,3.0,1.35,2.03,1.47,2.12,1.86,1
2024-09-28,D1,17:30,Bayern Munich,Leverkusen,D,2024/2025,0.0,2.0,66.67,0.0,1.5,58.82,82.35,2.67,1.33,0.5,1.36,2.03,3.12,2.12,4.61,0
2024-10-26,D1,17:30,Werder Bremen,Leverkusen,D,2024/2025,50.0,3.0,75.0,2.0,0.5,58.82,52.94,2.5,1.5,2.0,1.46,1.99,1.24,2.12,1.82,1
2024-11-09,D1,14:30,Bochum,Leverkusen,D,2024/2025,60.0,3.0,60.0,3.0,0.8,58.82,47.06,2.2,1.4,2.6,1.37,2.05,0.94,2.12,2.01,0
2024-11-30,D1,14:30,Union Berlin,Leverkusen,A,2024/2025,60.0,3.0,60.0,3.0,1.2,58.82,47.06,2.0,1.2,1.0,2.2,1.99,1.06,2.12,1.87,1
2024-12-14,D1,14:30,Augsburg,Leverkusen,A,2024/2025,40.0,2.0,40.0,2.0,1.0,58.82,52.94,1.6,1.0,0.8,2.0,1.84,1.06,2.12,1.85,0
2025-01-10,D1,19:30,Dortmund,Leverkusen,A,2024/2025,60.0,3.0,60.0,3.0,2.0,58.82,76.47,2.0,1.2,1.2,1.56,1.94,2.59,2.12,1.76,1
2025-01-25,D1,14:30,RB Leipzig,Leverkusen,D,2024/2025,80.0,3.0,60.0,4.0,1.8,58.82,64.71,2.0,1.2,2.0,1.87,1.75,1.94,2.12,1.94,1
2025-02-08,D1,14:30,Wolfsburg,Leverkusen,D,2024/2025,80.0,3.0,60.0,4.0,2.4,58.82,58.82,1.8,1.0,1.8,1.88,2.04,1.59,2.12,2.03,0
2025-02-22,D1,14:30,Holstein Kiel,Leverkusen,A,2024/2025,80.0,2.0,40.0,4.0,2.4,58.82,70.59,1.8,0.8,2.0,1.53,1.91,1.41,2.12,1.96,0
2025-03-01,D1,17:30,Ein Frankfurt,Leverkusen,A,2024/2025,60.0,3.0,60.0,3.0,2.2,58.82,70.59,2.2,1.0,1.4,1.64,2.03,2.41,2.12,1.89,1
2025-03-16,D1,18:30,Stuttgart,Leverkusen,A,2024/2025,100.0,3.0,60.0,5.0,2.0,58.82,76.47,2.4,1.2,2.2,1.88,1.92,2.06,2.12,1.85,1
2025-04-05,D1,14:30,Heidenheim,Leverkusen,A,2024/2025,60.0,2.0,40.0,3.0,0.8,58.82,58.82,2.2,0.8,1.8,1.82,2.0,0.76,2.12,1.86,0
2025-04-20,D1,18:30,St Pauli,Leverkusen,D,2024/2025,0.0,2.0,40.0,0.0,0.6,58.82,17.65,2.4,1.0,1.0,1.91,1.99,0.59,2.12,1.98,0
2025-05-04,D1,16:30,Freiburg,Leverkusen,D,2024/2025,80.0,3.0,60.0,4.0,1.4,58.82,82.35,2.4,1.4,2.0,1.7,1.95,1.88,2.12,1.87,1
2025-05-17,D1,14:30,Mainz,Leverkusen,D,2024/2025,60.0,3.0,60.0,3.0,1.6,58.82,35.29,2.0,1.6,1.6,1.5,1.86,1.41,2.12,1.91,1
2022-08-13,D1,17:30,Schalke 04,M'gladbach,D,2022/2023,100.0,1.0,100.0,1.0,2.0,70.59,70.59,2.0,2.0,2.0,1.62,2.0,1.35,1.12,1.93,1
2022-08-27,D1,17:30,Bayern Munich,M'gladbach,D,2022/2023,0.0,1.0,50.0,0.0,1.5,70.59,64.71,1.5,1.5,0.5,1.21,1.75,3.12,1.12,1.92,0
2022-09-11,D1,16:30,Freiburg,M'gladbach,D,2022/2023,33.33,1.0,33.33,1.0,0.67,70.59,41.18,1.0,1.0,1.0,1.7,1.9,1.65,1.12,2.04,0
2022-10-01,D1,17:30,Werder Bremen,M'gladbach,H,2022/2023,75.0,2.0,50.0,3.0,2.5,70.59,70.59,1.0,2.0,2.0,1.58,1.99,1.53,1.12,1.93,1
2022-10-15,D1,14:30,Wolfsburg,M'gladbach,D,2022/2023,80.0,3.0,60.0,4.0,1.8,70.59,76.47,1.2,2.0,2.0,1.8,1.81,2.0,1.12,1.95,1
2022-10-30,D1,14:30,Union Berlin,M'gladbach,H,2022/2023,40.0,3.0,60.0,2.0,1.8,70.59,47.06,1.0,2.0,0.6,1.98,1.96,1.76,1.12,2.05,1
2022-11-08,D1,19:30,Bochum,M'gladbach,H,2022/2023,60.0,4.0,80.0,3.0,1.6,70.59,64.71,1.0,2.2,1.0,1.75,1.99,1.65,1.12,1.94,1
2023-01-25,D1,19:30,Augsburg,M'gladbach,H,2022/2023,40.0,4.0,80.0,2.0,1.2,70.59,41.18,1.0,2.4,1.4,1.63,1.96,0.94,1.12,1.86,0
2023-01-28,D1,14:30,Hoffenheim,M'gladbach,A,2022/2023,80.0,4.0,80.0,4.0,1.0,70.59,70.59,1.6,1.6,2.6,1.65,2.03,1.65,1.12,2.04,1
2023-02-12,D1,14:30,Hertha,M'gladbach,H,2022/2023,60.0,4.0,80.0,3.0,1.6,70.59,47.06,1.4,2.0,2.2,1.94,2.08,1.41,1.12,2.08,1
2023-02-24,D1,19:30,Mainz,M'gladbach,H,2022/2023,80.0,4.0,80.0,4.0,2.8,70.59,64.71,1.2,2.4,1.2,1.78,1.9,1.82,1.12,1.87,1
2023-03-11,D1,14:30,RB Leipzig,M'gladbach,H,2022/2023,80.0,4.0,80.0,4.0,1.8,70.59,76.47,1.0,2.6,1.0,1.5,2.01,2.24,1.12,1.9,1
2023-04-02,D1,14:30,FC Koln,M'gladbach,D,2022/2023,20.0,4.0,80.0,1.0,0.6,70.59,47.06,1.0,2.4,0.8,1.95,1.93,1.65,1.12,1.92,0
2023-04-15,D1,17:30,Ein Frankfurt,M'gladbach,D,2022/2023,20.0,3.0,60.0,1.0,1.6,70.59,52.94,0.4,2.4,0.6,1.68,1.94,2.06,1.12,1.93,0
2023-04-29,D1,14:30,Stuttgart,M'gladbach,H,2022/2023,80.0,3.0,60.0,4.0,1.8,70.59,47.06,0.4,2.0,1.4,1.7,1.9,1.35,1.12,1.82,1
2023-05-13,D1,17:30,Dortmund,M'gladbach,H,2022/2023,100.0,3.0,60.0,5.0,4.6,70.59,82.35,0.8,2.2,0.8,1.23,1.86,3.24,1.12,1.97,1
2023-05-21,D1,18:30,Leverkusen,M'gladbach,D,2022/2023,80.0,3.0,60.0,4.0,2.0,70.59,70.59,1.2,2.0,1.2,1.42,1.75,2.06,1.12,1.96,1
2023-08-19,D1,14:30,Augsburg,M'gladbach,D,2023/2024,100.0,1.0,100.0,1.0,4.0,76.47,58.82,4.0,4.0,4.0,1.67,1.82,1.53,1.71,2.02,1
2023-09-17,D1,16:30,Darmstadt,M'gladbach,D,2023/2024,100.0,2.0,100.0,2.0,2.0,76.47,64.71,3.5,3.5,3.5,1.72,2.1,0.88,1.71,1.83,1
2023-09-30,D1,14:30,Bochum,M'gladbach,A,2023/2024,33.33,3.0,100.0,1.0,1.0,76.47,58.82,3.33,2.67,1.67,1.66,2.0,1.53,1.71,2.01,1
2023-10-22,D1,14:30,FC Koln,M'gladbach,H,2023/2024,75.0,4.0,100.0,3.0,1.25,76.47,41.18,2.75,2.75,2.0,1.7,1.87,0.88,1.71,2.03,1
2023-11-04,D1,14:30,Freiburg,M'gladbach,D,2023/2024,60.0,5.0,100.0,3.0,2.0,76.47,58.82,2.8,2.8,1.6,1.68,2.01,1.65,1.71,1.82,1
2023-11-25,D1,14:30,Dortmund,M'gladbach,H,2023/2024,60.0,5.0,100.0,3.0,2.0,76.47,64.71,2.4,2.8,1.6,1.36,2.06,2.18,1.71,1.94,1
2023-12-09,D1,14:30,Union Berlin,M'gladbach,H,2023/2024,60.0,5.0,100.0,3.0,0.8,76.47,58.82,2.0,2.8,2.0,1.93,1.73,1.29,1.71,1.85,1
2023-12-20,D1,19:30,Ein Frankfurt,M'gladbach,H,2023/2024,80.0,5.0,100.0,4.0,2.6,76.47,52.94,1.6,3.0,1.4,1.67,1.93,1.71,1.71,1.85,1
2024-01-27,D1,17:30,Leverkusen,M'gladbach,D,2023/2024,60.0,4.0,80.0,3.0,2.4,76.47,82.35,1.4,2.4,0.2,1.33,1.93,2.76,1.71,1.94,0
2024-02-03,D1,14:30,Bayern Munich,M'gladbach,H,2023/2024,60.0,4.0,80.0,3.0,2.0,76.47,70.59,1.0,2.4,0.4,1.22,1.92,3.12,1.71,2.04,1
2024-02-17,D1,17:30,RB Leipzig,M'gladbach,H,2023/2024,40.0,3.0,60.0,2.0,1.8,76.47,58.82,0.6,2.0,1.0,1.45,1.85,2.35,1.71,1.98,0
2024-03-02,D1,14:30,Mainz,M'gladbach,D,2023/2024,0.0,2.0,40.0,0.0,0.8,76.47,35.29,0.6,1.6,0.8,1.97,1.95,1.35,1.71,1.97,0
2024-03-16,D1,14:30,Heidenheim,M'gladbach,D,2023/2024,40.0,1.0,20.0,2.0,0.8,76.47,58.82,0.6,1.4,1.2,1.72,1.94,1.76,1.71,1.82,0
2024-04-07,D1,16:30,Wolfsburg,M'gladbach,A,2023/2024,80.0,2.0,40.0,4.0,1.4,76.47,64.71,1.2,1.6,2.4,1.71,2.0,1.47,1.71,1.9,1
2024-04-20,D1,14:30,Hoffenheim,M'gladbach,H,2023/2024,80.0,2.0,40.0,4.0,1.8,76.47,70.59,1.6,1.8,1.8,1.53,2.09,1.82,1.71,1.86,1
2024-05-04,D1,14:30,Werder Bremen,M'gladbach,D,2023/2024,60.0,3.0,60.0,3.0,1.2,76.47,70.59,2.0,1.8,1.6,1.6,1.75,1.71,1.71,2.0,1
2024-05-18,D1,14:30,Stuttgart,M'gladbach,H,2023/2024,80.0,4.0,80.0,4.0,3.0,76.47,76.47,1.8,2.4,0.8,1.25,1.75,2.94,1.71,1.86,1
2024-08-31,D1,14:30,Bochum,M'gladbach,A,2024/2025,0.0,0.0,0.0,0.0,0.0,64.71,47.06,2.0,0.0,2.0,1.53,1.86,0.94,1.53,1.97,0
2024-09-21,D1,17:30,Ein Frankfurt,M'gladbach,H,2024/2025,50.0,0.0,0.0,1.0,2.5,64.71,70.59,1.0,1.0,0.5,1.46,1.97,2.41,1.53,1.96,0
2024-10-04,D1,19:30,Augsburg,M'gladbach,H,2024/2025,100.0,1.0,33.33,4.0,2.25,64.71,52.94,1.0,1.33,1.75,1.6,1.81,1.06,1.53,1.83,1
2024-10-25,D1,19:30,Mainz,M'gladbach,D,2024/2025,20.0,1.0,25.0,1.0,0.6,64.71,35.29,1.0,1.25,1.6,1.63,2.06,1.41,1.53,2.03,0
2024-11-09,D1,17:30,RB Leipzig,M'gladbach,D,2024/2025,40.0,1.0,20.0,2.0,1.6,64.71,64.71,0.8,1.0,0.2,1.5,2.05,1.94,1.53,1.92,0
2024-11-30,D1,14:30,Freiburg,M'gladbach,H,2024/2025,80.0,2.0,40.0,4.0,1.6,64.71,82.35,0.6,1.6,1.2,1.72,2.06,1.88,1.53,1.99,1
2024-12-21,D1,14:30,Hoffenheim,M'gladbach,A,2024/2025,60.0,3.0,60.0,3.0,1.8,64.71,58.82,1.0,1.4,1.8,1.62,2.0,1.47,1.53,2.03,1
2025-01-14,D1,19:30,Wolfsburg,M'gladbach,H,2024/2025,60.0,3.0,60.0,3.0,2.4,64.71,58.82,1.0,2.0,1.6,1.69,1.89,1.59,1.53,1.94,1
2025-01-18,D1,17:30,Leverkusen,M'gladbach,H,2024/2025,80.0,4.0,80.0,4.0,3.2,64.71,64.71,1.0,2.4,1.0,1.47,1.95,2.12,1.53,1.91,1
2025-02-01,D1,14:30,Stuttgart,M'gladbach,A,2024/2025,80.0,5.0,100.0,4.0,2.0,64.71,76.47,1.4,2.6,1.2,1.51,2.05,2.06,1.53,1.9,1
2025-02-15,D1,14:30,Union Berlin,M'gladbach,A,2024/2025,40.0,5.0,100.0,2.0,0.6,64.71,47.06,1.6,2.2,1.4,1.82,1.88,1.06,1.53,1.96,1
2025-03-01,D1,14:30,Heidenheim,M'gladbach,A,2024/2025,40.0,5.0,100.0,2.0,0.6,64.71,58.82,1.8,2.0,1.8,1.78,1.98,0.76,1.53,1.86,1
2025-03-15,D1,14:30,Werder Bremen,M'gladbach,A,2024/2025,60.0,5.0,100.0,3.0,1.0,64.71,52.94,2.4,1.4,2.2,1.62,1.95,1.24,1.53,2.06,1
2025-04-06,D1,14:30,St Pauli,M'gladbach,D,2024/2025,0.0,4.0,80.0,0.0,0.6,64.71,17.65,2.4,1.0,1.0,1.89,1.98,0.59,1.53,1.82,0
2025-04-20,D1,16:30,Dortmund,M'gladbach,H,2024/2025,80.0,4.0,80.0,4.0,2.6,64.71,76.47,2.4,1.4,1.2,1.33,1.93,2.59,1.53,1.84,1
2025-04-26,D1,14:30,Holstein Kiel,M'gladbach,H,2024/2025,80.0,4.0,80.0,4.0,1.4,64.71,70.59,2.6,2.0,2.4,1.53,1.87,1.41,1.53,1.94,1
2025-05-10,D1,17:30,Bayern Munich,M'gladbach,H,2024/2025,80.0,3.0,60.0,4.0,2.4,64.71,82.35,2.0,2.4,1.4,1.16,1.8,3.12,1.53,1.81,0
2022-08-06,D1,14:30,Bochum,Mainz,A,2022/2023,100.0,1.0,100.0,1.0,1.0,64.71,64.71,2.0,1.0,2.0,1.94,1.95,1.65,1.35,1.91,1
2022-08-20,D1,14:30,Augsburg,Mainz,A,2022/2023,100.0,2.0,100.0,2.0,0.5,64.71,41.18,2.0,1.0,3.0,1.85,1.94,0.94,1.35,2.05,1
2022-09-04,D1,16:30,M'gladbach,Mainz,A,2022/2023,33.33,2.0,66.67,1.0,1.33,64.71,52.94,1.67,0.67,0.67,1.8,2.05,1.94,1.35,1.94,0
2022-09-10,D1,14:30,Hoffenheim,Mainz,H,2022/2023,66.67,3.0,75.0,2.0,2.67,64.71,70.59,1.5,1.5,1.0,1.73,1.78,1.65,1.35,1.99,1
2022-10-01,D1,14:30,Freiburg,Mainz,H,2022/2023,50.0,4.0,80.0,2.0,1.0,64.71,41.18,1.4,1.6,1.0,2.08,1.91,1.65,1.35,1.81,1
2022-10-15,D1,14:30,Werder Bremen,Mainz,A,2022/2023,60.0,3.0,60.0,3.0,2.0,64.71,70.59,1.4,1.4,2.0,1.77,1.98,1.53,1.35,2.03,0
2022-10-29,D1,14:30,Bayern Munich,Mainz,H,2022/2023,80.0,3.0,60.0,4.0,3.6,64.71,64.71,1.4,2.4,1.0,1.31,1.88,3.12,1.35,2.03,1
2022-11-09,D1,19:30,Schalke 04,Mainz,H,2022/2023,60.0,3.0,60.0,3.0,1.2,64.71,70.59,1.2,2.6,1.8,1.9,1.81,1.35,1.35,1.79,0
2023-01-21,D1,14:30,Stuttgart,Mainz,D,2022/2023,60.0,2.0,40.0,3.0,1.8,64.71,47.06,1.2,2.0,1.0,2.0,1.99,1.35,1.35,2.08,0
2023-02-04,D1,14:30,Union Berlin,Mainz,H,2022/2023,80.0,2.0,40.0,4.0,2.2,64.71,47.06,1.2,2.0,1.0,2.42,1.96,1.76,1.35,1.97,1
2023-02-19,D1,18:30,Leverkusen,Mainz,A,2022/2023,40.0,3.0,60.0,2.0,2.2,64.71,70.59,1.4,2.4,1.0,1.84,1.96,2.06,1.35,1.83,1
2023-03-11,D1,14:30,Hertha,Mainz,D,2022/2023,40.0,2.0,40.0,2.0,1.4,64.71,47.06,1.2,1.4,1.8,2.13,1.88,1.41,1.35,1.77,0
2023-04-01,D1,14:30,RB Leipzig,Mainz,A,2022/2023,100.0,3.0,60.0,5.0,1.6,64.71,76.47,1.8,1.2,1.4,1.91,1.86,2.24,1.35,1.85,1
2023-04-15,D1,14:30,FC Koln,Mainz,D,2022/2023,20.0,3.0,60.0,1.0,0.8,64.71,47.06,1.8,1.2,1.0,2.25,1.96,1.65,1.35,1.89,0
2023-04-30,D1,16:30,Wolfsburg,Mainz,H,2022/2023,60.0,3.0,60.0,3.0,1.6,64.71,76.47,1.6,1.4,1.0,1.79,1.98,2.0,1.35,1.97,1
