Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,AST,HST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgHomeGoalsScored,AvgC<2.5,Over2.5
2024-12-21,SP1,15:15,Celta,Sociedad,H,H,2024/2025,20.0,40.0,1,7,1.6,42.11,57.89,0.6,1.2,0.8,2.77,1.68,1.48,0
2025-01-19,SP1,20:00,Valencia,Sociedad,H,H,2024/2025,20.0,60.0,3,2,1.6,42.11,47.37,0.8,1.0,1.4,3.4,1.37,1.35,0
2025-02-02,SP1,17:30,Osasuna,Sociedad,H,H,2024/2025,40.0,80.0,3,4,1.6,42.11,57.89,1.2,0.8,1.6,2.63,1.74,1.54,1
2025-02-16,SP1,20:00,Betis,Sociedad,H,D,2024/2025,60.0,80.0,1,8,1.8,42.11,57.89,1.6,0.8,1.6,2.47,1.68,1.59,1
2025-03-02,SP1,15:15,Barcelona,Sociedad,H,H,2024/2025,60.0,60.0,0,10,2.8,42.11,68.42,2.4,0.2,0.6,1.55,2.74,2.61,1
2025-03-16,SP1,17:30,Vallecano,Sociedad,D,A,2024/2025,80.0,40.0,4,5,1.2,42.11,52.63,2.4,0.6,1.0,3.2,1.26,1.43,1
2025-04-06,SP1,13:00,Las Palmas,Sociedad,A,A,2024/2025,100.0,60.0,8,5,1.0,42.11,47.37,2.4,1.2,2.0,2.2,1.11,1.72,1
2025-04-20,SP1,15:15,Villarreal,Sociedad,D,D,2024/2025,100.0,60.0,4,5,1.8,42.11,73.68,2.4,1.4,1.2,1.75,2.26,2.15,1
2025-04-23,SP1,20:30,Alaves,Sociedad,H,D,2024/2025,80.0,0.0,0,1,0.4,42.11,15.79,2.0,1.4,0.8,2.75,0.74,1.5,0
2025-05-10,SP1,20:00,Ath Madrid,Sociedad,H,H,2024/2025,80.0,80.0,1,7,2.8,42.11,52.63,2.0,1.4,1.2,2.24,2.21,1.72,1
2025-05-24,SP1,15:15,Real Madrid,Sociedad,H,H,2024/2025,60.0,60.0,1,8,1.8,42.11,63.16,2.0,1.0,1.0,1.34,2.37,3.37,0
2022-08-21,SP1,16:30,Ath Bilbao,Valencia,H,H,2022/2023,0.0,0.0,0,2,0.5,42.11,31.58,1.0,0.0,0.0,2.2,1.16,1.73,0
2022-09-10,SP1,13:00,Vallecano,Valencia,H,H,2022/2023,50.0,50.0,4,6,1.0,42.11,63.16,1.5,0.5,1.5,2.45,1.47,1.61,1
2022-10-02,SP1,13:00,Espanol,Valencia,D,D,2022/2023,66.67,75.0,5,5,1.25,42.11,63.16,1.67,1.0,2.5,2.2,1.42,1.73,1
2022-10-07,SP1,20:00,Osasuna,Valencia,A,A,2022/2023,75.0,60.0,7,2,1.4,42.11,47.37,1.5,1.25,1.2,2.26,1.26,1.69,1
2022-10-18,SP1,18:00,Sevilla,Valencia,D,A,2022/2023,60.0,20.0,5,5,0.6,42.11,52.63,1.4,1.2,1.6,2.14,1.26,1.79,0
2022-11-06,SP1,15:15,Sociedad,Valencia,D,D,2022/2023,60.0,20.0,3,4,1.0,42.11,31.58,1.4,1.4,0.8,2.38,1.37,1.65,0
2022-12-31,SP1,15:15,Villarreal,Valencia,H,D,2022/2023,60.0,40.0,4,8,1.4,42.11,52.63,1.4,1.4,1.0,2.12,1.89,1.91,1
2023-01-29,SP1,13:00,Valladolid,Valencia,H,D,2022/2023,40.0,20.0,2,6,0.8,42.11,47.37,1.2,1.0,0.8,2.38,1.11,1.73,0
2023-02-02,SP1,20:00,Real Madrid,Valencia,H,D,2022/2023,20.0,40.0,0,7,1.6,42.11,57.89,1.4,0.6,0.6,1.71,2.32,2.27,0
2023-02-05,SP1,15:15,Girona,Valencia,H,D,2022/2023,20.0,60.0,4,8,1.4,42.11,63.16,1.4,0.4,1.0,2.38,1.84,1.78,0
2023-02-20,SP1,20:00,Getafe,Valencia,H,D,2022/2023,20.0,20.0,3,6,1.0,42.11,42.11,1.4,0.2,0.8,3.3,1.11,1.38,0
2023-03-05,SP1,15:15,Barcelona,Valencia,H,H,2022/2023,0.0,20.0,1,4,1.6,42.11,47.37,1.2,0.0,0.2,1.89,1.95,2.02,0
2023-03-18,SP1,20:00,Ath Madrid,Valencia,H,H,2022/2023,20.0,60.0,1,6,2.8,42.11,57.89,1.6,0.0,0.4,2.29,2.16,1.68,1
2023-04-09,SP1,17:30,Almeria,Valencia,H,D,2022/2023,40.0,40.0,4,4,1.2,42.11,57.89,1.6,0.2,1.4,1.97,1.53,1.92,1
2023-04-23,SP1,13:00,Elche,Valencia,A,A,2022/2023,40.0,40.0,3,1,0.6,42.11,36.84,1.4,0.6,2.2,2.25,0.95,1.76,0
2023-04-30,SP1,13:00,Cadiz,Valencia,H,H,2022/2023,60.0,40.0,4,4,0.8,42.11,31.58,1.6,0.8,1.6,2.79,1.0,1.49,1
2023-05-14,SP1,13:00,Celta,Valencia,A,A,2022/2023,80.0,60.0,5,6,1.4,42.11,52.63,1.6,1.2,1.0,2.24,1.37,1.75,1
2023-05-25,SP1,18:30,Mallorca,Valencia,H,D,2022/2023,60.0,20.0,5,3,1.2,42.11,21.05,1.2,1.2,0.4,2.76,1.16,1.49,0
2023-06-04,SP1,20:00,Betis,Valencia,D,H,2022/2023,40.0,40.0,3,3,1.4,42.11,47.37,1.0,1.2,0.8,2.38,1.37,1.71,0
2023-08-11,SP1,21:00,Sevilla,Valencia,A,D,2023/2024,100.0,100.0,3,3,1.0,47.37,57.89,1.0,2.0,2.0,2.45,1.42,1.61,1
2023-09-02,SP1,17:30,Alaves,Valencia,H,H,2023/2024,50.0,50.0,4,1,2.5,47.37,26.32,1.0,1.0,1.5,2.9,1.21,1.45,0
2023-09-23,SP1,20:00,Almeria,Valencia,D,A,2023/2024,66.67,75.0,5,10,1.25,47.37,68.42,1.33,1.33,2.5,2.19,1.16,1.8,1
2023-10-01,SP1,20:00,Betis,Valencia,H,H,2023/2024,75.0,25.0,2,7,1.25,47.37,36.84,1.75,1.0,0.25,2.38,1.42,1.65,1
2023-10-07,SP1,17:30,Mallorca,Valencia,D,D,2023/2024,60.0,25.0,3,5,0.75,47.37,26.32,1.6,1.0,1.0,2.85,0.89,1.47,0
2023-10-29,SP1,17:30,Ath Bilbao,Valencia,D,H,2023/2024,60.0,100.0,5,7,2.8,47.37,57.89,1.8,1.0,1.2,2.11,2.21,1.8,1
2023-11-11,SP1,20:00,Real Madrid,Valencia,H,H,2023/2024,80.0,60.0,4,7,2.6,47.37,57.89,2.6,1.2,0.4,1.71,2.53,2.33,1
2023-12-02,SP1,13:00,Girona,Valencia,H,D,2023/2024,80.0,60.0,3,5,1.8,47.37,68.42,2.6,1.0,1.4,1.95,2.79,1.98,1
2023-12-08,SP1,20:00,Getafe,Valencia,H,D,2023/2024,60.0,20.0,0,6,1.0,47.37,31.58,2.2,1.0,0.4,2.96,1.05,1.43,0
2023-12-19,SP1,18:00,Vallecano,Valencia,A,D,2023/2024,60.0,40.0,3,1,0.8,47.37,36.84,2.0,1.0,1.2,2.54,0.95,1.62,0
2024-01-14,SP1,15:15,Cadiz,Valencia,A,D,2023/2024,60.0,60.0,5,2,0.8,47.37,26.32,1.8,1.4,2.0,3.05,0.84,1.43,1
2024-01-28,SP1,20:00,Ath Madrid,Valencia,H,H,2023/2024,40.0,40.0,3,8,1.8,47.37,78.95,1.2,1.2,0.8,2.07,2.21,1.88,0
2024-02-10,SP1,20:00,Las Palmas,Valencia,H,D,2023/2024,20.0,60.0,1,3,1.6,47.37,31.58,1.2,1.0,1.0,2.79,1.05,1.5,0
2024-03-17,SP1,15:15,Villarreal,Valencia,H,D,2023/2024,20.0,20.0,7,7,1.6,47.37,73.68,1.2,1.0,0.6,2.09,1.89,1.85,0
2024-04-04,SP1,19:00,Granada,Valencia,A,D,2023/2024,20.0,20.0,2,3,0.8,47.37,47.37,1.2,1.0,1.4,2.35,1.26,1.66,0
2024-04-15,SP1,20:00,Osasuna,Valencia,A,A,2023/2024,0.0,40.0,3,2,1.0,47.37,26.32,1.0,0.4,1.6,2.77,1.0,1.49,0
2024-04-29,SP1,20:00,Barcelona,Valencia,H,A,2023/2024,20.0,60.0,3,13,2.6,47.37,57.89,1.4,0.8,1.0,1.66,2.26,2.73,1
2024-05-16,SP1,21:00,Sociedad,Valencia,H,H,2023/2024,20.0,20.0,3,5,1.4,47.37,31.58,1.2,0.8,0.6,2.27,1.37,1.7,0
2024-05-26,SP1,15:15,Celta,Valencia,D,A,2023/2024,40.0,80.0,1,4,2.2,47.37,42.11,1.4,1.2,1.2,1.86,1.11,2.04,1
2024-08-23,SP1,18:00,Celta,Valencia,H,H,2024/2025,100.0,100.0,5,5,2.5,42.11,57.89,3.0,1.0,1.0,2.19,1.68,1.78,1
2024-08-28,SP1,18:00,Ath Bilbao,Valencia,H,H,2024/2025,50.0,0.0,0,4,1.0,42.11,36.84,2.0,0.5,0.5,2.21,1.68,1.74,0
2024-09-15,SP1,20:00,Ath Madrid,Valencia,H,H,2024/2025,66.67,66.67,1,5,2.0,42.11,52.63,2.33,0.33,0.0,1.99,2.21,1.96,1
2024-09-28,SP1,17:30,Sociedad,Valencia,H,H,2024/2025,75.0,75.0,4,6,1.25,42.11,42.11,2.5,0.25,1.5,2.86,1.05,1.46,1
2024-10-04,SP1,20:00,Leganes,Valencia,D,D,2024/2025,60.0,25.0,1,0,0.5,42.11,47.37,2.0,0.2,1.0,3.4,1.21,1.35,0
2024-10-27,SP1,15:15,Getafe,Valencia,D,A,2024/2025,40.0,0.0,1,4,1.0,42.11,26.32,1.6,0.2,0.6,3.56,0.79,1.32,0
2024-11-29,SP1,20:00,Mallorca,Valencia,H,D,2024/2025,60.0,20.0,1,3,0.8,42.11,47.37,1.8,0.4,0.4,3.44,1.05,1.34,1
2024-12-13,SP1,20:00,Valladolid,Valencia,H,H,2024/2025,40.0,60.0,2,1,0.8,42.11,47.37,1.4,0.4,2.0,2.57,0.58,1.56,0
2024-12-18,SP1,20:30,Espanol,Valencia,D,H,2024/2025,20.0,40.0,4,3,1.2,42.11,36.84,1.0,0.6,1.0,2.86,1.21,1.46,0
2025-01-11,SP1,20:00,Sevilla,Valencia,D,D,2024/2025,20.0,0.0,1,5,0.8,42.11,26.32,1.2,0.8,0.8,2.48,0.89,1.59,0
2025-01-26,SP1,20:00,Barcelona,Valencia,H,H,2024/2025,40.0,80.0,2,11,2.4,42.11,68.42,2.4,0.8,1.4,1.45,2.74,2.94,1
2025-02-15,SP1,20:00,Villarreal,Valencia,D,H,2024/2025,20.0,60.0,3,4,2.4,42.11,73.68,2.2,0.8,1.0,1.85,2.26,2.04,0
2025-03-02,SP1,20:00,Osasuna,Valencia,D,H,2024/2025,40.0,60.0,5,5,1.6,42.11,57.89,2.6,1.4,1.6,2.38,1.74,1.67,1
2025-03-15,SP1,20:00,Girona,Valencia,D,D,2024/2025,40.0,80.0,2,4,1.4,42.11,68.42,2.6,1.4,1.6,2.07,1.42,1.84,0
2025-04-05,SP1,15:15,Real Madrid,Valencia,A,A,2024/2025,60.0,60.0,2,9,1.8,42.11,63.16,2.6,1.6,1.2,1.44,2.37,2.89,1
2025-04-19,SP1,13:00,Vallecano,Valencia,D,H,2024/2025,40.0,40.0,3,4,0.8,42.11,52.63,1.4,1.6,1.8,2.35,1.26,1.64,0
2025-05-03,SP1,17:30,Las Palmas,Valencia,A,D,2024/2025,60.0,60.0,5,3,1.2,42.11,47.37,1.6,2.0,2.0,2.24,1.11,1.75,1
2025-05-14,SP1,18:00,Alaves,Valencia,H,D,2024/2025,40.0,0.0,3,5,0.4,42.11,15.79,1.2,1.4,0.6,3.01,0.74,1.42,0
2025-05-23,SP1,20:00,Betis,Valencia,D,H,2024/2025,40.0,60.0,2,4,2.0,42.11,57.89,1.2,1.4,1.2,1.61,1.68,2.44,0
2022-08-19,SP1,21:00,Sevilla,Valladolid,D,D,2022/2023,0.0,0.0,3,2,1.0,57.89,52.63,1.0,1.0,1.0,2.12,1.26,1.87,0
2022-08-28,SP1,18:30,Barcelona,Valladolid,H,H,2022/2023,50.0,50.0,3,9,2.0,57.89,47.37,2.5,0.5,0.0,1.37,1.95,3.43,1
2022-09-09,SP1,20:00,Girona,Valladolid,H,D,2022/2023,66.67,66.67,4,5,1.67,57.89,63.16,2.33,0.67,1.0,2.41,1.84,1.67,1
2022-10-01,SP1,15:15,Getafe,Valladolid,A,D,2022/2023,75.0,75.0,7,6,1.0,57.89,42.11,2.25,1.25,1.75,2.55,1.11,1.55,1
2022-10-16,SP1,17:30,Espanol,Valladolid,H,D,2022/2023,60.0,60.0,2,3,1.2,57.89,63.16,2.0,1.0,2.0,2.08,1.42,1.83,0
2022-10-30,SP1,13:00,Osasuna,Valladolid,H,H,2022/2023,60.0,40.0,2,10,1.2,57.89,47.37,2.2,0.8,1.0,2.05,1.26,1.86,0
2022-11-08,SP1,19:00,Ath Bilbao,Valladolid,H,H,2022/2023,60.0,60.0,0,6,2.2,57.89,31.58,2.0,0.8,0.6,1.78,1.16,2.12,1
2023-01-07,SP1,17:30,Mallorca,Valladolid,H,D,2022/2023,40.0,0.0,1,4,0.6,57.89,21.05,1.8,0.6,0.6,2.8,1.16,1.48,0
2023-01-21,SP1,17:30,Ath Madrid,Valladolid,H,H,2022/2023,40.0,20.0,1,8,1.4,57.89,57.89,2.0,0.0,0.6,1.92,2.16,2.04,1
2023-02-05,SP1,17:30,Sociedad,Valladolid,A,D,2022/2023,40.0,20.0,2,4,1.2,57.89,31.58,1.8,0.2,1.0,2.05,1.37,1.84,0
2023-02-18,SP1,15:15,Betis,Valladolid,H,H,2022/2023,60.0,60.0,3,10,1.4,57.89,47.37,1.8,0.4,1.6,1.96,1.37,1.96,1
2023-02-26,SP1,15:15,Celta,Valladolid,H,H,2022/2023,60.0,20.0,3,4,1.2,57.89,52.63,1.8,0.4,0.6,2.1,1.37,1.91,1
2023-03-11,SP1,15:15,Elche,Valladolid,D,A,2022/2023,60.0,40.0,1,10,1.4,57.89,36.84,1.8,0.6,1.4,2.28,0.95,1.71,0
2023-04-02,SP1,15:15,Real Madrid,Valladolid,H,H,2022/2023,60.0,60.0,2,17,3.2,57.89,57.89,2.4,0.6,0.4,1.43,2.32,3.21,1
2023-04-15,SP1,13:00,Villarreal,Valladolid,A,A,2022/2023,80.0,40.0,7,7,1.2,57.89,52.63,2.6,0.8,1.0,1.69,1.89,2.31,1
2023-04-27,SP1,18:30,Valencia,Valladolid,H,A,2022/2023,80.0,20.0,2,5,1.0,57.89,47.37,2.6,0.8,0.8,2.04,1.42,1.89,1
2023-05-04,SP1,21:00,Vallecano,Valladolid,H,D,2022/2023,80.0,100.0,4,6,1.8,57.89,63.16,2.4,1.0,1.4,2.1,1.47,1.85,1
2023-05-19,SP1,20:00,Cadiz,Valladolid,H,D,2022/2023,80.0,20.0,2,4,0.8,57.89,31.58,2.6,0.8,1.2,2.12,1.0,1.85,0
2023-05-28,SP1,18:00,Almeria,Valladolid,D,D,2022/2023,60.0,80.0,2,7,1.6,57.89,57.89,1.4,0.8,0.8,1.88,1.53,2.06,0
2024-08-25,SP1,16:00,Real Madrid,Valladolid,H,D,2024/2025,100.0,100.0,2,9,3.0,84.21,63.16,3.0,0.0,0.0,1.41,2.37,3.14,1
2024-08-31,SP1,16:00,Barcelona,Valladolid,H,H,2024/2025,100.0,100.0,2,10,4.5,84.21,68.42,5.0,0.0,0.5,1.44,2.74,3.04,1
2024-09-15,SP1,13:00,Celta,Valladolid,H,H,2024/2025,100.0,100.0,1,7,2.67,84.21,57.89,4.33,0.33,1.0,1.84,1.68,2.03,1
2024-09-24,SP1,18:00,Sevilla,Valladolid,H,H,2024/2025,100.0,50.0,2,5,1.0,84.21,26.32,3.75,0.5,1.25,2.1,0.89,1.82,1
2024-10-18,SP1,20:00,Alaves,Valladolid,A,D,2024/2025,100.0,60.0,4,4,1.2,84.21,15.79,3.4,1.0,1.4,2.4,0.74,1.68,1
2024-11-02,SP1,13:00,Osasuna,Valladolid,H,H,2024/2025,80.0,80.0,4,4,2.2,84.21,57.89,3.0,1.0,1.4,2.24,1.74,1.75,0
2024-11-22,SP1,20:00,Getafe,Valladolid,H,D,2024/2025,60.0,0.0,3,5,1.2,84.21,26.32,2.0,1.0,0.6,2.79,0.79,1.48,0
2024-12-07,SP1,13:00,Las Palmas,Valladolid,H,D,2024/2025,60.0,40.0,2,5,1.2,84.21,47.37,1.8,1.0,1.2,2.14,1.11,1.8,1
2024-12-20,SP1,20:00,Girona,Valladolid,H,H,2024/2025,60.0,80.0,1,7,2.2,84.21,68.42,2.0,0.8,1.6,1.92,1.42,2.0,1
2025-01-17,SP1,20:00,Espanol,Valladolid,H,H,2024/2025,60.0,40.0,4,4,1.4,84.21,36.84,2.0,0.4,0.8,2.5,1.21,1.56,1
2025-02-01,SP1,15:15,Villarreal,Valladolid,H,H,2024/2025,80.0,80.0,2,8,2.6,84.21,73.68,2.8,0.6,1.2,1.45,2.26,2.93,1
2025-02-07,SP1,20:00,Vallecano,Valladolid,H,D,2024/2025,80.0,80.0,3,6,1.8,84.21,52.63,2.6,0.6,1.4,2.16,1.26,1.8,0
2025-02-23,SP1,13:00,Ath Bilbao,Valladolid,H,H,2024/2025,80.0,60.0,3,16,2.8,84.21,36.84,3.6,0.6,0.4,1.72,1.68,2.27,1
2025-03-08,SP1,17:30,Valencia,Valladolid,H,D,2024/2025,80.0,60.0,4,4,1.4,84.21,47.37,3.4,0.8,1.0,1.97,1.37,1.91,1
2025-03-29,SP1,13:00,Sociedad,Valladolid,H,H,2024/2025,80.0,80.0,5,2,1.4,84.21,42.11,3.4,0.8,1.2,2.02,1.05,1.9,1
2025-04-14,SP1,20:00,Ath Madrid,Valladolid,H,H,2024/2025,80.0,40.0,3,9,2.0,84.21,52.63,3.2,1.0,1.4,1.47,2.21,2.8,1
2025-04-24,SP1,20:30,Betis,Valladolid,H,D,2024/2025,100.0,80.0,5,6,2.2,84.21,57.89,4.0,1.2,1.0,1.42,1.68,3.03,1
2025-05-10,SP1,17:30,Mallorca,Valladolid,H,D,2024/2025,100.0,60.0,7,4,1.2,84.21,47.37,3.0,1.2,1.0,1.9,1.05,2.0,1
2025-05-24,SP1,17:30,Leganes,Valladolid,H,H,2024/2025,100.0,40.0,2,6,1.6,84.21,47.37,3.2,1.0,1.0,1.63,1.21,2.4,1
2022-08-13,SP1,20:00,Barcelona,Vallecano,D,D,2022/2023,0.0,0.0,2,6,0.0,52.63,47.37,0.0,0.0,0.0,1.58,1.95,2.61,0
2022-08-19,SP1,19:00,Espanol,Vallecano,A,A,2022/2023,0.0,0.0,3,1,0.0,52.63,63.16,0.0,1.0,2.0,2.63,1.42,1.53,0
2022-09-04,SP1,13:00,Osasuna,Vallecano,H,D,2022/2023,33.33,66.67,3,6,2.0,52.63,47.37,0.67,1.0,0.67,2.53,1.26,1.57,1
2022-09-17,SP1,20:00,Ath Bilbao,Vallecano,H,H,2022/2023,50.0,25.0,2,7,1.0,52.63,31.58,1.25,1.25,0.75,2.26,1.16,1.78,1
2022-10-08,SP1,13:00,Almeria,Vallecano,H,H,2022/2023,60.0,75.0,4,4,1.5,52.63,57.89,1.6,1.2,1.25,2.5,1.53,1.68,1
2022-10-18,SP1,20:00,Ath Madrid,Vallecano,D,H,2022/2023,60.0,60.0,4,4,1.6,52.63,57.89,1.8,1.4,1.4,2.28,2.16,1.68,0
2022-10-29,SP1,17:30,Sevilla,Vallecano,A,D,2022/2023,60.0,20.0,5,4,0.4,52.63,52.63,1.8,1.2,1.6,2.23,1.26,1.71,0
2022-12-29,SP1,16:00,Girona,Vallecano,D,D,2022/2023,60.0,60.0,4,7,1.8,52.63,63.16,1.8,1.4,2.0,2.13,1.84,1.82,1
2023-01-14,SP1,13:00,Valladolid,Vallecano,A,D,2022/2023,40.0,40.0,6,2,1.4,52.63,47.37,1.2,1.2,1.0,2.38,1.11,1.64,0
2023-01-30,SP1,20:00,Villarreal,Vallecano,A,D,2022/2023,20.0,40.0,3,3,1.0,52.63,52.63,0.6,1.2,1.0,2.06,1.89,1.9,0
2023-02-12,SP1,13:00,Getafe,Vallecano,D,A,2022/2023,20.0,20.0,4,4,0.8,52.63,42.11,0.6,1.2,0.8,3.12,1.11,1.4,0
2023-02-25,SP1,15:15,Cadiz,Vallecano,H,D,2022/2023,20.0,0.0,2,3,1.4,52.63,31.58,0.8,1.0,0.4,2.7,1.0,1.51,0
2023-03-11,SP1,17:30,Celta,Vallecano,H,D,2022/2023,20.0,40.0,3,6,1.6,52.63,52.63,1.0,0.6,0.4,2.34,1.37,1.66,1
2023-04-03,SP1,20:00,Valencia,Vallecano,D,A,2022/2023,20.0,40.0,2,4,1.2,52.63,47.37,1.2,0.6,1.0,2.4,1.42,1.62,0
2023-04-22,SP1,17:30,Sociedad,Vallecano,H,D,2022/2023,40.0,20.0,2,1,1.4,52.63,31.58,1.6,0.6,0.4,2.43,1.37,1.65,1
2023-04-29,SP1,15:15,Elche,Vallecano,H,H,2022/2023,60.0,60.0,3,9,1.4,52.63,36.84,2.2,0.4,2.0,2.31,0.95,1.69,1
2023-05-15,SP1,20:00,Betis,Vallecano,H,H,2022/2023,80.0,40.0,4,5,1.4,52.63,47.37,2.6,0.6,0.8,2.13,1.37,1.8,1
2023-05-24,SP1,18:30,Real Madrid,Vallecano,H,H,2022/2023,80.0,60.0,6,3,2.2,52.63,57.89,2.4,0.8,1.2,1.55,2.32,2.59,1
2023-06-04,SP1,17:30,Mallorca,Vallecano,H,D,2022/2023,100.0,40.0,4,4,1.8,52.63,21.05,2.8,0.6,0.4,2.56,1.16,1.61,1
2023-08-11,SP1,18:30,Almeria,Vallecano,A,A,2023/2024,0.0,0.0,4,5,0.0,36.84,68.42,0.0,2.0,2.0,2.37,1.16,1.64,0
2023-08-21,SP1,20:30,Granada,Vallecano,A,D,2023/2024,0.0,0.0,9,7,0.0,36.84,47.37,0.0,2.0,2.0,2.49,1.26,1.59,0
2023-09-02,SP1,20:00,Betis,Vallecano,H,D,2023/2024,0.0,0.0,6,5,0.5,36.84,36.84,0.33,1.33,0.0,2.38,1.42,1.66,0
2023-09-27,SP1,20:30,Cadiz,Vallecano,D,D,2023/2024,0.0,25.0,4,2,1.25,36.84,26.32,0.25,1.0,0.5,2.53,0.84,1.6,0
2023-10-07,SP1,20:00,Sevilla,Vallecano,D,A,2023/2024,20.0,80.0,4,6,2.0,36.84,57.89,0.6,1.2,1.4,2.02,1.42,1.85,1
2023-10-22,SP1,13:00,Las Palmas,Vallecano,A,D,2023/2024,20.0,20.0,4,6,0.8,36.84,31.58,0.6,1.0,0.6,2.67,1.05,1.53,0
2023-11-05,SP1,20:00,Real Madrid,Vallecano,D,D,2023/2024,20.0,60.0,0,5,2.0,36.84,57.89,0.6,0.6,0.4,1.54,2.53,2.64,0
2023-12-02,SP1,15:15,Ath Bilbao,Vallecano,H,H,2023/2024,40.0,100.0,3,4,3.0,36.84,57.89,1.2,0.6,1.4,1.76,2.21,2.21,1
2023-12-15,SP1,20:00,Osasuna,Vallecano,H,D,2023/2024,40.0,20.0,3,4,1.4,36.84,26.32,1.4,0.6,1.2,2.53,1.0,1.59,0
2024-01-02,SP1,16:00,Getafe,Vallecano,A,A,2023/2024,20.0,20.0,8,0,1.0,36.84,31.58,1.0,0.6,0.8,2.89,1.05,1.47,0
2024-01-27,SP1,13:00,Sociedad,Vallecano,D,D,2023/2024,20.0,20.0,0,3,0.6,36.84,31.58,1.0,0.4,0.6,2.9,1.37,1.46,0
2024-01-31,SP1,20:00,Ath Madrid,Vallecano,H,D,2023/2024,40.0,60.0,2,3,2.0,36.84,78.95,1.4,0.6,1.0,2.09,2.21,1.85,1
2024-02-11,SP1,15:15,Mallorca,Vallecano,H,D,2023/2024,40.0,40.0,4,5,1.4,36.84,26.32,1.0,0.8,1.0,3.6,0.89,1.33,1
2024-02-26,SP1,20:00,Girona,Vallecano,H,D,2023/2024,60.0,80.0,1,8,3.0,36.84,68.42,1.4,0.8,0.8,1.82,2.79,2.09,1
2024-03-10,SP1,13:00,Alaves,Vallecano,H,H,2023/2024,60.0,20.0,3,4,1.0,36.84,26.32,1.6,0.4,1.0,2.75,1.21,1.51,0
2024-03-31,SP1,13:00,Celta,Vallecano,D,D,2023/2024,60.0,20.0,2,0,0.4,36.84,42.11,1.6,0.4,0.8,2.18,1.11,1.81,0
2024-04-28,SP1,17:30,Villarreal,Vallecano,H,H,2023/2024,60.0,60.0,4,7,2.2,36.84,73.68,1.8,0.2,0.8,2.06,1.89,1.91,1
2024-05-12,SP1,17:30,Valencia,Vallecano,D,D,2023/2024,40.0,20.0,1,5,0.4,36.84,36.84,1.4,0.0,0.6,2.7,1.05,1.52,0
2024-05-19,SP1,18:00,Barcelona,Vallecano,H,H,2023/2024,40.0,40.0,4,6,2.2,36.84,57.89,1.4,0.0,0.4,1.53,2.26,2.69,1
2024-08-18,SP1,18:00,Sociedad,Vallecano,A,D,2024/2025,100.0,100.0,5,5,1.0,36.84,42.11,1.0,2.0,2.0,2.8,1.05,1.51,1
2024-08-24,SP1,20:30,Getafe,Vallecano,D,D,2024/2025,50.0,0.0,1,0,0.0,36.84,26.32,0.5,1.0,0.0,3.53,0.79,1.36,0
2024-08-31,SP1,18:15,Espanol,Vallecano,H,D,2024/2025,66.67,50.0,5,5,1.0,36.84,36.84,1.0,1.0,1.0,3.0,1.21,1.44,1
2024-09-25,SP1,18:00,Girona,Vallecano,D,D,2024/2025,50.0,66.67,0,0,1.67,36.84,68.42,0.75,0.75,1.33,2.02,1.42,1.88,0
2024-10-05,SP1,17:30,Valladolid,Vallecano,A,D,2024/2025,60.0,40.0,3,5,0.6,36.84,47.37,0.8,1.0,0.8,2.76,0.58,1.5,1
2024-10-20,SP1,13:00,Mallorca,Vallecano,H,D,2024/2025,40.0,20.0,2,5,0.8,36.84,47.37,0.8,0.6,0.6,2.88,1.05,1.46,0
2024-11-24,SP1,15:15,Sevilla,Vallecano,H,H,2024/2025,40.0,20.0,1,3,1.0,36.84,26.32,1.0,0.6,0.6,2.38,0.89,1.64,0
2024-12-07,SP1,17:30,Valencia,Vallecano,A,A,2024/2025,20.0,40.0,1,6,1.6,36.84,47.37,0.6,0.6,1.2,2.85,1.37,1.47,0
2024-12-18,SP1,20:30,Villarreal,Vallecano,D,D,2024/2025,20.0,60.0,3,5,1.6,36.84,73.68,0.8,0.8,1.2,1.87,2.26,2.03,0
2024-12-22,SP1,20:00,Betis,Vallecano,D,H,2024/2025,0.0,40.0,4,5,1.4,36.84,57.89,0.8,0.6,1.0,2.19,1.68,1.8,0
2025-01-19,SP1,17:30,Osasuna,Vallecano,D,A,2024/2025,0.0,60.0,3,3,1.4,36.84,57.89,0.8,0.8,1.4,2.43,1.74,1.61,0
2025-01-31,SP1,20:00,Leganes,Vallecano,A,D,2024/2025,0.0,60.0,3,1,0.6,36.84,47.37,0.6,1.0,2.4,2.58,1.21,1.54,0
2025-02-17,SP1,20:00,Barcelona,Vallecano,H,H,2024/2025,0.0,40.0,4,5,2.0,36.84,68.42,0.8,0.8,0.8,1.36,2.74,3.39,0
2025-03-09,SP1,15:15,Real Madrid,Vallecano,H,H,2024/2025,20.0,60.0,6,5,2.6,36.84,63.16,1.0,0.8,1.0,1.56,2.37,2.55,1
2025-03-29,SP1,17:30,Alaves,Vallecano,A,A,2024/2025,20.0,0.0,5,4,0.4,36.84,15.79,0.8,1.0,1.0,2.83,0.74,1.46,0
