Date,Div,Time,HomeTeam,AwayTeam,FTR,HTR,Season,Last5AwayOver2.5Perc,Last5HomeOver2.5Perc,AST,HST,AvgLast5HomeGoalsScored,AwayOver2.5Perc,HomeOver2.5Perc,AvgLast5AwayGoalsConceded,AvgLast5AwayGoalsScored,AvgLast5HomeGoalsConceded,MaxC>2.5,AvgHomeGoalsScored,AvgC<2.5,Over2.5
2023-08-14,SP1,18:30,Cadiz,Alaves,H,H,2023/2024,0.0,0.0,2,3,1.0,31.58,26.32,1.0,0.0,0.0,3.1,0.84,1.41,0
2023-08-28,SP1,18:30,Getafe,Alaves,H,D,2023/2024,0.0,0.0,2,4,0.5,31.58,31.58,1.0,0.0,0.0,4.1,1.05,1.27,0
2023-09-15,SP1,20:00,Vallecano,Alaves,H,H,2023/2024,0.0,50.0,1,11,1.0,31.58,36.84,1.33,0.0,3.5,2.75,0.95,1.5,0
2023-09-28,SP1,18:00,Celta,Alaves,D,H,2023/2024,0.0,0.0,11,0,0.25,31.58,42.11,1.25,0.25,1.25,2.35,1.11,1.67,0
2023-10-22,SP1,17:30,Villarreal,Alaves,D,D,2023/2024,0.0,80.0,7,3,1.6,31.58,73.68,1.2,0.4,2.0,2.14,1.89,1.78,0
2023-10-29,SP1,20:00,Ath Madrid,Alaves,H,H,2023/2024,20.0,100.0,1,7,2.6,31.58,78.95,1.4,0.6,1.2,2.01,2.21,1.9,1
2023-11-12,SP1,15:15,Barcelona,Alaves,H,A,2023/2024,40.0,60.0,1,6,1.6,31.58,57.89,1.6,0.8,1.0,1.66,2.26,2.34,1
2023-12-03,SP1,13:00,Mallorca,Alaves,D,D,2023/2024,40.0,20.0,4,3,0.8,31.58,26.32,1.2,0.8,0.8,3.04,0.89,1.42,0
2023-12-18,SP1,20:00,Girona,Alaves,H,H,2023/2024,60.0,60.0,2,4,2.4,31.58,68.42,1.6,0.6,0.8,1.84,2.79,2.08,1
2024-01-02,SP1,18:15,Sociedad,Alaves,D,D,2023/2024,60.0,20.0,2,6,0.8,31.58,31.58,1.6,0.6,0.6,2.44,1.37,1.63,0
2024-01-12,SP1,20:00,Sevilla,Alaves,A,A,2023/2024,60.0,40.0,8,4,0.8,31.58,57.89,1.6,1.0,2.0,2.5,1.42,1.59,1
2024-01-26,SP1,20:00,Almeria,Alaves,A,A,2023/2024,60.0,40.0,3,7,0.2,31.58,68.42,1.2,1.4,1.2,2.47,1.16,1.6,1
2024-02-18,SP1,20:00,Betis,Alaves,D,D,2023/2024,60.0,20.0,4,2,1.0,31.58,36.84,1.2,1.4,1.2,2.61,1.42,1.56,0
2024-03-04,SP1,20:00,Osasuna,Alaves,H,D,2023/2024,40.0,40.0,4,4,1.4,31.58,26.32,0.8,1.4,1.0,2.8,1.0,1.48,0
2024-03-16,SP1,20:00,Ath Bilbao,Alaves,H,H,2023/2024,40.0,60.0,3,4,2.2,31.58,57.89,1.0,1.2,0.6,2.4,2.21,1.64,0
2024-04-14,SP1,15:15,Granada,Alaves,H,H,2023/2024,20.0,20.0,3,3,1.2,31.58,47.37,1.0,0.6,1.2,2.5,1.26,1.59,0
2024-05-05,SP1,17:30,Valencia,Alaves,A,D,2023/2024,0.0,40.0,4,1,0.8,31.58,36.84,1.0,0.2,1.0,2.66,1.05,1.52,0
2024-05-14,SP1,20:30,Real Madrid,Alaves,H,H,2023/2024,20.0,80.0,10,11,3.4,31.58,57.89,2.0,0.2,0.4,1.5,2.53,2.73,1
2024-05-26,SP1,15:15,Las Palmas,Alaves,D,D,2023/2024,20.0,20.0,4,4,0.6,31.58,31.58,2.0,0.4,1.6,1.99,1.05,1.96,0
2024-08-16,SP1,18:00,Celta,Alaves,H,A,2024/2025,100.0,100.0,2,4,2.0,57.89,57.89,2.0,1.0,1.0,2.4,1.68,1.63,1
2024-08-28,SP1,20:30,Sociedad,Alaves,A,D,2024/2025,100.0,100.0,5,1,1.0,57.89,42.11,1.5,1.5,2.0,2.4,1.05,1.64,1
2024-09-14,SP1,15:15,Espanol,Alaves,H,D,2024/2025,100.0,66.67,6,4,1.67,57.89,36.84,2.0,1.67,1.33,2.75,1.21,1.5,1
2024-09-24,SP1,20:00,Real Madrid,Alaves,H,H,2024/2025,100.0,75.0,3,4,3.0,57.89,63.16,2.25,1.75,0.75,1.51,2.37,2.71,1
2024-09-28,SP1,13:00,Getafe,Alaves,H,H,2024/2025,80.0,0.0,1,8,0.75,57.89,26.32,2.2,1.4,0.25,3.64,0.79,1.33,0
2024-10-26,SP1,15:15,Vallecano,Alaves,H,D,2024/2025,60.0,40.0,7,4,1.4,57.89,52.63,2.0,1.2,1.0,2.76,1.26,1.5,0
2024-11-09,SP1,15:15,Villarreal,Alaves,H,H,2024/2025,60.0,80.0,3,3,2.4,57.89,73.68,2.4,0.8,2.0,1.83,2.26,2.05,1
2024-11-23,SP1,15:15,Ath Madrid,Alaves,H,A,2024/2025,60.0,60.0,1,8,2.2,57.89,52.63,2.2,0.6,0.6,2.16,2.21,1.76,1
2024-12-08,SP1,17:30,Osasuna,Alaves,D,A,2024/2025,60.0,80.0,3,8,2.0,57.89,57.89,2.0,0.6,1.6,2.69,1.74,1.51,1
2024-12-22,SP1,13:00,Valencia,Alaves,D,A,2024/2025,80.0,60.0,3,3,1.6,57.89,47.37,2.0,1.0,1.6,2.55,1.37,1.56,1
2025-01-18,SP1,17:30,Betis,Alaves,A,D,2024/2025,100.0,60.0,5,2,1.4,57.89,57.89,2.0,1.6,1.6,2.35,1.68,1.69,1
2025-02-02,SP1,13:00,Barcelona,Alaves,H,D,2024/2025,80.0,60.0,0,4,2.0,57.89,68.42,1.6,1.6,1.2,1.32,2.74,3.71,0
2025-02-15,SP1,13:00,Leganes,Alaves,D,H,2024/2025,80.0,60.0,7,3,1.2,57.89,47.37,1.8,2.0,2.4,3.22,1.21,1.42,1
2025-03-02,SP1,17:30,Mallorca,Alaves,D,H,2024/2025,60.0,40.0,7,4,1.4,57.89,47.37,1.6,1.8,1.0,3.14,1.05,1.4,0
2025-03-14,SP1,20:00,Las Palmas,Alaves,D,A,2024/2025,60.0,60.0,3,7,1.0,57.89,47.37,1.6,1.8,1.8,2.57,1.11,1.55,1
2025-04-05,SP1,13:00,Girona,Alaves,A,D,2024/2025,40.0,60.0,3,6,1.2,57.89,68.42,1.4,1.4,1.4,2.35,1.42,1.67,0
2025-04-20,SP1,17:30,Sevilla,Alaves,D,D,2024/2025,40.0,40.0,3,2,0.8,57.89,26.32,1.4,1.6,1.8,2.82,0.89,1.49,0
2025-05-11,SP1,17:30,Ath Bilbao,Alaves,H,D,2024/2025,20.0,20.0,1,3,1.2,57.89,36.84,1.0,1.0,0.4,3.24,1.68,1.36,0
2025-05-18,SP1,18:00,Valladolid,Alaves,A,A,2024/2025,20.0,60.0,4,1,0.6,57.89,47.37,0.8,1.0,2.2,2.24,0.58,1.73,0
2022-08-22,SP1,19:00,Elche,Almeria,D,D,2022/2023,0.0,0.0,7,3,1.0,63.16,36.84,1.0,1.0,1.0,2.35,0.95,1.69,0
2022-09-05,SP1,20:00,Valladolid,Almeria,H,D,2022/2023,0.0,50.0,1,6,0.5,63.16,47.37,1.0,0.5,1.5,2.04,1.11,1.87,0
2022-09-17,SP1,13:00,Mallorca,Almeria,H,H,2022/2023,0.0,33.33,3,2,1.0,63.16,21.05,1.0,0.33,1.0,2.36,1.16,1.65,0
2022-09-30,SP1,20:00,Ath Bilbao,Almeria,H,H,2022/2023,25.0,40.0,2,4,1.6,63.16,31.58,1.75,0.25,0.6,1.79,1.16,2.13,1
2022-10-16,SP1,20:00,Betis,Almeria,H,H,2022/2023,40.0,60.0,5,6,2.0,63.16,47.37,2.0,0.4,0.4,1.94,1.37,1.95,1
2022-10-23,SP1,17:30,Villarreal,Almeria,H,A,2022/2023,60.0,50.0,4,5,2.25,63.16,52.63,2.2,0.4,0.5,1.72,1.89,2.34,1
2022-11-05,SP1,20:00,Barcelona,Almeria,H,D,2022/2023,60.0,60.0,1,13,2.6,63.16,47.37,2.4,0.4,0.0,1.31,1.95,3.87,0
2022-12-30,SP1,18:15,Cadiz,Almeria,D,A,2022/2023,60.0,40.0,9,6,1.2,63.16,31.58,2.4,0.6,1.0,2.18,1.0,1.77,0
2023-01-23,SP1,20:00,Valencia,Almeria,D,D,2022/2023,60.0,60.0,3,6,1.2,63.16,47.37,2.0,1.0,1.2,1.92,1.42,2.07,1
2023-02-06,SP1,20:00,Vallecano,Almeria,H,D,2022/2023,40.0,40.0,5,11,1.2,63.16,63.16,1.8,0.8,1.2,2.26,1.47,1.73,0
2023-02-17,SP1,20:00,Girona,Almeria,H,H,2022/2023,40.0,60.0,4,8,2.2,63.16,63.16,2.6,1.0,1.2,1.96,1.84,1.94,1
2023-03-12,SP1,15:15,Sevilla,Almeria,H,D,2022/2023,60.0,60.0,5,5,2.0,63.16,52.63,2.6,1.2,0.8,1.78,1.26,2.14,1
2023-04-02,SP1,13:00,Celta,Almeria,D,D,2022/2023,80.0,60.0,3,5,1.8,63.16,52.63,2.8,1.4,0.6,1.77,1.37,2.19,1
2023-04-16,SP1,17:30,Ath Madrid,Almeria,H,H,2022/2023,80.0,60.0,0,7,2.6,63.16,57.89,2.8,1.2,0.4,1.48,2.16,2.76,1
2023-04-26,SP1,18:30,Getafe,Almeria,A,A,2022/2023,100.0,40.0,11,9,1.4,63.16,42.11,2.6,1.6,0.8,2.35,1.11,1.65,1
2023-04-29,SP1,17:30,Real Madrid,Almeria,H,H,2022/2023,100.0,80.0,3,12,3.4,63.16,57.89,2.2,1.6,1.2,1.29,2.32,4.14,1
2023-05-13,SP1,15:15,Osasuna,Almeria,H,D,2022/2023,100.0,80.0,3,7,1.6,63.16,47.37,2.4,1.6,1.8,1.82,1.26,2.11,1
2023-05-23,SP1,18:30,Sociedad,Almeria,H,H,2022/2023,80.0,40.0,2,2,1.8,63.16,31.58,2.2,1.2,0.6,1.62,1.37,2.38,0
2023-06-04,SP1,20:00,Espanol,Almeria,D,D,2022/2023,80.0,60.0,4,8,1.8,63.16,63.16,2.4,1.6,2.0,1.54,1.42,2.62,1
2023-08-26,SP1,18:00,Cadiz,Almeria,D,D,2023/2024,0.0,0.0,2,3,1.0,63.16,26.32,1.0,1.0,0.5,2.24,0.84,1.77,0
2023-09-17,SP1,15:15,Villarreal,Almeria,H,D,2023/2024,50.0,100.0,7,4,2.0,63.16,73.68,1.5,1.0,2.33,1.41,1.89,3.08,1
2023-09-26,SP1,18:00,Sevilla,Almeria,H,H,2023/2024,66.67,75.0,1,9,2.0,63.16,57.89,2.67,1.0,1.25,1.83,1.42,2.08,1
2023-10-06,SP1,20:00,Ath Bilbao,Almeria,H,H,2023/2024,75.0,80.0,1,9,2.4,63.16,57.89,2.75,0.75,1.2,1.6,2.21,2.47,1
2023-10-22,SP1,15:15,Girona,Almeria,H,H,2023/2024,80.0,80.0,5,8,2.8,63.16,68.42,3.2,1.0,1.6,1.65,2.79,2.5,1
2023-11-05,SP1,13:00,Alaves,Almeria,H,D,2023/2024,80.0,0.0,3,3,0.6,63.16,26.32,3.2,0.8,1.0,2.06,1.21,1.87,0
2023-11-25,SP1,17:30,Getafe,Almeria,H,H,2023/2024,80.0,40.0,4,5,1.4,63.16,31.58,3.2,0.8,0.8,2.24,1.05,1.76,1
2023-12-10,SP1,13:00,Ath Madrid,Almeria,H,H,2023/2024,80.0,80.0,5,4,2.0,63.16,78.95,2.6,0.8,0.8,1.4,2.21,3.14,1
2023-12-20,SP1,18:00,Barcelona,Almeria,H,D,2023/2024,80.0,80.0,5,11,1.8,63.16,57.89,2.6,1.2,1.8,1.31,2.26,3.69,1
2024-01-04,SP1,16:00,Osasuna,Almeria,H,H,2023/2024,60.0,20.0,0,2,1.2,63.16,26.32,1.8,0.8,1.2,2.0,1.0,1.91,0
2024-01-21,SP1,15:15,Real Madrid,Almeria,H,A,2023/2024,80.0,60.0,2,6,3.0,63.16,57.89,2.2,1.2,0.8,1.32,2.53,3.59,1
2024-02-03,SP1,13:00,Valencia,Almeria,H,H,2023/2024,80.0,40.0,5,2,1.4,63.16,36.84,2.2,1.2,0.6,2.12,1.05,1.83,1
2024-02-18,SP1,15:15,Granada,Almeria,D,A,2023/2024,60.0,20.0,3,7,0.8,63.16,47.37,2.0,1.2,1.2,2.13,1.26,1.78,0
2024-03-01,SP1,20:00,Celta,Almeria,H,D,2023/2024,40.0,40.0,0,6,0.8,63.16,42.11,1.6,0.8,1.0,1.93,1.11,1.97,0
2024-03-17,SP1,15:15,Las Palmas,Almeria,A,A,2023/2024,40.0,20.0,2,6,0.8,63.16,31.58,1.4,1.0,1.2,1.82,1.05,2.08,0
2024-04-14,SP1,20:00,Sociedad,Almeria,D,D,2023/2024,40.0,40.0,3,4,1.0,63.16,31.58,1.2,1.0,1.2,1.73,1.37,2.2,1
2024-05-05,SP1,20:00,Vallecano,Almeria,A,A,2023/2024,20.0,20.0,2,10,1.0,63.16,36.84,0.8,1.0,0.6,2.06,0.95,1.85,0
2024-05-12,SP1,20:00,Betis,Almeria,H,H,2023/2024,40.0,80.0,7,7,2.2,63.16,36.84,1.2,1.2,1.6,1.56,1.42,2.53,1
2024-05-19,SP1,18:00,Mallorca,Almeria,D,D,2023/2024,60.0,20.0,3,8,0.8,63.16,26.32,1.4,1.6,0.8,2.24,0.89,1.75,1
2022-08-29,SP1,19:00,Cadiz,Ath Bilbao,A,A,2022/2023,100.0,50.0,8,3,0.0,57.89,31.58,0.0,4.0,2.5,2.64,1.0,1.56,1
2022-09-11,SP1,15:15,Elche,Ath Bilbao,A,A,2022/2023,100.0,33.33,8,2,0.67,57.89,36.84,0.5,4.0,2.0,2.29,0.95,1.75,1
2022-10-08,SP1,17:30,Sevilla,Ath Bilbao,D,H,2022/2023,66.67,25.0,4,3,0.5,57.89,52.63,0.67,3.0,1.75,2.11,1.26,1.89,0
2022-10-18,SP1,19:00,Getafe,Ath Bilbao,D,D,2022/2023,75.0,60.0,4,4,1.2,57.89,42.11,1.0,2.75,1.4,2.7,1.11,1.53,1
2022-10-23,SP1,20:00,Barcelona,Ath Bilbao,H,H,2022/2023,80.0,80.0,3,7,3.0,57.89,47.37,1.6,2.2,0.0,1.65,1.95,2.37,1
2022-11-04,SP1,20:00,Girona,Ath Bilbao,H,D,2022/2023,80.0,60.0,7,10,1.8,57.89,63.16,2.0,1.6,1.8,2.04,1.84,1.85,1
2022-12-29,SP1,18:15,Betis,Ath Bilbao,D,D,2022/2023,60.0,60.0,0,5,1.4,57.89,47.37,1.8,0.8,1.0,2.15,1.37,1.82,0
2023-01-14,SP1,20:00,Sociedad,Ath Bilbao,H,H,2022/2023,80.0,20.0,2,5,1.4,57.89,31.58,2.2,0.8,0.8,2.87,1.37,1.46,1
2023-01-29,SP1,17:30,Celta,Ath Bilbao,H,D,2022/2023,60.0,20.0,0,3,1.0,57.89,52.63,2.0,0.4,1.0,2.8,1.37,1.48,0
2023-02-11,SP1,20:00,Valencia,Ath Bilbao,A,D,2022/2023,60.0,60.0,3,8,1.2,57.89,47.37,1.4,0.8,1.2,2.42,1.42,1.64,1
2023-02-19,SP1,17:30,Ath Madrid,Ath Bilbao,H,D,2022/2023,40.0,20.0,2,5,1.4,57.89,57.89,1.2,0.6,0.4,2.57,2.16,1.61,0
2023-03-05,SP1,17:30,Vallecano,Ath Bilbao,D,D,2022/2023,40.0,20.0,3,2,0.8,57.89,63.16,1.2,0.6,1.0,2.63,1.47,1.53,0
2023-03-17,SP1,20:00,Valladolid,Ath Bilbao,A,A,2022/2023,40.0,40.0,6,3,0.8,57.89,47.37,0.8,1.0,1.0,2.13,1.11,1.8,1
2023-04-08,SP1,15:15,Espanol,Ath Bilbao,A,A,2022/2023,60.0,80.0,7,2,1.4,57.89,63.16,0.8,1.4,2.0,2.57,1.42,1.56,1
2023-04-22,SP1,15:15,Almeria,Ath Bilbao,A,A,2022/2023,60.0,40.0,3,4,1.0,57.89,57.89,0.8,1.4,1.2,1.92,1.53,1.99,1
2023-05-01,SP1,18:00,Mallorca,Ath Bilbao,D,D,2022/2023,60.0,20.0,6,2,1.0,57.89,21.05,0.8,1.6,0.8,3.22,1.16,1.37,0
2023-05-13,SP1,17:30,Villarreal,Ath Bilbao,H,H,2022/2023,80.0,80.0,5,11,3.0,57.89,52.63,1.8,1.8,1.2,1.88,1.89,2.08,1
2023-05-25,SP1,20:30,Osasuna,Ath Bilbao,H,D,2022/2023,60.0,60.0,5,3,2.0,57.89,47.37,2.0,1.2,1.2,2.19,1.26,1.77,0
2023-06-04,SP1,17:30,Real Madrid,Ath Bilbao,D,D,2022/2023,40.0,40.0,9,2,2.0,57.89,57.89,2.0,1.0,0.8,1.59,2.32,2.45,0
2023-08-19,SP1,20:30,Osasuna,Ath Bilbao,A,A,2023/2024,0.0,0.0,2,7,0.0,26.32,26.32,0.0,2.0,2.0,2.72,1.0,1.51,0
2023-09-03,SP1,15:15,Mallorca,Ath Bilbao,D,D,2023/2024,0.0,0.0,3,2,0.0,26.32,26.32,0.0,1.0,0.5,2.86,0.89,1.47,0
2023-09-22,SP1,20:00,Alaves,Ath Bilbao,A,A,2023/2024,0.0,33.33,3,5,1.67,26.32,26.32,0.0,1.33,1.67,2.79,1.21,1.48,0
2023-09-30,SP1,20:00,Sociedad,Ath Bilbao,H,H,2023/2024,25.0,60.0,3,5,2.8,26.32,31.58,0.75,1.0,1.6,2.63,1.37,1.54,1
2023-10-22,SP1,20:00,Barcelona,Ath Bilbao,H,D,2023/2024,20.0,40.0,3,7,2.4,26.32,57.89,0.8,0.8,0.4,1.81,2.26,2.15,0
2023-11-05,SP1,17:30,Villarreal,Ath Bilbao,A,A,2023/2024,40.0,80.0,7,6,1.4,26.32,73.68,1.2,1.0,1.8,1.78,1.89,2.24,1
2023-11-27,SP1,20:00,Girona,Ath Bilbao,D,D,2023/2024,40.0,60.0,6,2,2.4,26.32,68.42,1.4,1.2,1.8,1.79,2.79,2.22,0
2023-12-11,SP1,20:00,Granada,Ath Bilbao,D,A,2023/2024,40.0,40.0,4,4,1.4,26.32,47.37,1.6,1.0,1.6,1.92,1.26,2.04,0
2024-01-04,SP1,18:15,Sevilla,Ath Bilbao,A,A,2023/2024,20.0,20.0,6,2,0.6,26.32,57.89,1.0,1.4,1.6,2.13,1.42,1.78,0
2024-01-20,SP1,17:30,Valencia,Ath Bilbao,H,D,2023/2024,20.0,20.0,3,1,1.2,26.32,36.84,1.0,1.4,0.4,2.45,1.05,1.61,0
2024-01-28,SP1,15:15,Cadiz,Ath Bilbao,D,D,2023/2024,0.0,40.0,0,2,0.4,26.32,26.32,0.6,0.8,1.6,2.58,0.84,1.61,0
2024-02-12,SP1,20:00,Almeria,Ath Bilbao,D,D,2023/2024,0.0,20.0,4,4,0.0,26.32,68.42,0.4,0.6,0.6,2.18,1.16,1.78,0
2024-02-25,SP1,15:15,Betis,Ath Bilbao,H,H,2023/2024,20.0,40.0,1,5,1.4,26.32,36.84,0.8,0.6,1.2,2.35,1.42,1.71,1
2024-03-10,SP1,15:15,Las Palmas,Ath Bilbao,A,A,2023/2024,20.0,40.0,2,2,1.4,26.32,31.58,0.8,0.6,1.0,2.21,1.05,1.73,0
2024-03-31,SP1,20:00,Real Madrid,Ath Bilbao,H,H,2023/2024,20.0,40.0,3,4,2.4,26.32,57.89,1.0,0.6,0.2,1.87,2.53,2.08,0
2024-04-27,SP1,20:00,Ath Madrid,Ath Bilbao,H,D,2023/2024,40.0,100.0,1,3,2.6,26.32,78.95,1.6,0.8,1.2,2.18,2.21,1.78,1
2024-05-03,SP1,20:00,Getafe,Ath Bilbao,A,A,2023/2024,40.0,20.0,2,9,1.0,26.32,31.58,1.6,1.2,1.4,2.65,1.05,1.55,0
2024-05-15,SP1,21:00,Celta,Ath Bilbao,H,A,2023/2024,40.0,60.0,2,4,2.0,26.32,42.11,1.4,1.2,0.8,2.25,1.11,1.75,1
2024-05-25,SP1,17:30,Vallecano,Ath Bilbao,A,D,2023/2024,40.0,40.0,1,4,0.8,26.32,36.84,1.4,1.0,0.8,2.25,0.95,1.72,0
2024-08-24,SP1,18:00,Barcelona,Ath Bilbao,H,D,2024/2025,100.0,100.0,2,5,2.0,36.84,68.42,2.0,1.0,1.0,1.69,2.74,2.28,1
2024-09-15,SP1,17:30,Las Palmas,Ath Bilbao,A,A,2024/2025,100.0,66.67,4,6,1.67,36.84,47.37,2.0,2.0,2.0,2.25,1.11,1.71,1
2024-09-19,SP1,18:00,Leganes,Ath Bilbao,A,D,2024/2025,66.67,33.33,4,3,0.67,36.84,47.37,1.33,2.0,1.33,3.01,1.21,1.44,0
2024-10-06,SP1,13:00,Girona,Ath Bilbao,H,D,2024/2025,75.0,75.0,4,6,1.75,36.84,68.42,1.5,1.75,1.25,2.06,1.42,1.83,1
2024-10-28,SP1,20:00,Mallorca,Ath Bilbao,D,D,2024/2025,60.0,20.0,1,1,0.6,36.84,47.37,1.2,1.4,0.4,2.78,1.05,1.5,0
2024-11-10,SP1,17:30,Valladolid,Ath Bilbao,D,D,2024/2025,40.0,60.0,1,3,0.8,36.84,47.37,1.0,1.4,1.4,2.38,0.58,1.64,0
2024-12-01,SP1,17:30,Vallecano,Ath Bilbao,A,H,2024/2025,40.0,40.0,7,4,1.0,36.84,52.63,0.8,1.2,1.4,2.7,1.26,1.52,1
2024-12-15,SP1,15:15,Alaves,Ath Bilbao,D,A,2024/2025,40.0,40.0,2,3,1.0,36.84,15.79,1.0,1.0,1.6,2.89,0.74,1.49,0
2024-12-21,SP1,17:30,Osasuna,Ath Bilbao,A,D,2024/2025,40.0,80.0,8,3,1.4,36.84,57.89,0.8,1.2,1.6,2.58,1.74,1.54,1
2025-01-19,SP1,13:00,Celta,Ath Bilbao,A,D,2024/2025,60.0,40.0,6,1,1.6,36.84,57.89,1.0,1.6,0.8,2.19,1.68,1.74,1
2025-02-02,SP1,20:00,Betis,Ath Bilbao,D,H,2024/2025,80.0,80.0,4,6,1.6,36.84,57.89,1.2,1.8,2.0,2.34,1.68,1.66,1
2025-02-16,SP1,13:00,Espanol,Ath Bilbao,D,D,2024/2025,60.0,20.0,4,4,1.2,36.84,36.84,1.2,1.6,0.8,2.41,1.21,1.64,0
2025-03-01,SP1,20:00,Ath Madrid,Ath Bilbao,H,D,2024/2025,60.0,0.0,3,4,1.2,36.84,52.63,1.2,1.4,0.4,2.25,2.21,1.72,0
2025-03-16,SP1,15:15,Sevilla,Ath Bilbao,A,D,2024/2025,40.0,20.0,4,4,0.8,36.84,26.32,1.0,1.2,1.6,2.64,0.89,1.56,0
2025-04-06,SP1,20:00,Villarreal,Ath Bilbao,D,D,2024/2025,20.0,60.0,2,4,2.2,36.84,73.68,0.8,0.8,0.8,1.96,2.26,1.92,0
2025-04-20,SP1,20:00,Real Madrid,Ath Bilbao,H,D,2024/2025,0.0,60.0,1,7,1.8,36.84,63.16,0.6,0.4,1.0,1.78,2.37,2.14,0
2025-05-04,SP1,20:00,Sociedad,Ath Bilbao,D,D,2024/2025,0.0,40.0,1,3,1.0,36.84,42.11,0.4,0.2,0.8,2.8,1.05,1.47,0
2025-05-15,SP1,20:30,Getafe,Ath Bilbao,A,D,2024/2025,0.0,60.0,2,1,0.8,36.84,26.32,0.2,0.6,1.8,3.84,0.79,1.29,0
2025-05-18,SP1,18:00,Valencia,Ath Bilbao,A,D,2024/2025,0.0,20.0,4,2,1.2,36.84,47.37,0.2,0.6,0.4,2.47,1.37,1.59,0
2022-08-15,SP1,18:30,Getafe,Ath Madrid,A,A,2022/2023,100.0,100.0,5,0,0.0,36.84,42.11,0.0,3.0,3.0,3.22,1.11,1.38,1
2022-08-29,SP1,21:00,Valencia,Ath Madrid,A,D,2022/2023,50.0,0.0,7,2,0.5,36.84,47.37,0.0,2.0,0.5,2.31,1.42,1.69,0
2022-09-03,SP1,17:30,Sociedad,Ath Madrid,D,A,2022/2023,33.33,50.0,7,5,1.0,36.84,31.58,0.33,1.67,2.5,2.52,1.37,1.59,0
2022-10-01,SP1,17:30,Sevilla,Ath Madrid,A,A,2022/2023,25.0,33.33,6,3,0.33,36.84,52.63,0.25,1.75,2.0,2.52,1.26,1.59,0
2022-10-15,SP1,20:00,Ath Bilbao,Ath Madrid,A,D,2022/2023,20.0,40.0,1,3,1.6,36.84,31.58,0.2,1.6,0.8,2.38,1.16,1.64,0
2022-10-23,SP1,15:15,Betis,Ath Madrid,A,D,2022/2023,20.0,60.0,3,4,1.6,36.84,47.37,0.4,1.4,0.8,2.45,1.37,1.59,1
2022-10-29,SP1,15:15,Cadiz,Ath Madrid,H,H,2022/2023,40.0,60.0,7,7,1.0,36.84,31.58,1.0,1.6,1.6,2.37,1.0,1.63,1
2022-11-09,SP1,20:30,Mallorca,Ath Madrid,H,H,2022/2023,40.0,0.0,5,3,0.6,36.84,21.05,1.0,1.4,0.6,3.2,1.16,1.39,0
2023-01-15,SP1,15:15,Almeria,Ath Madrid,D,D,2022/2023,40.0,40.0,6,3,1.6,36.84,57.89,1.2,1.2,1.2,2.06,1.53,1.86,0
2023-01-29,SP1,15:15,Osasuna,Ath Madrid,A,D,2022/2023,40.0,20.0,5,4,1.0,36.84,47.37,1.2,1.2,0.6,2.75,1.26,1.5,0
2023-02-12,SP1,15:15,Celta,Ath Madrid,A,D,2022/2023,20.0,20.0,2,3,0.8,36.84,52.63,1.0,1.0,1.0,2.52,1.37,1.58,0
2023-02-25,SP1,17:30,Real Madrid,Ath Madrid,D,D,2022/2023,0.0,40.0,2,7,1.8,36.84,57.89,0.6,0.8,0.4,2.31,2.32,1.71,0
2023-03-13,SP1,20:00,Girona,Ath Madrid,A,D,2022/2023,0.0,40.0,4,4,1.8,36.84,63.16,0.4,1.0,1.0,2.16,1.84,1.77,0
2023-04-09,SP1,20:00,Vallecano,Ath Madrid,A,A,2022/2023,20.0,40.0,4,3,1.2,36.84,63.16,0.4,1.2,1.0,2.62,1.47,1.57,1
2023-04-23,SP1,15:15,Barcelona,Ath Madrid,H,H,2022/2023,20.0,20.0,3,4,1.2,36.84,47.37,0.6,1.0,0.2,2.22,1.95,1.75,0
2023-04-30,SP1,20:00,Valladolid,Ath Madrid,A,A,2022/2023,40.0,80.0,6,6,1.8,36.84,47.37,1.0,1.8,2.4,1.85,1.11,2.03,1
2023-05-14,SP1,15:15,Elche,Ath Madrid,H,H,2022/2023,40.0,40.0,4,4,1.2,36.84,36.84,1.0,1.6,1.4,1.65,0.95,2.36,0
2023-05-24,SP1,21:00,Espanol,Ath Madrid,D,A,2022/2023,60.0,60.0,7,13,1.4,36.84,63.16,1.6,2.0,1.8,1.86,1.42,2.07,1
2023-06-04,SP1,17:30,Villarreal,Ath Madrid,D,D,2022/2023,60.0,80.0,3,7,3.2,36.84,52.63,1.8,2.0,1.2,1.49,1.89,2.82,1
2023-08-20,SP1,20:30,Betis,Ath Madrid,D,D,2023/2024,0.0,0.0,1,0,0.0,42.11,36.84,0.0,0.0,0.0,2.14,1.42,1.83,0
2023-08-28,SP1,20:30,Vallecano,Ath Madrid,A,A,2023/2024,50.0,100.0,10,3,0.0,42.11,36.84,0.0,3.5,7.0,2.36,0.95,1.67,1
2023-09-16,SP1,15:15,Valencia,Ath Madrid,H,H,2023/2024,66.67,66.67,3,8,1.67,42.11,36.84,1.0,2.33,0.67,2.35,1.05,1.67,1
2023-09-28,SP1,20:30,Osasuna,Ath Madrid,A,A,2023/2024,50.0,25.0,3,2,0.25,42.11,26.32,0.75,2.25,1.5,2.31,1.0,1.69,0
2023-10-21,SP1,20:00,Celta,Ath Madrid,A,A,2023/2024,60.0,40.0,7,3,0.6,42.11,42.11,0.6,2.4,1.6,2.0,1.11,1.9,1
